our_Trip_ID,our_President,our_Destination_Country,our_Start_Date,colt_TripID,classification,detail
237,Cristina Fernández de Kirchner,Turkey,2011-01-20,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Turkey en fechas 2011-01-20 - 2011-01-22
240,Cristina Fernández de Kirchner,Mexico,2011-05-30,2320-ARG-MEX-40693,Complementa,CityVisited: 'Mexico City'
241,Cristina Fernández de Kirchner,Italy,2011-05-31,2320-ARG-ITA-40695,Complementa,CityVisited: 'Rome'
242,Cristina Fernández de Kirchner,Peru,2011-07-28,2320-ARG-PER-40752,Complementa,CityVisited: 'Lima'
243,Cristina Fernández de Kirchner,Brazil,2011-07-29,2320-ARG-BRA-40753,Complementa,CityVisited: 'Brasília'
244,Cristina Fernández de Kirchner,Uruguay,2011-08-29,2320-ARG-URY-40784,Complementa,CityVisited: 'Salto'
245,Cristina Fernández de Kirchner,France,2011-09-12,2320-ARG-FRA-40799,Complementa,CityVisited: 'Paris'
246,Cristina Fernández de Kirchner,United States,2011-09-21,2320-ARG-USA-40807,Complementa,CityVisited: 'New York'
247,Cristina Fernández de Kirchner,France,2011-11-03,2320-ARG-FRA-40850,Complementa,CityVisited: 'Cannes'
248,Cristina Fernández de Kirchner,Venezuela,2011-12-02,2320-ARG-VEN-40878,Complementa,CityVisited: 'Caracas'
249,Cristina Fernández de Kirchner,Uruguay,2011-12-20,2320-ARG-URY-40897,Complementa,CityVisited: 'Montevideo'
250,Cristina Fernández de Kirchner,Colombia,2012-04-14,2320-ARG-COL-41013,Complementa,CityVisited: 'Cartagena'
251,Cristina Fernández de Kirchner,Angola,2012-05-16,2320-ARG-AGO-41047,Complementa,CityVisited: 'Luanda'
252,Cristina Fernández de Kirchner,United States,2012-06-13,2320-ARG-USA-41073,Complementa,CityVisited: 'New York'
253,Cristina Fernández de Kirchner,Mexico,2012-06-18,2320-ARG-MEX-41078,Complementa,CityVisited: 'Los Cabos'
254,Cristina Fernández de Kirchner,Bolivia,2012-07-17,2320-ARG-BOL-41107,Complementa,CityVisited: 'Cochabamba'
255,Cristina Fernández de Kirchner,Brazil,2012-07-31,2320-ARG-BRA-41121,Complementa,CityVisited: 'Brasília'
256,Cristina Fernández de Kirchner,United States,2012-09-24,2320-ARG-USA-41176,Complementa,CityVisited: 'New York'
257,Cristina Fernández de Kirchner,Peru,2012-10-01,2320-ARG-PER-41183,Complementa,CityVisited: 'Lima'
258,Cristina Fernández de Kirchner,Brazil,2012-12-06,2320-ARG-BRA-41250,Complementa,CityVisited: 'Brasília'
259,Cristina Fernández de Kirchner,Cuba,2013-01-11,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Cuba en fechas 2013-01-11 - 2013-01-12
260,Cristina Fernández de Kirchner,United Arab Emirates,2013-01-13,2320-ARG-ARE-41288,Complementa,CityVisited: 'Abu Dhabi'
261,Cristina Fernández de Kirchner,Indonesia,2013-01-16,2320-ARG-IDN-41290,Complementa,CityVisited: 'Jakarta'
262,Cristina Fernández de Kirchner,Vietnam,2013-01-19,2320-ARG-VNM-41293,Complementa,CityVisited: 'Hanoi'
263,Cristina Fernández de Kirchner,Chile,2013-01-26,2320-ARG-CHL-41301,Complementa,CityVisited: 'Santiago'
264,Cristina Fernández de Kirchner,Venezuela,2013-03-06,2320-ARG-VEN-41339,Complementa,CityVisited: 'Caracas'
265,Cristina Fernández de Kirchner,Vatican City,2013-03-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2013-03-18 - 2013-03-19
266,Cristina Fernández de Kirchner,Peru,2013-04-18,2320-ARG-PER-41382,Complementa,CityVisited: 'Lima'
267,Cristina Fernández de Kirchner,Venezuela,2013-04-19,2320-ARG-VEN-41383,Complementa,CityVisited: 'Caracas'
268,Cristina Fernández de Kirchner,Bolivia,2013-07-04,2320-ARG-BOL-41459,Complementa,CityVisited: 'Cochabamba'
269,Cristina Fernández de Kirchner,Uruguay,2013-07-12,2320-ARG-URY-41466,Complementa,CityVisited: 'Montevideo'
270,Cristina Fernández de Kirchner,Colombia,2013-07-18,2320-ARG-COL-41473,Complementa,CityVisited: 'Bogotá'
271,Cristina Fernández de Kirchner,Brazil,2013-07-27,2320-ARG-BRA-41483,Complementa,CityVisited: 'Rio de Janeiro'
272,Cristina Fernández de Kirchner,United States,2013-08-05,2320-ARG-USA-41492,Complementa,CityVisited: 'New York'
273,Cristina Fernández de Kirchner,Paraguay,2013-08-15,2320-ARG-PRY-41500,Complementa,CityVisited: 'Asunción'
274,Cristina Fernández de Kirchner,Uruguay,2013-08-27,2320-ARG-URY-41513,Complementa,CityVisited: 'Montevideo'
275,Cristina Fernández de Kirchner,Russia,2013-09-05,2320-ARG-RUS-41521,Complementa,CityVisited: 'Saint Petersburg'
276,Cristina Fernández de Kirchner,United States,2013-09-24,2320-ARG-USA-41541,Complementa,CityVisited: 'New York'
277,Cristina Fernández de Kirchner,Cuba,2014-01-28,2320-ARG-CUB-41667,Complementa,CityVisited: 'Havana'
278,Cristina Fernández de Kirchner,Chile,2014-03-10,2320-ARG-CHL-41708,Complementa,CityVisited: 'Santiago'
279,Cristina Fernández de Kirchner,Vatican City,2014-03-17,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2014-03-17 - 2014-03-17
280,Cristina Fernández de Kirchner,France,2014-03-18,2320-ARG-FRA-41717,Complementa,CityVisited: 'Paris'
281,Cristina Fernández de Kirchner,Bolivia,2014-06-14,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Bolivia en fechas 2014-06-14 - 2014-06-15
282,Cristina Fernández de Kirchner,Brazil,2014-07-15,2320-ARG-BRA-41836,Complementa,CityVisited: 'Fortaleza'
283,Cristina Fernández de Kirchner,Venezuela,2014-07-29,2320-ARG-VEN-41849,Complementa,CityVisited: 'Caracas'
284,Cristina Fernández de Kirchner,Paraguay,2014-08-13,2320-ARG-PRY-41864,Complementa,CityVisited: 'Asunción'
285,Cristina Fernández de Kirchner,Vatican City,2014-09-20,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2014-09-20 - 2014-09-20
286,Cristina Fernández de Kirchner,United States,2014-09-24,2320-ARG-USA-41905,Complementa,CityVisited: 'New York'
287,Cristina Fernández de Kirchner,Ecuador,2014-12-04,2320-ARG-ECU-41977,Complementa,CityVisited: 'Quito'
288,Cristina Fernández de Kirchner,China,2015-02-02,2320-ARG-CHN-42038,Complementa,CityVisited: 'Beijing'
289,Cristina Fernández de Kirchner,Panama,2015-04-10,2320-ARG-PAN-42104,Complementa,CityVisited: 'Panama City'
290,Cristina Fernández de Kirchner,Russia,2015-04-22,2320-ARG-RUS-42114,Complementa,CityVisited: 'Moscow'
291,Cristina Fernández de Kirchner,Vatican City,2015-06-07,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2015-06-07 - 2015-06-07
292,Cristina Fernández de Kirchner,Italy,2015-06-08,2320-ARG-ITA-42162,Complementa,CityVisited: 'Roma'
293,Cristina Fernández de Kirchner,Paraguay,2015-07-12,2320-ARG-PRY-42197,Complementa,CityVisited: 'Asunción'
294,Cristina Fernández de Kirchner,Brazil,2015-07-16,2320-ARG-BRA-42202,Complementa,CityVisited: 'Brasília'
295,Cristina Fernández de Kirchner,Cuba,2015-09-19,2320-ARG-CUB-42267,Complementa,CityVisited: 'Havana'
296,Cristina Fernández de Kirchner,United States,2015-09-27,2320-ARG-USA-42275,Complementa,CityVisited: 'New York'
297,Mauricio Macri,Paraguay,2015-12-21,3169-ARG-PRY-42359,Complementa,CityVisited: 'Asunción'
298,Mauricio Macri,Uruguay,2016-01-07,3169-ARG-URY-42376,Complementa,CityVisited: 'Colonia del Sacramento'
299,Mauricio Macri,Switzerland,2016-01-20,3169-ARG-CHE-42389,Complementa,CityVisited: 'Davos'
300,Mauricio Macri,Vatican City,2016-02-27,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2016-02-27 - 2016-02-27
301,Mauricio Macri,Italy,2016-02-27,3169-ARG-ITA-42427,Complementa,CityVisited: 'Rome'
302,Mauricio Macri,United States,2016-03-31,3169-ARG-USA-42460,Complementa,CityVisited: 'Washington D.C.'
303,Mauricio Macri,Colombia,2016-06-15,3169-ARG-COL-42535,Complementa,CityVisited: 'Bogotá'
304,Mauricio Macri,Colombia,2016-06-17,3169-ARG-COL-42535,Complementa,CityVisited: 'Medellín'
305,Mauricio Macri,Chile,2016-06-30,3169-ARG-CHL-42551,Complementa,CityVisited: 'Puerto Varas'
306,Mauricio Macri,France,2016-07-02,3169-ARG-FRA-42553,Complementa,CityVisited: 'Paris'
307,Mauricio Macri,Belgium,2016-07-03,3169-ARG-BEL-42554,Complementa,CityVisited: 'Brussels'
308,Mauricio Macri,Germany,2016-07-05,3169-ARG-DEU-42556,Complementa,CityVisited: 'Berlin'
309,Mauricio Macri,United States,2016-07-07,3169-ARG-USA-42558,Complementa,CityVisited: 'Sun Valley'
310,Mauricio Macri,Peru,2016-07-28,3169-ARG-PER-42579,Complementa,CityVisited: 'Lima'
311,Mauricio Macri,Brazil,2016-08-05,3169-ARG-BRA-42586,Complementa,CityVisited: 'Rio de Janeiro'
312,Mauricio Macri,Qatar,2016-09-01,3169-ARG-QAT-42616,Complementa,CityVisited: 'Doha'
313,Mauricio Macri,China,2016-09-04,3169-ARG-CHN-42617,Complementa,CityVisited: 'Hangzhou'
314,Mauricio Macri,United States,2016-09-19,3169-ARG-USA-42632,Complementa,CityVisited: 'New York'
315,Mauricio Macri,Colombia,2016-09-26,3169-ARG-COL-42640,Complementa,CityVisited: 'Cartagena'
316,Mauricio Macri,Vatican City,2016-10-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2016-10-15 - 2016-10-15
317,Mauricio Macri,Brazil,2017-02-07,3169-ARG-BRA-42773,Complementa,CityVisited: 'Brasilia'
318,Mauricio Macri,Spain,2017-02-20,3169-ARG-ESP-42790,Complementa,CityVisited: 'Madrid'
319,Mauricio Macri,Paraguay,2017-03-16,3169-ARG-PRY-42810,Complementa,CityVisited: 'Asunción'
320,Mauricio Macri,Netherlands,2017-03-27,3169-ARG-NLD-42822,Complementa,CityVisited: 'Amsterdam'
321,Mauricio Macri,United States,2017-04-26,3169-ARG-USA-42851,Complementa,CityVisited: 'Washington D.C.'
322,Mauricio Macri,United Arab Emirates,2017-05-12,3169-ARG-ARE-42867,Complementa,CityVisited: 'Dubai'
323,Mauricio Macri,China,2017-05-14,3169-ARG-CHN-42869,Complementa,CityVisited: 'Beijing'
324,Mauricio Macri,Japan,2017-05-18,3169-ARG-JPN-42874,Complementa,CityVisited: 'Tokyo'
325,Mauricio Macri,Ecuador,2017-05-24,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Ecuador en fechas 2017-05-24 - 2017-05-24
326,Mauricio Macri,Chile,2017-06-27,3169-ARG-CHL-42913,Complementa,CityVisited: 'Santiago'
327,Mauricio Macri,Germany,2017-07-07,3169-ARG-DEU-42923,Complementa,CityVisited: 'Hamburg'
328,Mauricio Macri,United States,2017-11-06,3169-ARG-USA-43045,Complementa,CityVisited: 'New York'
329,Mauricio Macri,Russia,2018-01-22,3169-ARG-RUS-43122,Complementa,CityVisited: 'Moscow'
330,Mauricio Macri,Switzerland,2018-01-24,3169-ARG-CHE-43125,Complementa,CityVisited: 'Davos'
331,Mauricio Macri,France,2018-01-26,3169-ARG-FRA-43126,Complementa,CityVisited: 'Paris'
332,Mauricio Macri,Chile,2018-03-11,3169-ARG-CHL-43170,Complementa,CityVisited: 'Valparaíso'
333,Mauricio Macri,Peru,2018-04-13,3169-ARG-PER-43203,Complementa,CityVisited: 'Lima'
334,Mauricio Macri,Canada,2018-06-08,3169-ARG-CAN-43259,Complementa,CityVisited: 'La Malbaie'
335,Mauricio Macri,South Africa,2018-07-26,3169-ARG-ZAF-43307,Complementa,CityVisited: 'Johannesburg'
336,Mauricio Macri,Colombia,2018-08-07,3169-ARG-COL-43319,Complementa,CityVisited: 'Bogotá'
337,Mauricio Macri,Paraguay,2018-08-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Paraguay en fechas 2018-08-15 - 2018-08-15
338,Mauricio Macri,United States,2018-09-24,3169-ARG-USA-43367,Complementa,CityVisited: 'New York'
339,Mauricio Macri,Uruguay,2018-12-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Uruguay en fechas 2018-12-18 - 2018-12-18
340,Mauricio Macri,Brazil,2019-01-16,3169-ARG-BRA-43481,Complementa,CityVisited: 'Brasília'
341,Mauricio Macri,Uruguay,2019-02-13,3169-ARG-URY-43509,Complementa,CityVisited: 'Colonia del Sacramento'
342,Mauricio Macri,India,2019-02-17,3169-ARG-IND-43513,Complementa,CityVisited: 'New Delhi'
343,Mauricio Macri,United Arab Emirates,2019-02-17,3169-ARG-ARE-43513,Complementa,CityVisited: 'Dubai'
344,Mauricio Macri,Vietnam,2019-02-20,3169-ARG-VNM-43516,Complementa,CityVisited: 'Hanoi'
345,Mauricio Macri,United Arab Emirates,2019-02-21,3169-ARG-ARE-43517,Complementa,CityVisited: 'Abu Dhabi'
346,Mauricio Macri,Chile,2019-03-22,3169-ARG-CHL-43546,Complementa,CityVisited: 'Santiago'
348,Mauricio Macri,Indonesia,2019-06-26,3169-ARG-IDN-43641,Complementa,CityVisited: 'Jakarta'
349,Mauricio Macri,Japan,2019-06-27,3169-ARG-JPN-43642,Complementa,CityVisited: 'Osaka'
350,Mauricio Macri,Switzerland,2019-06-30,3169-ARG-CHE-43645,Complementa,CityVisited: 'Zurich'
351,Mauricio Macri,United States,2019-09-24,3169-ARG-USA-43732,Complementa,CityVisited: 'New York'
353,Mauricio Macri,Spain,2019-12-01,3169-ARG-ESP-43800,Complementa,CityVisited: 'Madrid'
354,Mauricio Macri,Switzerland,2019-12-03,3169-ARG-CHE-43802,Complementa,CityVisited: 'Geneva'
355,Mauricio Macri,Brazil,2019-12-05,3169-ARG-BRA-43803,Complementa,CityVisited: 'Bento Gonçalves'
356,Alberto Fernández,Israel,2020-01-22,3670-ARG-ISR-43852,Complementa,CityVisited: 'Jerusalem'
357,Alberto Fernández,Vatican City,2020-01-31,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2020-01-31 - 2020-01-31
358,Alberto Fernández,Italy,2020-01-31,3670-ARG-ITA-43861,Complementa,CityVisited: 'Rome'
359,Alberto Fernández,Germany,2020-02-03,3670-ARG-DEU-43863,Complementa,CityVisited: 'Berlin'
360,Alberto Fernández,Spain,2020-02-04,3670-ARG-ESP-43864,Complementa,CityVisited: 'Madrid'
361,Alberto Fernández,France,2020-02-05,3670-ARG-FRA-43866,Complementa,CityVisited: 'Paris'
362,Alberto Fernández,Bolivia,2020-11-07,3670-ARG-BOL-44142,Complementa,CityVisited: 'La Paz'
363,Alberto Fernández,Uruguay,2020-11-19,3670-ARG-URY-44154,Complementa,CityVisited: 'Colonia (Estancia Anchorena)'
364,Alberto Fernández,Chile,2021-01-26,3670-ARG-CHL-44222,Complementa,CityVisited: 'Santiago'
365,Alberto Fernández,Mexico,2021-02-22,3670-ARG-MEX-44249,Complementa,CityVisited: 'Mexico City / Iguala'
366,Alberto Fernández,Portugal,2021-05-09,3670-ARG-PRT-44325,Complementa,CityVisited: 'Lisbon'
367,Alberto Fernández,Spain,2021-05-10,3670-ARG-ESP-44325,Complementa,CityVisited: 'Madrid'
368,Alberto Fernández,France,2021-05-11,3670-ARG-FRA-44327,Complementa,CityVisited: 'Paris'
369,Alberto Fernández,Italy,2021-05-13,3670-ARG-ITA-44329,Complementa,CityVisited: 'Rome'
370,Alberto Fernández,Peru,2021-07-27,3670-ARG-PER-44404,Complementa,CityVisited: 'Lima'
371,Alberto Fernández,Italy,2021-10-29,3670-ARG-ITA-44498,Complementa,CityVisited: 'Rome'
372,Alberto Fernández,United Kingdom,2021-10-31,3670-ARG-GBR-44501,Complementa,CityVisited: 'Glasgow'
373,Alberto Fernández,Russia,2022-02-03,3670-ARG-RUS-44595,Complementa,CityVisited: 'Moscow'
374,Alberto Fernández,China,2022-02-04,3670-ARG-CHN-44596,Complementa,CityVisited: 'Beijing'
375,Alberto Fernández,Barbados,2022-02-08,3670-ARG-BRB-44599,Complementa,CityVisited: 'Bridgetown'
376,Alberto Fernández,Chile,2022-03-11,3670-ARG-CHL-44631,Complementa,CityVisited: 'Valparaíso'
379,Alberto Fernández,Spain,2022-05-10,3670-ARG-ESP-44690,Complementa,CityVisited: 'Madrid'
380,Alberto Fernández,Germany,2022-05-11,3670-ARG-DEU-44692,Complementa,CityVisited: 'Berlin'
381,Alberto Fernández,France,2022-05-12,3670-ARG-FRA-44694,Complementa,CityVisited: 'Paris'
382,Alberto Fernández,Paraguay,2022-05-30,3670-ARG-PRY-44711,Complementa,CityVisited: 'Ana Cua / Yacyreta'
383,Alberto Fernández,United States,2022-06-08,3670-ARG-USA-44720,Complementa,CityVisited: 'Los Angeles'
384,Alberto Fernández,Germany,2022-06-26,3670-ARG-DEU-44738,Complementa,CityVisited: 'Elmau'
385,Alberto Fernández,Paraguay,2022-07-21,3670-ARG-PRY-44763,Complementa,CityVisited: 'Asunción'
386,Alberto Fernández,Colombia,2022-08-07,3670-ARG-COL-44779,Complementa,CityVisited: 'Bogotá'
387,Alberto Fernández,United States,2022-09-19,3670-ARG-USA-44821,Complementa,CityVisited: 'New York'
388,Alberto Fernández,Brazil,2022-10-31,3670-ARG-BRA-44865,Complementa,CityVisited: 'São Paulo'
389,Alberto Fernández,France,2022-11-09,3670-ARG-FRA-44874,Complementa,CityVisited: 'Paris'
390,Alberto Fernández,Indonesia,2022-11-15,3670-ARG-IDN-44878,Complementa,CityVisited: 'Bali'
391,Alberto Fernández,Spain,2022-11-17,3670-ARG-ESP-44882,Complementa,CityVisited: 'Madrid'
392,Alberto Fernández,Uruguay,2022-12-06,3670-ARG-URY-44901,Complementa,CityVisited: 'Montevideo'
393,Alberto Fernández,Brazil,2023-01-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Brazil en fechas 2023-01-01 - 2023-01-01
394,Alberto Fernández,Dominican Republic,2023-03-24,3670-ARG-DOM-45009,Complementa,CityVisited: 'Santo Domingo'
395,Alberto Fernández,United States,2023-03-27,3670-ARG-USA-45012,Complementa,CityVisited: 'Washington D.C.'
396,Alberto Fernández,Chile,2023-04-05,3670-ARG-CHL-45021,Complementa,CityVisited: 'Santiago'
397,Alberto Fernández,Brazil,2023-05-02,3670-ARG-BRA-45048,Complementa,CityVisited: 'Brasília'
398,Alberto Fernández,Brazil,2023-05-29,3670-ARG-BRA-45075,Complementa,CityVisited: 'Brasília'
399,Alberto Fernández,Bolivia,2023-06-01,3670-ARG-BOL-45078,Complementa,CityVisited: 'Yaguacua'
400,Alberto Fernández,Brazil,2023-06-26,3670-ARG-BRA-45103,Complementa,CityVisited: 'Brasília'
401,Alberto Fernández,Belgium,2023-07-17,3670-ARG-BEL-45124,Complementa,CityVisited: 'Brussels'
402,Alberto Fernández,Paraguay,2023-08-14,3670-ARG-PRY-45152,Complementa,CityVisited: 'Asunción'
403,Alberto Fernández,India,2023-09-08,3670-ARG-IND-45177,Complementa,CityVisited: 'New Delhi'
404,Alberto Fernández,Cuba,2023-09-14,3670-ARG-CUB-45183,Complementa,CityVisited: 'Havana'
405,Alberto Fernández,United States,2023-09-18,3670-ARG-USA-45185,Complementa,CityVisited: 'New York'
406,Alberto Fernández,China,2023-10-14,3670-ARG-CHN-45213,Complementa,CityVisited: 'Beijing / Shanghai'
407,Alberto Fernández,Uruguay,2023-10-27,3670-ARG-URY-45226,Complementa,CityVisited: 'Montevideo'
408,Alberto Fernández,Brazil,2023-12-07,3670-ARG-BRA-45267,Complementa,CityVisited: 'Rio de Janeiro'
409,Javier Milei,Switzerland,2024-01-16,4053-ARG-CHE-45307,Complementa,CityVisited: 'Davos'
410,Javier Milei,Israel,2024-02-06,4053-ARG-ISR-45328,Complementa,CityVisited: 'Jerusalem'
411,Javier Milei,Vatican City,2024-02-11,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2024-02-11 - 2024-02-12
412,Javier Milei,Italy,2024-02-12,4053-ARG-ITA-45334,Complementa,CityVisited: 'Rome'
413,Javier Milei,United States,2024-02-23,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a United States en fechas 2024-02-23 - 2024-02-24
414,Javier Milei,United States,2024-04-12,4053-ARG-USA-45391,Complementa,CityVisited: 'Austin'
415,Javier Milei,United States,2024-05-04,4053-ARG-USA-45416,Complementa,CityVisited: 'Los Angeles'
416,Javier Milei,Spain,2024-05-17,4053-ARG-ESP-45428,Complementa,CityVisited: 'Madrid'
417,Javier Milei,United States,2024-05-28,4053-ARG-USA-45439,Complementa,CityVisited: 'Palo Alto'
418,Javier Milei,El Salvador,2024-05-31,4053-ARG-SLV-45443,Complementa,CityVisited: 'San Salvador'
419,Javier Milei,Italy,2024-06-13,4053-ARG-ITA-45455,Complementa,CityVisited: 'Fasano'
420,Javier Milei,Switzerland,2024-06-15,4053-ARG-CHE-45458,Complementa,CityVisited: 'Bürgenstock'
421,Javier Milei,Czechia,2024-06-21,4053-ARG-CZE-45467,Complementa,CityVisited: 'Prague'
422,Javier Milei,Spain,2024-06-21,4053-ARG-ESP-45463,Complementa,CityVisited: 'Madrid'
423,Javier Milei,Germany,2024-06-22,4053-ARG-DEU-45465,Complementa,CityVisited: 'Hamburg / Berlin'
424,Javier Milei,Brazil,2024-07-06,4053-ARG-BRA-45479,Complementa,CityVisited: 'Balneário Camboriú'
425,Javier Milei,United States,2024-07-12,4053-ARG-USA-45484,Complementa,CityVisited: 'Sun Valley'
426,Javier Milei,France,2024-07-25,4053-ARG-FRA-45497,Complementa,CityVisited: 'Paris'
427,Javier Milei,Chile,2024-08-08,4053-ARG-CHL-45512,Complementa,CityVisited: 'Las Condes'
428,Javier Milei,United States,2024-09-21,4053-ARG-USA-45556,Complementa,CityVisited: 'New York'
429,Javier Milei,United States,2024-11-14,4053-ARG-USA-45610,Complementa,CityVisited: 'Palm Beach'
430,Javier Milei,Brazil,2024-11-17,4053-ARG-BRA-45613,Complementa,CityVisited: 'Rio de Janeiro'
431,Javier Milei,Uruguay,2024-12-06,4053-ARG-URY-45632,Complementa,CityVisited: 'Montevideo'
432,Javier Milei,Italy,2024-12-12,4053-ARG-ITA-45638,Complementa,CityVisited: 'Rome'
433,Javier Milei,United States,2025-01-20,4053-ARG-USA-45674,No aporta,COLT ya tiene el dato completo equivalente
434,Javier Milei,Switzerland,2025-01-22,4053-ARG-CHE-45678,No aporta,COLT ya tiene el dato completo equivalente
435,Javier Milei,United States,2025-02-20,4053-ARG-USA-45708,No aporta,COLT ya tiene el dato completo equivalente
436,Javier Milei,United States,2025-04-03,4053-ARG-USA-45749,No aporta,COLT ya tiene el dato completo equivalente
437,Javier Milei,Paraguay,2025-04-09,4053-ARG-PRY-45756,No aporta,COLT ya tiene el dato completo equivalente
438,Javier Milei,Vatican City,2025-04-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2025-04-25 - 2025-04-26
439,Javier Milei,Italy,2025-04-26,4053-ARG-ITA-45772,No aporta,COLT ya tiene el dato completo equivalente
440,Javier Milei,Italy,2025-06-05,4053-ARG-ITA-45813,No aporta,COLT ya tiene el dato completo equivalente
441,Javier Milei,Vatican City,2025-06-07,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Vatican City en fechas 2025-06-07 - 2025-06-07
442,Javier Milei,Spain,2025-06-07,4053-ARG-ESP-45816,No aporta,COLT ya tiene el dato completo equivalente
443,Javier Milei,Israel,2025-06-09,4053-ARG-ISR-45817,No aporta,COLT ya tiene el dato completo equivalente
444,Javier Milei,France,2025-06-09,4053-ARG-FRA-45817,No aporta,COLT ya tiene el dato completo equivalente
445,Javier Milei,Spain,2025-06-12,4053-ARG-ESP-45820,No aporta,COLT ya tiene el dato completo equivalente
446,Javier Milei,United States,2025-09-03,4053-ARG-USA-45903,No aporta,COLT ya tiene el dato completo equivalente
447,Javier Milei,Paraguay,2025-09-16,4053-ARG-PRY-45916,No aporta,COLT ya tiene el dato completo equivalente
448,Javier Milei,United States,2025-09-23,4053-ARG-USA-45922,No aporta,COLT ya tiene el dato completo equivalente
449,Javier Milei,United States,2025-10-14,4053-ARG-USA-45943,No aporta,COLT ya tiene el dato completo equivalente
450,Javier Milei,United States,2025-11-05,4053-ARG-USA-45967,No aporta,COLT ya tiene el dato completo equivalente
451,Javier Milei,Bolivia,2025-11-08,4053-ARG-BOL-45969,No aporta,COLT ya tiene el dato completo equivalente
452,Javier Milei,Norway,2025-12-09,4053-ARG-NOR-46000,No aporta,COLT ya tiene el dato completo equivalente
453,Javier Milei,Brazil,2025-12-20,4053-ARG-BRA-46011,No aporta,COLT ya tiene el dato completo equivalente
454,Javier Milei,Paraguay,2026-01-17,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Paraguay en fechas 2026-01-17 - 2026-01-18
455,Javier Milei,Switzerland,2026-01-20,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Switzerland en fechas 2026-01-20 - 2026-01-22
456,Javier Milei,United States,2026-02-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a United States en fechas 2026-02-18 - 2026-02-19
457,Javier Milei,United States,2026-03-07,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a United States en fechas 2026-03-07 - 2026-03-10
458,Javier Milei,Chile,2026-03-11,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Chile en fechas 2026-03-11 - 2026-03-11
459,Javier Milei,Spain,2026-03-13,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Spain en fechas 2026-03-13 - 2026-03-15
460,Javier Milei,Hungary,2026-03-20,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Hungary en fechas 2026-03-20 - 2026-03-21
461,Javier Milei,Israel,2026-04-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Israel en fechas 2026-04-19 - 2026-04-21
462,Javier Milei,United States,2026-05-06,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a United States en fechas 2026-05-06 - 2026-05-07
463,Javier Milei,Spain,2026-06-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Argentina a Spain en fechas 2026-06-25 - 2026-06-27
466,Fernando Henrique Cardoso,Portugal,2000-03-07,994-BRA-PRT-36593,Complementa,CityVisited: 'Lisbon'
467,Fernando Henrique Cardoso,Chile,2000-03-11,994-BRA-CHL-36594,Complementa,CityVisited: 'Santiago'
468,Fernando Henrique Cardoso,Venezuela,2000-03-29,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Venezuela en fechas 2000-03-29 - 2000-03-30
469,Fernando Henrique Cardoso,Colombia,2000-06-15,994-BRA-COL-36692,Complementa,CityVisited: 'Cartagena'
470,Fernando Henrique Cardoso,Germany,2000-05-31,994-BRA-DEU-36676,Complementa,CityVisited: 'Berlin'
471,Fernando Henrique Cardoso,United States,2000-09-06,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a United States en fechas 2000-09-06 - 2000-09-08
472,Fernando Henrique Cardoso,France,2000-10-02,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a France en fechas 2000-10-02 - 2000-10-05
