colt_TripID,campo,valor_original,valor_nuevo,fuente,justificacion,fecha_aplicado,estado
3169-ARG-JPN-42874,TripStartDate,2017-05-19T00:00:00,2017-05-18,"Télam, Infobae, La Nacion, Diario de Cuyo (mayo 2017)","Macri llego a Tokio el 18/5/2017 para iniciar una visita oficial de dos dias; se reunio con el PM Abe el 19/5 y cerro la visita con audiencia con el Emperador Akihito el sabado 20/5, partiendo de regreso ese mismo dia. Ni nuestra fecha de fin (19) ni la de COLT (19 inicio, 21 fin) coinciden exactamente con la evidencia.",2026-08-17,APLICADO
3169-ARG-JPN-42874,TripEndDate,2017-05-21T00:00:00,2017-05-20,"Télam, Infobae, La Nacion, Diario de Cuyo (mayo 2017)","Macri llego a Tokio el 18/5/2017 para iniciar una visita oficial de dos dias; se reunio con el PM Abe el 19/5 y cerro la visita con audiencia con el Emperador Akihito el sabado 20/5, partiendo de regreso ese mismo dia. Ni nuestra fecha de fin (19) ni la de COLT (19 inicio, 21 fin) coinciden exactamente con la evidencia.",2026-08-17,APLICADO
3169-ARG-CHE-43125,TripStartDate,2018-01-25T00:00:00,2018-01-24,"Infobae (17 al 25/1/2018), Casa Rosada","Macri llego a Davos el 24/1/2018 con una agenda completa esa tarde (Bill Gates, Trudeau, Maxima, Berset), dio su discurso de cierre ante el plenario del Foro el 25/1 al mediodia y viajo a Paris ese mismo dia. No hay evidencia de actividad el 26/1.",2026-08-17,APLICADO
3169-ARG-CHE-43125,TripEndDate,2018-01-26T00:00:00,2018-01-25,"Infobae (17 al 25/1/2018), Casa Rosada","Macri llego a Davos el 24/1/2018 con una agenda completa esa tarde (Bill Gates, Trudeau, Maxima, Berset), dio su discurso de cierre ante el plenario del Foro el 25/1 al mediodia y viajo a Paris ese mismo dia. No hay evidencia de actividad el 26/1.",2026-08-17,APLICADO
3169-ARG-CAN-43259,TripEndDate,2018-06-09T00:00:00,2018-06-10,"Ambito.com, Perfil (""De Canada a Tortuguitas sin escalas"")","Macri partio del aeropuerto de Quebec el domingo 10/6/2018 a las 19:18 hora argentina, tras un vuelo de 11 horas de regreso. Permanecio en Canada hasta el 10/6, no solo hasta el 9/6 como indica COLT.",2026-08-17,APLICADO
3169-ARG-IDN-43641,TripStartDate,2019-06-25T00:00:00,2019-06-26,"Cancilleria Argentina, LA NACION, Perfil (26/6/2019)",La Visita de Estado a Indonesia (Yakarta/Bogor) fue un viaje de un solo dia: Macri llego la manana del miercoles 26/6/2019 y esa misma noche partio hacia Osaka para el G20. No hay evidencia de actividad el 25/6.,2026-08-17,APLICADO
3169-ARG-JPN-43642,TripStartDate,2019-06-26T00:00:00,2019-06-27,"A24, El Cronista, Diario de Cuyo (27/6/2019)","Macri arribo al aeropuerto de Kansai (Osaka) a las 8am hora de Japon del jueves 27/6/2019, procedente de Yakarta. El 26/6 aun se encontraba en Indonesia (ver item Indonesia).",2026-08-17,APLICADO
3169-ARG-CHE-43645,TripStartDate,2019-06-29T00:00:00,2019-06-30,"Pagina/12 (""Que fue a hacer Macri realmente a Francia y Suiza"")",El 30/6/2019 Macri recibio en Zurich el premio 'Living Football' de manos de Gianni Infantino (FIFA); el 29/6 aun se encontraba en Japon en la clausura del G20 de Osaka.,2026-08-17,APLICADO
3169-ARG-CHE-43802,TripEndDate,2019-12-04T00:00:00,2019-12-03,"Casa Rosada (""Macri se reunio en Suiza con autoridades de la Cruz Roja y de la OMC"")","Confirmado que el 3/12/2019 Macri viajo a Ginebra (desde Madrid) para reunirse con el CICR y la OMC, y regreso a la Argentina esa misma noche. No hay evidencia de actividad en Suiza el 4/12.",2026-08-17,APLICADO
3169-ARG-BRA-43803,TripStartDate,2019-12-04T00:00:00,2019-12-05,"Infobae, La Nacion, Cronica (diciembre 2019)","Macri viajo a Bento Goncalves (Brasil) el 5/12/2019 para la Cumbre de Jefes de Estado del Mercosur, en su ultimo viaje internacional como presidente; la cumbre ministerial se extendio desde el 4/12 pero la participacion presidencial de Macri fue el 5/12.",2026-08-17,APLICADO
3670-ARG-ISR-43852,TripEndDate,2020-01-25T00:00:00,2020-01-24,"Infobae (25/1/2020, Roman Lejtman): ""estuvo cincuenta horas en Jerusalen""; ""en su despedida de Israel"" (24/1/2020)","Alberto Fernandez llego a Israel el 22/1 y permanecio 'cincuenta horas' en Jerusalen; hay un articulo especifico titulado 'en su despedida de Israel' fechado 24/1/2020. El avion de regreso aterrizo en Buenos Aires la manana del 25/1, pero ese ya es el dia de arribo a la Argentina, no de estadia en Israel. Ni nuestra fecha (23) ni la de COLT (25) coinciden con el ultimo dia real en Israel (24).",2026-08-17,APLICADO
3670-ARG-ITA-43861,TripEndDate,2020-02-01T00:00:00,2020-01-31,"Telam, France24 (""pais por pais, la agenda de Alberto Fernandez por Europa"")","La gira comenzo el viernes 31/1/2020 con misa y reunion con el Papa Francisco en el Vaticano, luego con el PM Conte y el presidente Mattarella esa misma tarde. El lunes siguiente (3/2) ya estaba en Alemania. No hay evidencia de actividad en Italia el 1/2.",2026-08-17,APLICADO
3670-ARG-DEU-43863,TripStartDate,2020-02-02T00:00:00,2020-02-03,"Telam, France24","Segun el itinerario de la gira europea, el encuentro con la canciller alemana Angela Merkel fue 'el lunes' (3/2/2020); el fin de semana previo (1-2/2) no registra actividad en Alemania.",2026-08-17,APLICADO
3670-ARG-ESP-43864,TripStartDate,2020-02-03T00:00:00,2020-02-04,"Telam, France24","El encuentro con el presidente del gobierno espanol Pedro Sanchez fue 'el martes' (4/2/2020), inmediatamente despues de la etapa alemana (3/2). No hay evidencia de actividad en Espana el 3/2.",2026-08-17,APLICADO
3670-ARG-CHL-44222,TripEndDate,2021-01-28T00:00:00,2021-01-27,"LA NACION (""Fernandez viajara a Chile el 26 y 27 de enero"")",La visita de Estado a Chile (reunion con Pinera) fue confirmada para los dias 26 y 27 de enero de 2021. No hay evidencia de actividad en Chile el 28/1.,2026-08-17,APLICADO
3670-ARG-PRT-44325,TripEndDate,2021-05-09T00:00:00,2021-05-10,"Ambito, LA NACION, teleSUR (itinerario detallado gira europea mayo 2021)","Fernandez arribo a Portugal el domingo 9/5/2021 y permanecio hasta el lunes 10/5, dia en que almorzo con el PM Antonio Costa y partio hacia Madrid a las 16hs. COLT solo capta el dia de llegada.",2026-08-17,APLICADO
3670-ARG-ESP-44325,TripStartDate,2021-05-09T00:00:00,2021-05-10,"Ambito, LA NACION (itinerario gira europea mayo 2021)","Fernandez partio de Portugal hacia Madrid el lunes 10/5/2021 a las 16hs (12hs argentina), llegando esa tarde/noche; las actividades formales en Espana (Rey Felipe VI, Pedro Sanchez) fueron el martes 11/5. El 9/5 aun se encontraba en Portugal.",2026-08-17,APLICADO
3670-ARG-FRA-44327,TripEndDate,2021-05-13T00:00:00,2021-05-12,"Ambito, LA NACION (itinerario gira europea mayo 2021)","La reunion con Macron en el Palacio del Eliseo fue el miercoles 12/5/2021; el 13/5 ya se encontraba en el Vaticano/Italia (audiencia con el Papa Francisco y reuniones con Mattarella y Draghi), por lo que no pudo estar en Francia ese dia.",2026-08-17,APLICADO
3670-ARG-ITA-44329,TripEndDate,2021-05-15T00:00:00,2021-05-14,"Ambito.com (""Alberto Fernandez cerro su gira en Europa y regresa a la Argentina""), France24","La gira europea 'concluyo el 13 de mayo' segun France24 (Vaticano, almuerzo con Mattarella, reunion con Draghi), y el vuelo de regreso (AR1090) partio de Roma a las 0.23 hora local (ya entrada la madrugada del 14/5), aterrizando en Buenos Aires ese mismo dia. No hay evidencia de actividad en Italia el 15/5.",2026-08-17,APLICADO
3670-ARG-GBR-44501,TripStartDate,2021-11-01T00:00:00,2021-11-01,"Casa Rosada, Perfil, Ambito (COP26 Glasgow, noviembre 2021)","Fernandez inicio el tramo de Glasgow (COP26) el lunes 1/11/2021 (tras el G20 de Roma que concluyo el 31/10), y partio de regreso a la Argentina desde el aeropuerto de Glasgow Prestwick el 2/11/2021, aterrizando en Ezeiza la madrugada del 3/11. Nuestra fecha de inicio (31/10) es incorrecta -ese dia aun estaba en Roma-, y la fecha de fin de COLT (4/11) tampoco tiene sustento: ya habia regresado al pais el 3/11.",2026-08-17,APLICADO
3670-ARG-GBR-44501,TripEndDate,2021-11-04T00:00:00,2021-11-02,"Casa Rosada, Perfil, Ambito (COP26 Glasgow, noviembre 2021)","Fernandez inicio el tramo de Glasgow (COP26) el lunes 1/11/2021 (tras el G20 de Roma que concluyo el 31/10), y partio de regreso a la Argentina desde el aeropuerto de Glasgow Prestwick el 2/11/2021, aterrizando en Ezeiza la madrugada del 3/11. Nuestra fecha de inicio (31/10) es incorrecta -ese dia aun estaba en Roma-, y la fecha de fin de COLT (4/11) tampoco tiene sustento: ya habia regresado al pais el 3/11.",2026-08-17,APLICADO
3670-ARG-RUS-44595,TripEndDate,2022-02-04T00:00:00,2022-02-03,"Casa Rosada, LA NACION (gira Rusia-China-Barbados febrero 2022)","Fernandez se reunio con Putin en Moscu el 3/2/2022 (almuerzo y conferencia conjunta) y arribo a Beijing el viernes 4/2, por lo que el 4/2 ya se encontraba en China, no en Rusia.",2026-08-17,APLICADO
3670-ARG-CHN-44596,TripEndDate,2022-02-07T00:00:00,2022-02-06,"Casa Rosada, LA NACION","Fernandez arribo a Beijing el 4/2 y se reunio con Xi Jinping el domingo 6/2/2022; arribo a Barbados el 7/2 (confirmado por Infobae y LA NACION del mismo dia), por lo que el 7/2 ya no correspondia a China.",2026-08-17,APLICADO
3670-ARG-BRB-44599,TripStartDate,2022-02-07T00:00:00,2022-02-07,"Infobae, LA NACION (7 y 8/2/2022)","Fernandez arribo a Barbados pasadas las 16hs del 7/2/2022 (vuelo AR1091), y la gira 'finalizo el martes 8 de febrero' segun LA NACION. Nuestra fecha de inicio (8) omite el dia de llegada (7); la fecha de fin de COLT (9) no tiene sustento, ya que el cierre de la gira fue el 8/2.",2026-08-17,APLICADO
3670-ARG-BRB-44599,TripEndDate,2022-02-09T00:00:00,2022-02-08,"Infobae, LA NACION (7 y 8/2/2022)","Fernandez arribo a Barbados pasadas las 16hs del 7/2/2022 (vuelo AR1091), y la gira 'finalizo el martes 8 de febrero' segun LA NACION. Nuestra fecha de inicio (8) omite el dia de llegada (7); la fecha de fin de COLT (9) no tiene sustento, ya que el cierre de la gira fue el 8/2.",2026-08-17,APLICADO
3670-ARG-ESP-44690,TripStartDate,2022-05-09T00:00:00,2022-05-10,"Infobae, La Moncloa, Diario de Cuyo (10/5/2022)",Fernandez arribo a Madrid la manana del martes 10/5/2022 (9:53hs local) y ese mismo dia se reunio con Pedro Sanchez y el Rey Felipe VI; no hay evidencia de actividad en Espana el 9/5 (aun no habia partido de Argentina) ni el 11/5 (ya se encontraba camino a Alemania).,2026-08-17,APLICADO
3670-ARG-ESP-44690,TripEndDate,2022-05-11T00:00:00,2022-05-10,"Infobae, La Moncloa, Diario de Cuyo (10/5/2022)",Fernandez arribo a Madrid la manana del martes 10/5/2022 (9:53hs local) y ese mismo dia se reunio con Pedro Sanchez y el Rey Felipe VI; no hay evidencia de actividad en Espana el 9/5 (aun no habia partido de Argentina) ni el 11/5 (ya se encontraba camino a Alemania).,2026-08-17,APLICADO
3670-ARG-DEU-44692,TripEndDate,2022-05-13T00:00:00,2022-05-11,"MDZ Online, Infobae (11/5/2022)","Fernandez aterrizo en Berlin el 11/5/2022, recibido por el canciller Olaf Scholz; el 12/5 ya se encontraba en Francia con Macron ('cierre de su gira europea'), por lo que no hay sustento para la fecha de fin de COLT (13/5).",2026-08-17,APLICADO
3670-ARG-FRA-44694,TripStartDate,2022-05-13T00:00:00,2022-05-12,"Ambito, Diario Democracia, TotalNews Agency (12/5/2022)","Fernandez arribo a Francia y se reunio con Macron el jueves/viernes 12/5/2022, en el cierre de su gira europea. COLT ubica el inicio un dia despues (13/5), sin sustento en la prensa consultada.",2026-08-17,APLICADO
3670-ARG-DEU-44738,TripEndDate,2022-06-29T00:00:00,2022-06-27,"Casa Rosada, LA NACION (""tras su paso por el G-7, Alberto Fernandez retomo el seguimiento..."")","Fernandez arribo a Alemania el 26/6/2022 para la Cumbre del G7 en Schloss Elmau (26-28/6), pero 'finalizo el 27 de junio su participacion' y 'adelanto su regreso... regresando antes de lo pautado que era esa noche [del 27]'. Ni nuestra fecha de fin (28) ni la de COLT (29) coinciden con el ultimo dia real en Alemania (27).",2026-08-17,APLICADO
3670-ARG-COL-44779,TripStartDate,2022-08-06T00:00:00,2022-08-06,"Telam, Ambito, Infobae, BAE Negocios (agosto 2022)","Fernandez partio de Buenos Aires el 6/8/2022 a las 18hs y llego a Bogota en la madrugada del 6/8 para la asuncion de Gustavo Petro, que se realizo el domingo 7/8; regreso esa misma noche del 7/8. Nuestra fecha de inicio (7) omite el dia de llegada (6); la fecha de fin de COLT (8) no tiene sustento, ya que el regreso fue la noche del 7/8.",2026-08-17,APLICADO
3670-ARG-COL-44779,TripEndDate,2022-08-08T00:00:00,2022-08-07,"Telam, Ambito, Infobae, BAE Negocios (agosto 2022)","Fernandez partio de Buenos Aires el 6/8/2022 a las 18hs y llego a Bogota en la madrugada del 6/8 para la asuncion de Gustavo Petro, que se realizo el domingo 7/8; regreso esa misma noche del 7/8. Nuestra fecha de inicio (7) omite el dia de llegada (6); la fecha de fin de COLT (8) no tiene sustento, ya que el regreso fue la noche del 7/8.",2026-08-17,APLICADO
3670-ARG-USA-44821,TripStartDate,2022-09-17T00:00:00,2022-09-18,"Casa Rosada, Telam, LA NACION (septiembre 2022)","Fernandez arribo a Nueva York el domingo 18/9/2022 (no el 17/9 como indica COLT), dio su discurso ante la Asamblea General el martes 20/9, y el 21/9 se traslado a Houston para una presentacion sobre Vaca Muerta, con arribo estimado a la Argentina en la madrugada del 22/9. El rango de COLT (17-25/9) esta muy sobreextendido; el nuestro (19-21) omite el dia de llegada (18).",2026-08-17,APLICADO
3670-ARG-USA-44821,TripEndDate,2022-09-25T00:00:00,2022-09-21,"Casa Rosada, Telam, LA NACION (septiembre 2022)","Fernandez arribo a Nueva York el domingo 18/9/2022 (no el 17/9 como indica COLT), dio su discurso ante la Asamblea General el martes 20/9, y el 21/9 se traslado a Houston para una presentacion sobre Vaca Muerta, con arribo estimado a la Argentina en la madrugada del 22/9. El rango de COLT (17-25/9) esta muy sobreextendido; el nuestro (19-21) omite el dia de llegada (18).",2026-08-17,APLICADO
3670-ARG-IDN-44878,TripStartDate,2022-11-13T00:00:00,2022-11-14,"Ambito, MDZ Online (itinerario G20 Bali, noviembre 2022)","Fernandez partio desde Francia hacia Indonesia el domingo 13/11/2022, arribando a Bali (vuelo AR1090) a las 16:30 hora local del lunes 14/11/2022, dia en que participo de una cena con Macron. El 13/11 aun se encontraba en transito/Francia, no en Indonesia. Ni nuestra fecha (15) ni la de COLT (13) coinciden con la llegada real (14).",2026-08-17,APLICADO
3670-ARG-DOM-45009,TripEndDate,2023-03-26T00:00:00,2023-03-25,"Infobae, LA NACION, Casa Rosada (Cumbre Iberoamericana, marzo 2023)","Fernandez llego a Santo Domingo el 24/3/2023, y la XXVIII Cumbre Iberoamericana se desarrollo el 24-25/3, con la sesion inaugural y bilaterales concentradas en esos dos dias. No se hallo evidencia de actividad presidencial argentina en Republica Dominicana el 26/3.",2026-08-17,APLICADO
4053-ARG-CHE-45307,TripEndDate,2024-01-16T00:00:00,2024-01-17,"LA NACION, El Cronista, weforum.org (Davos 2024)","Milei dio su primer discurso ante el plenario del Foro Economico Mundial el miercoles 17/1/2024 (15:45-16:15). La fecha de fin de COLT (16/1) no incluye el dia del discurso, que fue el evento central de la visita.",2026-08-17,APLICADO
4053-ARG-ESP-45428,TripStartDate,2024-05-16T00:00:00,2024-05-17,"Embajada Argentina en Espana (comunicado formal citado por medios espanoles), Maldita.es, Ambito","La embajada argentina notifico formalmente que el presidente 'estara en Espana entre el 17 y el 19 de mayo' (evento Europa Viva 24 de Vox, 18-19/5). El rango de COLT (16-20/5) se extiende sin sustento en ambos extremos.",2026-08-17,APLICADO
4053-ARG-ESP-45428,TripEndDate,2024-05-20T00:00:00,2024-05-19,"Embajada Argentina en Espana (comunicado formal citado por medios espanoles), Maldita.es, Ambito","La embajada argentina notifico formalmente que el presidente 'estara en Espana entre el 17 y el 19 de mayo' (evento Europa Viva 24 de Vox, 18-19/5). El rango de COLT (16-20/5) se extiende sin sustento en ambos extremos.",2026-08-17,APLICADO
4053-ARG-ITA-45455,TripStartDate,2024-06-12T00:00:00,2024-06-13,"Chequeado (""Javier Milei en la Cumbre del G7"")","La Cumbre del G7 en Apulia (Italia) con participacion de Milei se realizo especificamente entre el 13 y el 15 de junio de 2024, segun confirma Chequeado. El rango de COLT (12-14/6) esta desplazado un dia respecto de la evidencia.",2026-08-17,APLICADO
4053-ARG-ITA-45455,TripEndDate,2024-06-14T00:00:00,2024-06-15,"Chequeado (""Javier Milei en la Cumbre del G7"")","La Cumbre del G7 en Apulia (Italia) con participacion de Milei se realizo especificamente entre el 13 y el 15 de junio de 2024, segun confirma Chequeado. El rango de COLT (12-14/6) esta desplazado un dia respecto de la evidencia.",2026-08-17,APLICADO
4053-ARG-CHE-45458,TripEndDate,2024-06-16T00:00:00,2024-06-15,"Ambito, Embajada Argentina en Suiza, SWI swissinfo (Cumbre de Paz de Ucrania, junio 2024)","Si bien la Cumbre de Paz de Burgenstock se extendio el 15 y 16 de junio, las fuentes consultadas ubican la participacion especifica de Milei (incluido el encuentro con Zelenski) el 15/6/2024, sin evidencia de actividad el 16/6.",2026-08-17,APLICADO
4053-ARG-ESP-45463,TripStartDate,2024-06-20T00:00:00,2024-06-21,"Infobae, Newtral, Diario de Cuyo (Premio Instituto Juan de Mariana, 21/6/2024)","La ceremonia de entrega del Premio 2024 del Instituto Juan de Mariana (""Cena de la Libertad"") en el Casino de Madrid fue el 21/6/2024; no se hallo evidencia de actividad en Espana el 20/6.",2026-08-17,APLICADO
4053-ARG-DEU-45465,TripEndDate,2024-06-24T00:00:00,2024-06-23,"Argentinisches Tageblatt (""48 hrs intensas""), Infobae, Argentina.gob.ar",Milei recibio la Medalla Hayek en Hamburgo el 22/6/2024 y se reunio con el canciller Olaf Scholz en Berlin el 23/6/2024 ('48 horas intensas' en total); las fuentes confirman explicitamente que la visita no se extendio al 24/6.,2026-08-17,APLICADO
4053-ARG-USA-45556,TripEndDate,2024-09-25T00:00:00,2024-09-24,"Semana.com, Infobae, Emol (septiembre 2024)","Milei toco la campana en la Bolsa de Nueva York y se reunio con Elon Musk el 23/9/2024, con partida programada de EEUU el martes 24/9 a las 22hs, arribando a la Argentina el miercoles 25/9 por la manana. El ultimo dia de estadia en EEUU fue el 24/9 (la fecha de fin de COLT, 25/9, corresponde ya al dia de llegada a Argentina).",2026-08-17,APLICADO
4053-ARG-USA-45610,TripEndDate,2024-11-16T00:00:00,2024-11-15,"Infobae (""Milei cerro su viaje a EEUU"", 15/11/2024)",Milei llego a Mar-a-Lago el 14/11/2024 y la prensa confirma el cierre del viaje el 15/11/2024. No hay evidencia de actividad el 16/11.,2026-08-17,APLICADO
4053-ARG-ITA-45638,TripStartDate,2024-12-12T00:00:00,2024-12-13,"Infobae (11, 13 y 14/12/2024)","Milei 'salio de Buenos Aires el viernes 13 [de diciembre], se quedo el sabado 14 y regreso al pais esa misma noche'. Se reunio con Meloni el 13/12 y hablo en el evento Atreju el 14/12 (recibiendo tambien el Premio Milton Friedman). Ni nuestra fecha de inicio (12/12) ni el rango de COLT (12-16/12) coinciden con la estadia real (13-14/12).",2026-08-17,APLICADO
4053-ARG-ITA-45638,TripEndDate,2024-12-16T00:00:00,2024-12-14,"Infobae (11, 13 y 14/12/2024)","Milei 'salio de Buenos Aires el viernes 13 [de diciembre], se quedo el sabado 14 y regreso al pais esa misma noche'. Se reunio con Meloni el 13/12 y hablo en el evento Atreju el 14/12 (recibiendo tambien el Premio Milton Friedman). Ni nuestra fecha de inicio (12/12) ni el rango de COLT (12-16/12) coinciden con la estadia real (13-14/12).",2026-08-17,APLICADO
4053-ARG-USA-45674,TripStartDate,2025-01-17T00:00:00,2025-01-20,"Conocimiento general verificado (segunda investidura de Donald Trump, 20/1/2025); Infobae (secuencia hacia Davos 21-24/1/2025)","La investidura de Donald Trump fue el 20/1/2025. No se hallo evidencia de actividad de Milei en EEUU desde el 17/1 (COLT); la secuencia de viaje hacia Davos (que arranco el 21/1 segun COLT, con discurso de Milei el 23/1 y Premio Ropke el 24/1) es mas consistente con una llegada a EEUU el 20/1, no el 17/1. Verificacion con presupuesto de busqueda limitado; se recomienda doble chequeo posterior si es posible.",2026-08-17,APLICADO
4053-ARG-VAT-45773,TripStartDate,2025-04-26T00:00:00,2025-04-25,"Wikipedia (en) ""Death and funeral of Pope Francis"": Misa de Requiem el 26/4/2025 a las 10:00 en la Plaza San Pedro","La misa de funeral del Papa Francisco (evento central en el Vaticano) fue estrictamente el 26/4/2025 a las 10:00, con Milei ubicado en un lugar de precedencia especial como presidente del pais natal del Papa. Dado el largo vuelo desde Buenos Aires y que la ceremonia comenzo temprano en la manana romana, es altamente probable que la comitiva argentina haya arribado el dia anterior (25/4), tal como registra nuestra base; COLT solo capta el dia del funeral.",2026-08-17,APLICADO
4053-ARG-ISR-45817,TripEndDate,2025-06-11T00:00:00,2025-06-12,"LA NACION (Elisabetta Pique, 9/6/2025): ""Milei llego a Israel... se quedara tres dias""","Milei arribo a Israel la noche del lunes 9/6/2025 (procedente de Niza, Francia) y la nota confirma que 'a partir de este martes [10/6], durante tres dias, se reunira con Herzog y Netanyahu', lo que extiende la agenda hasta el jueves 12/6/2025. La fecha de fin de COLT (11/6) se queda corta respecto de la agenda de tres dias confirmada.",2026-08-17,APLICADO
4053-ARG-USA-45922,TripEndDate,2025-09-26T00:00:00,2025-09-24,"Diario de Cuyo (23/9/2025): ""Milei y Trump estan reunidos en la ONU"" / ""hoy el argentino habla en las naciones unidas""","El discurso de Milei ante la Asamblea General de la ONU fue el 23/9/2025. Siguiendo el patron reiterado en sus viajes previos a la ONU (2018, 2022, 2023, 2024), donde permanecio solo 1-2 dias despues del discurso, es mas probable que el regreso haya sido el 24/9 (nuestra fecha) que el 26/9 (COLT). Verificacion de confianza media por agotamiento del presupuesto de busqueda; se recomienda doble chequeo.",2026-08-17,APLICADO
4053-ARG-USA-45967,TripStartDate,2025-11-06T00:00:00,2025-11-05,"Diario de Cuyo (6/11/2025): ""Milei en Miami: presencia en un foro mundial y una gala conservadora en Palm Beach""","El articulo (fechado 6/11/2025) confirma que Milei 'arribo esta madrugada a Miami' (00:50 hora local), tras un vuelo con escala en Lima; dado el horario de arribo post-medianoche, la partida desde Buenos Aires ocurrio la noche del 5/11/2025. Discurso en el American Business Forum el jueves 6/11, agenda en Palm Beach y Nueva York el viernes 7/11, con partida esa noche hacia Bolivia (asuncion de Rodrigo Paz el sabado 8/11). El dia de partida desde Argentina (5/11) es consistente con el criterio usado en otros items de este mismo lote (p.ej. USA abril 2024).",2026-08-17,APLICADO
1473-ARG-CHE-36553,TripStartDate;TripEndDate,2000-01-28;2000-02-02,(sin cambio),Confirmado que el 30° Foro Económico Mundial (Davos) se realizó del 27 de enero al 3 de febrero de 2000; los colt_links (Lexis/ProQuest) están bloqueados por acceso institucional y no se halló nota de prensa abierta que precise el día exacto de llegada/salida de de la Rúa dentro de esa semana.,"Tanto nuestra fecha (27/1-30/1) como la de COLT (28/1-2/2) caen dentro de la semana real del Foro (27 ene-3 feb). Sin poder confirmar el itinerario específico del presidente argentino dentro de esa semana (no se accedió a los documentos citados por COLT, todos con paywall institucional), no es posible determinar cuál de las dos fechas exactas es correcta.",2026-08-17,NO_CAMBIO (No_verificable)
1473-ARG-DEU-36681,TripStartDate;TripEndDate,2000-06-04;2000-06-05,(sin cambio),https://www.wsws.org/en/articles/2000/06/3way-j08.html ; https://www.lanacion.com.ar/politica/respaldo-de-clinton-a-de-la-rua-por-el-ajuste-nid20389/,"La cumbre 'Progressive Governance in the 21st Century' en Berlín, a la que Clinton confirmó (en entrevista con La Nación) haber conversado con de la Rúa, se realizó el 5 de junio de 2000 (fuente WSWS, con Fernando de la Rúa nombrado explícitamente entre los invitados junto a Cardoso y Lagos). Nuestra fecha (2-3 de junio) no coincide con el día real del evento; la fecha de COLT (4-5 de junio) sí es consistente con una llegada el día previo y la participación el día de la cumbre.",2026-08-17,NO_CAMBIO (COLT_correcto)
1473-ARG-PRY-37064,TripStartDate,2001-06-22,(sin cambio),https://cancilleria.gob.ar/es/actualidad/comunicados/el-presidente-paraguayo-gonzalez-macchi-visita-la-argentina-para-estrechar (referencia indirecta; no confirma la visita de de la Rúa a Paraguay en junio 2001),"Se confirma que hubo intercambio de visitas presidenciales Argentina-Paraguay en ese período, pero no se pudo acceder a fuente independiente que precise si el arribo de de la Rúa a Asunción fue el 21 o el 22 de junio de 2001 (colt_links todos bloqueados por acceso institucional).",2026-08-17,NO_CAMBIO (No_verificable)
1826-ARG-PRY-37790,TripStartDate;TripEndDate,2003-06-18;2003-06-19,(sin cambio),Cancilleria; prensa regional,"XXIV Cumbre Mercosur en Asuncion fue el 18/6/2003, dentro de ambos rangos; no se pudo precisar llegada/salida exacta.",2026-08-17,NO_CAMBIO (No_verificable)
1826-ARG-USA-37824,TripStartDate,2003-07-22,(sin cambio),El Dia 23-jul-2003; El Cuco Digital,"Kirchner llego a Washington la noche del 22/7/2003, reunion con Bush el 23/7.",2026-08-17,NO_CAMBIO (COLT_correcto)
1826-ARG-ESP-38013,TripStartDate;TripEndDate,2004-01-27;2004-01-28,(sin cambio),El Cronista 15-ene-2004; Infobae,"Se confirma viaje a España en enero 2004 (CEOE, FITUR) pero no fechas exactas de llegada/salida.",2026-08-17,NO_CAMBIO (No_verificable)
1826-ARG-BRA-38062,TripStartDate;TripEndDate,2004-03-16,(sin cambio),Busqueda en prensa,No se hallo cobertura con fecha exacta de viaje a Brasil 15-16 marzo 2004.,2026-08-17,NO_CAMBIO (No_verificable)
1826-ARG-CHN-38166,TripEndDate,2004-07-02,(sin cambio),Cancilleria Argentina; MFA China,Visita de Estado a China fue 28 junio-2 julio 2004 segun fuentes oficiales de ambos paises.,2026-08-17,NO_CAMBIO (COLT_correcto)
1826-ARG-BOL-38274,TripEndDate,2004-10-15,(sin cambio),Busqueda en prensa,"No se hallo cobertura que confirme viaje a Bolivia 14-15 octubre 2004 (solo acuerdo de gas abril 2004 en Bs As, evento distinto).",2026-08-17,NO_CAMBIO (No_verificable)
1826-ARG-BRA-38338,TripStartDate;TripEndDate,2004-12-17;2004-12-18,(sin cambio),Agrositio,Cumbre Mercosur en Ouro Preto (duras criticas de Kirchner) se realizo el 18/12/2004.,2026-08-17,NO_CAMBIO (COLT_correcto)
1826-ARG-URY-38412,TripEndDate,2005-03-02,(sin cambio),Infobae,"Asuncion de Tabare Vazquez 1/3/2005; firma de acuerdo bilateral de DDHH estaba prevista para el dia siguiente (2/3), indicando permanencia de Kirchner hasta esa fecha.",2026-08-17,NO_CAMBIO (COLT_correcto)
1826-ARG-BRA-38481,TripStartDate;TripEndDate,2005-05-09;2005-05-10,(sin cambio),Busqueda en prensa,No se hallo cobertura con fecha exacta de visita a Brasil 9-11 mayo 2005.,2026-08-17,NO_CAMBIO (No_verificable)
1826-ARG-USA-38608,TripStartDate;TripEndDate,2005-09-13;2005-09-16,(sin cambio),ONU; CFKArgentina,"Cumbre Mundial 2005 (60 aniversario ONU) fue 14-16 sept 2005, discurso de Kirchner el 14/9, pero no se preciso llegada/salida exacta.",2026-08-17,NO_CAMBIO (No_verificable)
1826-ARG-ESP-38638,TripStartDate;TripEndDate,2005-10-13;2005-10-15,(sin cambio),Busqueda en prensa,"No se hallo cobertura especifica con fechas exactas para este viaje a España octubre 2005 (posible Cumbre Iberoamericana Salamanca, no confirmado).",2026-08-17,NO_CAMBIO (No_verificable)
