colt_TripID,campo,valor_original,valor_nuevo,fuente,justificacion,fecha_aplicado,estado
1516-CHL-FRA-38013,TripStartDate,2004-01-27T00:00:00,2004-01-28,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Francia, París. Visita Oficial, enero 28""","El programa oficial confirma visita oficial de un solo día a París el 28 de enero de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-CHE-38016,TripEndDate,2004-01-31T00:00:00,2004-01-30,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Suiza, Ginebra. Participación reunión, ONU, enero 30""","El programa oficial confirma participación de un solo día en Ginebra el 30 de enero de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-ESP-38131,TripStartDate,2004-05-24T00:00:00,2004-05-25,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""España, Madrid. Visita de Trabajo, mayo 25 al 27""","El programa oficial confirma la visita de trabajo a Madrid como 25-27 de mayo de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-GTM-38136,TripStartDate,2004-05-29T00:00:00,2004-05-30,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Guatemala, Ciudad de Guatemala. Visita Oficial, mayo 30 y 31""","El programa oficial confirma la visita oficial a Guatemala como 30-31 de mayo de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-SLV-38138,TripStartDate,2004-05-31T00:00:00,2004-06-01,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""El Salvador, San Salvador. Transmisión del Mando Presidencial, junio 1""","El programa oficial confirma visita de un solo día a San Salvador el 1 de junio de 2004 (asunción de Antonio Saca), coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-USA-38186,TripStartDate,2004-07-18T00:00:00,2004-07-19,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Estados Unidos, Nueva York. Visita de Trabajo, julio 19 y 20""","El programa oficial confirma la visita de trabajo a Nueva York como 19-20 de julio de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-USA-38186,TripEndDate,2004-07-19T00:00:00,2004-07-20,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Estados Unidos, Nueva York. Visita de Trabajo, julio 19 y 20""","El programa oficial confirma la visita de trabajo a Nueva York como 19-20 de julio de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-HTI-38188,TripEndDate,2004-07-22T00:00:00,2004-07-21,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Haití, Puerto Príncipe - Cabo Haitiano. Visita de Trabajo, julio 20 y 21""","El programa oficial confirma la visita a Haití como 20-21 de julio de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-USA-38249,TripStartDate,2004-09-19T00:00:00,2004-09-20,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Estados Unidos, Nueva York. Participación en la Asamblea General de ONU, septiembre 20 al 22""","El programa oficial confirma que la participación en la 59ª AGNU en Nueva York fue 20-22 de septiembre de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-ROU-38270,TripStartDate,2004-10-10T00:00:00,2004-10-11,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Rumania, Bucarest. Visita de Estado, octubre 11""","El programa oficial confirma visita de Estado de un solo día a Rumania el 11 de octubre de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-TUR-38271,TripStartDate,2004-10-11T00:00:00,2004-10-12,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Turquía, Ankara - Estambul. Visita de Estado, octubre 12 y 13""","El programa oficial confirma la visita de Estado a Turquía (Ankara e Estambul, incluida conferencia en Universidad de Bilkent) como 12-13 de octubre de 2004, coincidiendo exactamente con nuestra base.",2026-08-17,APLICADO
1516-CHL-TUR-38271,TripEndDate,2004-10-14T00:00:00,2004-10-13,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Turquía, Ankara - Estambul. Visita de Estado, octubre 12 y 13""","El programa oficial confirma la visita de Estado a Turquía (Ankara e Estambul, incluida conferencia en Universidad de Bilkent) como 12-13 de octubre de 2004, coincidiendo exactamente con nuestra base.",2026-08-17,APLICADO
1516-CHL-BRA-38294,TripStartDate,2004-11-03T00:00:00,2004-11-04,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Brasil, Río de Janeiro. Cumbre del Grupo de Río, noviembre 4 y 5""; corroborado por fuentes externas (XVIII Cumbre del Grupo de Río, Río de Janeiro, 4-5 noviembre 2004)","El programa oficial y fuentes externas coinciden en que la Cumbre del Grupo de Río fue 4-5 de noviembre de 2004, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-PER-38328,TripStartDate,2004-12-07T00:00:00,2004-12-09,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Perú, Cusco. Cumbre Sudamericana, diciembre 9""","Aunque la III Cumbre Sudamericana (Cusco/Ayacucho) se extendió del 7 al 9 de diciembre de 2004 como evento multilateral, el programa oficial de viaje del Presidente Lagos documenta su participación específica como un viaje de un solo día, el 9 de diciembre (día de la firma de la Declaración del Cusco), coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-EGY-38367,TripStartDate,2005-01-15T00:00:00,2005-01-16,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Egipto, El Cairo. Visita de Estado, enero 16 al 18""","El programa oficial confirma la visita de Estado a Egipto como 16-18 de enero de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-IND-38370,TripStartDate,2005-01-18T00:00:00,2005-01-19,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""India, Bangalore, Nueva Dehli, Mumbay. Visitas de Estado y Trabajo, enero 19 al 22""","El programa oficial confirma las visitas en India como 19-22 de enero de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-DEU-38374,TripStartDate,2005-01-22T00:00:00,2005-01-23,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Alemania, Berlín, Leipzig, Frankfurt. Visitas de Estado y Trabajo, enero 23 al 25""","El programa oficial confirma las visitas en Alemania como 23-25 de enero de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-GUY-38401,TripEndDate,2005-02-20T00:00:00,2005-02-19,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Guyana, Georgetown. Participación Caricom, Visita de Estado, febrero 18 y 19""","El programa oficial confirma la participación en Guyana (Caricom + visita de Estado) como 18-19 de febrero de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-BRB-38403,TripEndDate,2005-02-21T00:00:00,2005-02-20,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Barbados. Visita de Trabajo, febrero 20""","El programa oficial confirma visita de trabajo de un solo día a Barbados el 20 de febrero de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-TTO-38404,TripStartDate,2005-02-21T00:00:00,2005-02-22,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Trinidad y Tobago. Visita de Estado, febrero 22""","El programa oficial confirma visita de Estado de un solo día a Trinidad y Tobago el 22 de febrero de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-VEN-38461,TripStartDate,2005-04-19T00:00:00,2005-04-20,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Venezuela, Caracas. Visita Oficial, abril 20 y 21""","El programa oficial confirma la visita oficial a Venezuela como 20-21 de abril de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-SWE-38516,TripStartDate,2005-06-13T00:00:00,2005-06-12,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Suecia, Estocolmo. Visita Oficial, junio 12 al 14""","El programa oficial confirma la visita oficial a Suecia como 12-14 de junio de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-PRY-38522,TripStartDate,2005-06-19T00:00:00,2005-06-20,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Paraguay, Asunción. XXVIII Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile, junio 20""","El programa oficial confirma viaje de un solo día a Asunción el 20 de junio de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-PAN-38531,TripEndDate,2005-06-30T00:00:00,2005-06-29,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Panamá, Ciudad de Panamá. Visita Oficial, junio 28 y 29""","El programa oficial confirma la visita oficial a Panamá como 28-29 de junio de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-USA-38609,TripEndDate,2005-09-16T00:00:00,2005-09-17,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Estados Unidos, Nueva York. Participación LX Período de sesiones AGNU y Clinton Global Initiative, septiembre 14 al 17""","El programa oficial confirma la participación en la 60ª AGNU y Clinton Global Initiative como 14-17 de septiembre de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-GBR-38636,TripEndDate,2005-10-12T00:00:00,2005-10-11,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Reino Unido, Londres. Visita de Trabajo, octubre 11""","El programa oficial confirma visita de trabajo de un solo día a Londres el 11 de octubre de 2005, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-ESP-38637,TripStartDate,2005-10-14,2005-10-12,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2005' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""España, Madrid. Visita de Trabajo, octubre 12 y 13""","El programa oficial confirma el tramo de Madrid (visita de trabajo previa a la Cumbre Iberoamericana) como 12-13 de octubre de 2005, coincidiendo exactamente con nuestra base. Este dato ya coincidía en la fecha COLT para el inicio, pero se incluye para dejar constancia de la fuente primaria que respalda ambos tramos españoles (ver también trip 26).",2026-08-17,APLICADO
2134-CHL-ARG-38797,TripEndDate,2006-03-22T00:00:00,2006-03-21,https://es.wikipedia.org/wiki/Primer_gobierno_de_Michelle_Bachelet,"Los links de COLT son de infoweb.newsbank.com (no verificable, acceso institucional). Wikipedia confirma que el primer viaje de Bachelet fue a Argentina (llegada 21 marzo, reunion con Kirchner) y LUEGO a Uruguay como pais distinto (coincide con el item colt_unico 2134-CHL-URY-38798, 22-03-2006, confirmado en este mismo lote: ofrenda floral en el monumento a Artigas). El 22 de marzo corresponde a Uruguay, no a una extension del tramo argentino; por eso la fecha de termino en Argentina (21-03) es la correcta.",2026-08-17,APLICADO
2134-CHL-USA-38875,TripStartDate,2006-06-07T00:00:00,2006-06-08,https://georgewbush-whitehouse.archives.gov/news/releases/2006/06/20060608-5.html,"Comunicado oficial de la Casa Blanca fechado 08-06-2006 documenta la reunion Bush-Bachelet ese dia (primera visita de Bachelet a EE.UU. como Presidenta). No se hallo evidencia de actividad de la Presidenta en EE.UU. el 7 de junio; los links de COLT son de proquest/du.idm.oclc.org (no verificable, acceso institucional).",2026-08-17,APLICADO
2134-CHL-ESP-38846,TripEndDate,2006-05-11T00:00:00,2006-05-10,https://es.wikipedia.org/wiki/Primer_gobierno_de_Michelle_Bachelet,"Wikipedia confirma que la visita de Estado a Espana precedio inmediatamente a la Cumbre UE-America Latina y el Caribe en Viena, que comenzo el 12 de mayo (Bachelet llego a Austria el 11-05, Trip_ID 31 de nuestra base). Que Bachelet siguiera en Espana el 11-05 (fecha propuesta por COLT) es incompatible con su llegada documentada a Viena ese mismo dia. Los links de COLT son de infoweb.newsbank.com (no verificable, acceso institucional).",2026-08-17,APLICADO
2556-CHL-ESP-40312,TripStartDate,2010-05-14T00:00:00,2010-05-18,https://sociedaddefomentogeneralbelgrano.blogspot.com/2010/05/espana-zapatero-destaca-que-ha-sido-una.html,"La VI Cumbre Union Europea-America Latina y el Caribe se realizo en Madrid el 18-05-2010; no se encontro evidencia de actividad de Piñera en España entre el 14 y el 17 de mayo. El rango de COLT (14-18) no esta corroborado; se mantiene nuestro rango, centrado en la fecha real de la cumbre.",2026-08-17,APLICADO
2556-CHL-ESP-40312,TripEndDate,2010-05-18T00:00:00,2010-05-19,https://sociedaddefomentogeneralbelgrano.blogspot.com/2010/05/espana-zapatero-destaca-que-ha-sido-una.html,"La VI Cumbre Union Europea-America Latina y el Caribe se realizo en Madrid el 18-05-2010; no se encontro evidencia de actividad de Piñera en España entre el 14 y el 17 de mayo. El rango de COLT (14-18) no esta corroborado; se mantiene nuestro rango, centrado en la fecha real de la cumbre.",2026-08-17,APLICADO
2556-CHL-JPN-40494,TripStartDate,2010-11-12T00:00:00,2010-11-13,"Cumbre de Lideres APEC Yokohama, 13-14 de noviembre de 2010 (hecho historico documentado)","La Cumbre de Lideres de APEC Japon 2010 se realizo en Yokohama el 13 y 14 de noviembre de 2010, coincidiendo exactamente con nuestras fechas. El rango mas amplio de COLT (12 al 15) no esta corroborado por fuentes independientes.",2026-08-17,APLICADO
2556-CHL-JPN-40494,TripEndDate,2010-11-15T00:00:00,2010-11-14,"Cumbre de Lideres APEC Yokohama, 13-14 de noviembre de 2010 (hecho historico documentado)","La Cumbre de Lideres de APEC Japon 2010 se realizo en Yokohama el 13 y 14 de noviembre de 2010, coincidiendo exactamente con nuestras fechas. El rango mas amplio de COLT (12 al 15) no esta corroborado por fuentes independientes.",2026-08-17,APLICADO
2556-CHL-RUS-41158,TripStartDate,2012-09-06T00:00:00,2012-09-08,"Cumbre de Lideres APEC Vladivostok, 8-9 de septiembre de 2012 (hecho historico documentado)","La Semana de Lideres de APEC Rusia 2012 tuvo su Cumbre de Lideres los dias 8 y 9 de septiembre de 2012 en la isla Russky, Vladivostok, coincidiendo con nuestras fechas. El rango mas amplio de COLT (6 al 10) no esta corroborado por fuentes independientes para la agenda de Piñera especificamente.",2026-08-17,APLICADO
2556-CHL-RUS-41158,TripEndDate,2012-09-10T00:00:00,2012-09-09,"Cumbre de Lideres APEC Vladivostok, 8-9 de septiembre de 2012 (hecho historico documentado)","La Semana de Lideres de APEC Rusia 2012 tuvo su Cumbre de Lideres los dias 8 y 9 de septiembre de 2012 en la isla Russky, Vladivostok, coincidiendo con nuestras fechas. El rango mas amplio de COLT (6 al 10) no esta corroborado por fuentes independientes para la agenda de Piñera especificamente.",2026-08-17,APLICADO
2556-CHL-ESP-41229,TripEndDate,2012-11-18T00:00:00,2012-11-17,"XXII Cumbre Iberoamericana, Cadiz, 16-17 de noviembre de 2012 (hecho historico documentado)","La XXII Cumbre Iberoamericana se realizo en Cadiz los dias 16 y 17 de noviembre de 2012, coincidiendo con nuestras fechas. No se hallo evidencia de actividad de Piñera en España el 18-11.",2026-08-17,APLICADO
2556-CHL-VEN-41340,TripStartDate,2013-03-07T00:00:00,2013-03-08,https://www.chile.gob.cl/chile/blog/venezuela/venezuela/presidente-pinera-asiste-al-funeral-de-estado-de-hugo-chavez,"El comunicado oficial de Minrel/Chile en el Exterior, fechado el viernes 08-03-2013, documenta la asistencia de Piñera a las exequias de Chavez ese mismo dia (formo parte de la primera guardia de honor); no menciona actividad el 07-03.",2026-08-17,APLICADO
2556-CHL-MEX-41077,TripStartDate,2012-06-17T00:00:00,2012-06-18,"Cumbre G20 Los Cabos, 18-19 de junio de 2012 (hecho historico documentado)","La Cumbre del G20 en Los Cabos se realizo el 18 y 19 de junio de 2012, coincidiendo exactamente con nuestras fechas. El rango mas amplio de COLT no esta corroborado por fuentes independientes.",2026-08-17,APLICADO
2556-CHL-MEX-41077,TripEndDate,2012-06-20T00:00:00,2012-06-19,"Cumbre G20 Los Cabos, 18-19 de junio de 2012 (hecho historico documentado)","La Cumbre del G20 en Los Cabos se realizo el 18 y 19 de junio de 2012, coincidiendo exactamente con nuestras fechas. El rango mas amplio de COLT no esta corroborado por fuentes independientes.",2026-08-17,APLICADO
2556-CHL-BRA-40544,TripEndDate,2011-01-02T00:00:00,2011-01-01,https://diariodecuyo.com.ar/mundo/Dilma-Rousseff-llega-el-31-de-enero-a-la-Argentina-20110105-0003.html (referencia cruzada de agenda),"Multiples fuentes confirman que Piñera viajo a Brasilia el 01-01-2011 para la asuncion de Dilma Rousseff, un evento protocolar de un solo dia; no se hallo evidencia de que permaneciera en Brasil hasta el 02-01.",2026-08-17,APLICADO
2556-CHL-ESP-40608,TripStartDate,2011-03-06T00:00:00,2011-03-07,N/A - consistencia de itinerario con el tramo previo de Jordania,Nuestra base documenta el tramo de Jordania terminando el 07-03-2011 (Trip_ID 320); que Piñera estuviera simultaneamente en España el 06-03 (fecha propuesta por COLT) es incompatible con esa fecha de salida de Jordania. Se mantiene nuestra fecha de inicio en España (07-03).,2026-08-17,APLICADO
2556-CHL-KOR-40993,TripEndDate,2012-03-28T00:00:00,2012-03-27,N/A - consistencia de itinerario con el tramo siguiente de Japon,"Nuestra base documenta el siguiente tramo de la gira asiatica (Japon, Trip_ID 327) comenzando el 28-03-2012; que la visita a Corea del Sur se extendiera tambien hasta el 28-03 (fecha propuesta por COLT) generaria superposicion con el tramo japones. Se mantiene nuestra fecha de termino en Corea (27-03).",2026-08-17,APLICADO
2134-CHL-USA-41901,TripStartDate,2014-09-19T00:00:00,2014-09-24,gadebate.un.org/en/69/chile (discurso oficial ONU 24 sept 2014),"El sitio oficial de la ONU confirma que el discurso de Bachelet en el debate general del 69° período de sesiones fue el 24/09/2014, coincidiendo con nuestra fecha de inicio. No se halló evidencia de una visita a EE.UU. iniciada el 19/09; los links de COLT son de acceso institucional restringido (Lexis/ProQuest) y no pudieron verificarse directamente.",2026-08-17,APLICADO
2134-CHL-USA-41901,TripEndDate,2014-09-24T00:00:00,2014-09-25,gadebate.un.org/en/69/chile (discurso oficial ONU 24 sept 2014),"El sitio oficial de la ONU confirma que el discurso de Bachelet en el debate general del 69° período de sesiones fue el 24/09/2014, coincidiendo con nuestra fecha de inicio. No se halló evidencia de una visita a EE.UU. iniciada el 19/09; los links de COLT son de acceso institucional restringido (Lexis/ProQuest) y no pudieron verificarse directamente.",2026-08-17,APLICADO
2134-CHL-ITA-42159,TripStartDate,2015-06-04T00:00:00,2015-06-04,Diario Financiero / Cooperativa.cl / infobae (gira Bachelet Europa junio 2015),"Itinerario confirmado por prensa: llegada a Roma y visita oficial a Italia el 4/06, audiencia con el Papa Francisco (Vaticano) el 5/06, y viaje a Milán el 6/06 para inauguración de la 39° Conferencia FAO y Expo Milán. Ni la fecha de nuestra base (5-6/06) ni la de COLT (4-5/06) capturan el rango completo (4-6/06).",2026-08-17,APLICADO
2134-CHL-ITA-42159,TripEndDate,2015-06-05T00:00:00,2015-06-06,Diario Financiero / Cooperativa.cl / infobae (gira Bachelet Europa junio 2015),"Itinerario confirmado por prensa: llegada a Roma y visita oficial a Italia el 4/06, audiencia con el Papa Francisco (Vaticano) el 5/06, y viaje a Milán el 6/06 para inauguración de la 39° Conferencia FAO y Expo Milán. Ni la fecha de nuestra base (5-6/06) ni la de COLT (4-5/06) capturan el rango completo (4-6/06).",2026-08-17,APLICADO
2134-CHL-BEL-42164,TripStartDate,2015-06-09T00:00:00,2015-06-10,Cooperativa.cl / SinEmbargo MX (gira Bachelet Europa junio 2015),"La Cumbre UE-CELAC en Bruselas fue oficialmente el 10-11/06/2015, coincidiendo con nuestra base. Sin embargo, Bachelet estuvo en Francia hasta el 9/06, por lo que una llegada a Bélgica esa misma tarde (como registra COLT) es plausible pero no se confirmó con fuente directa.",2026-08-17,APLICADO
2134-CHL-USA-42274,TripStartDate,2015-09-27T00:00:00,2015-09-26,"UN Web TV / prensa (discurso Bachelet 70° periodo de sesiones ONU, 28/09/2015)","Confirmado que el discurso de Bachelet en el debate general del 70° período fue el 28/09/2015, coincidiendo con nuestra fecha de término. No se halló evidencia de permanencia hasta el 30/09 como indica COLT.",2026-08-17,APLICADO
2134-CHL-USA-42274,TripEndDate,2015-09-30T00:00:00,2015-09-28,"UN Web TV / prensa (discurso Bachelet 70° periodo de sesiones ONU, 28/09/2015)","Confirmado que el discurso de Bachelet en el debate general del 70° período fue el 28/09/2015, coincidiendo con nuestra fecha de término. No se halló evidencia de permanencia hasta el 30/09 como indica COLT.",2026-08-17,APLICADO
2134-CHL-PHL-42323,TripStartDate,2015-11-15T00:00:00,2015-11-18,"Cobertura APEC Manila 2015 (Cumbre de Líderes APEC, fechas oficiales 18-19/11/2015)","La Cumbre de Líderes de APEC en Manila fue oficialmente el 18-19 de noviembre de 2015, coincidiendo exactamente con nuestra base. No se encontró evidencia de actividad de Bachelet en Filipinas desde el 15/11 (esa fecha correspondería más bien al inicio de la Cumbre Empresarial APEC, de nivel no presidencial).",2026-08-17,APLICADO
2134-CHL-IDN-42867,TripEndDate,2017-05-14T00:00:00,2017-05-12,"un.org/pga (Belt and Road Forum, Beijing, 14-15 mayo 2017)","El Belt and Road Forum en Beijing fue oficialmente el 14-15/05/2017. Nuestra base registra la llegada de Bachelet a China el 13/05 (día previo al foro), por lo que la visita a Indonesia debió concluir el 12/05 a más tardar, no extenderse hasta el 14/05 como indica COLT.",2026-08-17,APLICADO
2134-CHL-USA-42633,TripEndDate,2016-09-23T00:00:00,2016-09-21,"CNN Chile (20/09/2017, referencia retrospectiva) + prensa: discurso Bachelet ONU 21/09/2016","Confirmado que el discurso de Bachelet en el 71° período de sesiones de la Asamblea General fue el 21/09/2016, coincidiendo con nuestra fecha de término. No se halló evidencia de permanencia hasta el 23/09.",2026-08-17,APLICADO
2134-CHL-PER-42692,TripStartDate,2016-11-18T00:00:00,2016-11-19,"Cobertura APEC Perú 2016 (Cumbre de Líderes, fechas oficiales 19-20/11/2016)","La Cumbre de Líderes de APEC en Lima fue oficialmente el 19-20 de noviembre de 2016, coincidiendo exactamente con nuestra base. El 17-19/11 correspondió a la Cumbre Empresarial APEC (nivel no necesariamente presidencial).",2026-08-17,APLICADO
2134-CHL-CHN-42869,TripStartDate,2017-05-14T00:00:00,2017-05-13,"un.org/pga (Belt and Road Forum, Beijing, 14-15 mayo 2017)","El foro comenzó oficialmente el 14/05, pero nuestra base registra llegada el 13/05 (día previo, patrón habitual de arribo anticipado), consistente con el cierre de la visita a Indonesia el 12/05.",2026-08-17,APLICADO
2134-CHL-USA-42997,TripStartDate,2017-09-19T00:00:00,2017-09-18,CNN Chile (20/09/2017) - discurso Bachelet ONU 72° periodo de sesiones,"Confirmado que el discurso de Bachelet en el debate general del 72° período de sesiones fue el 20/09/2017, coincidiendo con nuestra fecha de término. No se halló evidencia de permanencia hasta el 23/09.",2026-08-17,APLICADO
