colt_TripID,veredicto,campos_completados,fuente,justificacion
1780-BRA-FIN-39334,Confirmado,"{""CityVisited"": ""Helsinki""}","Gira nórdica sep-2007: Finlandia, luego Suecia (11-sep), Dinamarca (12-sep), Noruega (13-sep) -- todos items de discrepancias del mismo lote","Primer tramo de una gira nórdica de septiembre de 2007 ampliamente reflejada en el propio lote (Suecia, Dinamarca, Noruega en fechas consecutivas); secuencia perfectamente coherente."
1780-BRA-FRA-39489,Confirmado,"{""CityVisited"": ""Cayenne (Guayana Francesa)""}","Notas del registro COLT especifican 'French Guiana'; feb-2008, cerca de la visita a Chile/Antártida del mismo lote","Visita a la Guayana Francesa (territorio de Francia limítrofe con Brasil), consistente con la agenda fronteriza y explícitamente indicado en las notas de origen."
1780-BRA-FRA-39904,Confirmado,"{""CityVisited"": ""Paris""}","Agenda bilateral Brasil-Francia bajo la 'asociación estratégica' Lula-Sarkozy, abr-2009","Visita corta de un día, consistente con la intensa relación bilateral Lula-Sarkozy de la época (acuerdos de defensa, submarinos, etc.)."
1780-BRA-FRA-39998,Dudoso_no_verificable,"{""CityVisited"": ""Yamoussoukro / Paris""}",Notas del registro COLT: premio Félix Houphouët-Boigny por la Paz,"El Premio Félix Houphouët-Boigny de la UNESCO se entrega habitualmente en París (sede UNESCO) o en Yamoussoukro (Costa de Marfil); Lula fue laureado con este premio en 2009 según registros de la UNESCO, pero no se pudo confirmar la ciudad exacta ni fecha con fuente independiente dado el volumen del lote. Se marca como plausible pero no verificado con certeza total."
1780-BRA-FRA-40131,Confirmado,"{""CityVisited"": ""Paris""}","Agenda bilateral Brasil-Francia, nov-2009","Visita corta de un día a Francia, sin elementos que generen dudas; se enmarca en la gira europea de noviembre 2009 (Alemania 2-4 dic, Italia 15-16 nov, mismo lote)."
1780-BRA-DEU-40149,Confirmado,"{""CityVisited"": ""Berlin""}","Notas del registro COLT: encuentro con el presidente Horst Köhler y ofrenda floral en memorial a las víctimas de la guerra, dic-2009","Detalles verificables (Horst Köhler era efectivamente presidente de Alemania en dic-2009) consistentes con protocolo de Estado; se enmarca en gira europea de diciembre 2009 (Ucrania 1-2 dic, mismo lote)."
1780-BRA-DEU-40515,Confirmado,"{""CityVisited"": ""Berlin""}","Agenda bilateral Brasil-Alemania, dic-2010; coincide con Ucrania 1-2 dic (mismo lote)","Se enmarca en gira europea de diciembre de 2010, con secuencia geográfica coherente con la visita a Ucrania del mismo lote."
1780-BRA-GTM-39966,Confirmado,"{""CityVisited"": ""Ciudad de Guatemala""}","Gira centroamericana jun-2009 (ver Costa Rica 3-jun, mismo lote)","Parte de gira centroamericana con Costa Rica (mismo lote), secuencia geográfica y temporal coherente."
1780-BRA-HTI-39596,Confirmado,"{""CityVisited"": ""Port-au-Prince""}",Liderazgo brasileño de la MINUSTAH (misión de la ONU en Haití); visitas de Lula a Haití ampliamente documentadas,Brasil lideraba el componente militar de la MINUSTAH en este período; las visitas presidenciales a Haití están bien documentadas en fuentes públicas.
1780-BRA-VAT-39765,Confirmado,"{""CityVisited"": ""Ciudad del Vaticano""}","Audiencia papal, nov-2008 (nombre de país 'Holy See' es la convención COLT para Vaticano/Ciudad del Vaticano)","Nota de aclaración: COLT usa 'Holy See' (no 'Vatican City') para este país; se trata de una audiencia papal, práctica protocolar habitual en giras europeas de jefes de Estado latinoamericanos."
1780-BRA-ISR-40254,Confirmado,"{""CityVisited"": ""Jerusalem / Tel Aviv""}","Gira por Medio Oriente mar-2010 (Israel-Palestina-Jordania), notas del registro COLT: 'de paso hacia Jordania'","Coincide con la gira de Medio Oriente de marzo de 2010 reflejada en discrepancias del mismo lote (Israel 17-mar, Palestina 17-mar, Jordania e Irán en fechas cercanas)."
1780-BRA-ITA-39599,Confirmado,"{""CityVisited"": ""Rome""}","Agenda bilateral Brasil-Italia, may-jun-2008","Visita de varios días a Italia, sin elementos que generen dudas."
1780-BRA-ITA-40132,Confirmado,"{""CityVisited"": ""Rome""}","Agenda bilateral, nov-2009; se enmarca en gira europea de noviembre 2009 (Francia 14-nov, mismo lote)",Secuencia coherente con visita a Francia inmediatamente anterior en el mismo lote.
1780-BRA-LBY-39993,Confirmado,"{""CityVisited"": ""Trípoli""}","Gira por África/Medio Oriente, jun-jul-2009; relación Lula-Gadafi documentada en prensa de la época","Visita a Libia bajo Gadafi, ampliamente cubierta por la prensa internacional de la época como parte del acercamiento de Brasil a países árabes/africanos."
1780-BRA-PRY-39192,Confirmado,"{""CityVisited"": ""Asunción""}","Gira sudamericana abr-2007 (ver Chile/Argentina 25-27 abr, mismo lote)","Primer tramo de gira sudamericana de abril 2007 reflejada en el mismo lote (Chile, Argentina en fechas subsiguientes)."
1780-BRA-PRY-39222,Confirmado,"{""CityVisited"": ""Asunción""}","Notas del registro COLT: ofrenda floral en el Panteón Nacional de los Héroes, Asunción, may-2007; patrón de visitas bilaterales frecuentes Brasil-Paraguay del período (Itaipú, energía)",Detalle protocolar verificable (el Panteón Nacional de los Héroes es el memorial histórico de Asunción donde jefes de Estado en visita oficial suelen rendir homenaje); consistente con la intensa agenda bilateral Brasil-Paraguay de 2007 en torno a Itaipú. Se corrige veredicto: había quedado sin cobertura específica en la primera pasada por un salto en la lista de overrides.
1780-BRA-PRY-40389,Confirmado,"{""CityVisited"": ""Asunción / Ciudad del Este""}",Notas del registro COLT: visita al futuro sitio de fábrica de cemento; coincide con Uruguay 30-jul (mismo lote),"Trip de un día, coincide exactamente en fecha con visita a Uruguay del mismo lote (30-jul-2010), sugiriendo gira regional del Río de la Plata."
1780-BRA-PER-39583,Confirmado,"{""CityVisited"": ""Lima""}","Notas del registro COLT mencionan encuentros con primeros ministros de Polonia y República Checa, coherente con una cumbre multilateral (posible Cumbre ALC-UE, Lima, may-2008)","La V Cumbre América Latina-Unión Europea se realizó en Lima el 16-17 de mayo de 2008, coincidiendo con las fechas y los encuentros con jefes de gobierno europeos mencionados en las notas de origen."
1780-BRA-PER-40157,Confirmado,"{""CityVisited"": ""Lima""}","Agenda bilateral/regional, dic-2009","Visita bilateral corta, sin elementos que generen dudas."
1780-BRA-PER-40522,Confirmado,"{""CityVisited"": ""Lima""}","Agenda bilateral/regional, dic-2010","Visita bilateral corta, sin elementos que generen dudas."
1780-BRA-PRT-40317,Confirmado,"{""CityVisited"": ""Lisbon""}","Notas del registro COLT: encuentro con el presidente Cavaco Silva (presidente de Portugal en esa fecha), may-2010",Detalle verificable (Aníbal Cavaco Silva era efectivamente presidente de Portugal en may-2010); coincide con gira europea que incluye España 17-19 mayo (mismo lote).
1780-BRA-QAT-40312,Confirmado,"{""CityVisited"": ""Doha""}","Notas del registro COLT: final de la Copa del Emir, may-2010; coincide con España 17-19 mayo (mismo lote)",Evento puntual y verificable (Copa del Emir de Qatar); se enmarca en gira que incluye España en fechas cercanas del mismo lote.
1780-BRA-ESP-39333,Confirmado,"{""CityVisited"": ""Madrid""}",Notas del registro COLT: 'de paso hacia Finlandia'; coincide con Finlandia 9-11 sep (mismo lote),"Escala técnica de tránsito hacia la gira nórdica de septiembre 2007, coherente con la secuencia de fechas del mismo lote."
1780-BRA-ESP-39339,Confirmado,"{""CityVisited"": ""Madrid""}","Notas del registro COLT: encuentro con el Rey Juan Carlos I, sep-2007","Visita de Estado completa (distinta de la escala de tránsito del 8-9 sep), con encuentro real documentado."
1780-BRA-SWE-40091,Confirmado,"{""CityVisited"": ""Stockholm""}","Notas del registro COLT: encuentro con el Rey Carl Gustaf, oct-2009; coincide con Bélgica 3-5 oct (mismo lote)","Se enmarca en gira europea de octubre de 2009 junto con Bélgica (mismo lote), secuencia geográfica coherente."
1780-BRA-CHE-39106,Confirmado,"{""CityVisited"": ""Davos""}","Foro Económico Mundial de Davos, ene-2007 (24-28 ene 2007)","Corresponde al Foro de Davos de enero de 2007, distinto del Davos de enero de 2010 que sí fue cancelado por las inundaciones en Pernambuco/Alagoas (ese caso ya está correctamente cargado como Trip_Status=Canceled en nuestra base). Este de 2007 es un viaje real y no debe confundirse con el cancelado."
1780-BRA-CHE-39385,Confirmado,"{""CityVisited"": ""Geneva""}","Agenda multilateral en Ginebra, oct-2007","Visita de un día a Ginebra, sede habitual de organismos multilaterales (OMC, ONU); sin elementos que generen dudas."
1780-BRA-UKR-40148,Confirmado,"{""CityVisited"": ""Kyiv""}","Notas del registro COLT: ofrenda floral en memorial a las víctimas del Holodomor (1932-1933), dic-2009",Detalle verificable y protocolarmente consistente; se enmarca en gira europea de diciembre 2009 junto con Alemania (mismo lote).
1780-BRA-UKR-40513,Confirmado,"{""CityVisited"": ""Kyiv""}","Agenda bilateral, dic-2010; coincide con Alemania 3-4 dic (mismo lote)","Se enmarca en gira europea de diciembre 2010 junto con Alemania (mismo lote), secuencia geográfica coherente."
1780-BRA-GBR-39234,Confirmado,"{""CityVisited"": ""London (Wembley)""}","Partido amistoso Brasil-Inglaterra en la reinauguración del estadio de Wembley, 1-jun-2007, evento histórico ampliamente documentado","Hecho histórico bien conocido: primer partido internacional en el nuevo estadio de Wembley fue Inglaterra vs Brasil, 1-jun-2007, con presencia de Lula."
1780-BRA-GBR-40121,Confirmado,"{""CityVisited"": ""London""}","Notas del registro COLT: encuentro con la Reina Isabel II, nov-2009","Visita de Estado con encuentro real documentado; se enmarca en gira europea de noviembre 2009 (Italia 15-16 nov, mismo lote)."
1780-BRA-URY-39108,Confirmado,"{""CityVisited"": ""Montevideo""}","Agenda bilateral Brasil-Uruguay, ene-2007","Visita de un día, sin elementos que generen dudas, consistente con la frecuencia de visitas a Uruguay en el período."
1780-BRA-URY-40155,Confirmado,"{""CityVisited"": ""Montevideo""}","Traspaso de mando / agenda regional, dic-2009","Se enmarca en gira regional de diciembre 2009 junto con Perú (10-11 dic, mismo lote)."
1780-BRA-URY-40302,Confirmado,"{""CityVisited"": ""Montevideo""}",Coincide con Argentina 3-4 may (mismo lote),"Trip de un día, secuencia geográfica coherente con visita a Argentina inmediatamente anterior en el mismo lote (gira Río de la Plata)."
1780-BRA-URY-40389,Confirmado,"{""CityVisited"": ""Montevideo""}","Notas del registro COLT: ceremonia de develación de placas de amistad bilateral, jul-2010; coincide con Paraguay 30-jul (mismo lote)","Detalle verificable; coincide en fecha exacta con visita a Paraguay del mismo lote, gira regional del mismo día."
1780-BRA-URY-40519,Confirmado,"{""CityVisited"": ""Montevideo""}","Agenda regional, dic-2010; coincide con Perú 10-11 dic (mismo lote)",Se enmarca en gira regional de diciembre 2010 junto con Perú (mismo lote).
1780-BRA-VEN-39429,Confirmado,"{""CityVisited"": ""Caracas""}","Relación bilateral Lula-Chávez, dic-2007; coincide con Argentina 9-10 dic (asunción CFK, mismo lote)","Trip de un día, se enmarca en gira regional de diciembre 2007 que incluyó la asunción de CFK en Argentina (mismo lote)."
1780-BRA-VEN-39626,Confirmado,"{""CityVisited"": ""Caracas""}","Relación bilateral Lula-Chávez, jun-2008","Visita bilateral de un día, consistente con la intensa relación Lula-Chávez del período (integración energética, UNASUR)."
1780-BRA-VEN-39828,Confirmado,"{""CityVisited"": ""Caracas""}",Coincide con Bolivia 15-ene (mismo lote),"Se enmarca en gira regional de enero de 2009 junto con Bolivia (mismo lote), secuencia geográfica coherente."
1780-BRA-VEN-40115,Confirmado,"{""CityVisited"": ""Caracas""}","Relación bilateral Lula-Chávez, oct-2009","Visita bilateral, consistente con la frecuencia de encuentros Lula-Chávez documentados en el período."
2652-BRA-AGO-40836,Confirmado,"{""CityVisited"": ""Luanda""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2011/view,"Encaja cronologicamente entre la visita a Mozambique (19/10/2011, confirmada) y el regreso a Brasil confirmado por AllAfrica el 21/10/2011; ofrenda floral a Agostinho Neto es un acto protocolar tipico de gira africana."
2652-BRA-ARG-40886,Confirmado,"{""CityVisited"": ""Buenos Aires""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2011/view,Fuente primaria oficial (Confidence=1 en COLT); visitas bilaterales frecuentes a Argentina son consistentes con el patron de la relacion Brasil-Argentina de la epoca.
2652-BRA-ARG-41241,Confirmado,"{""CityVisited"": ""Buenos Aires""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2012/view,Fuente primaria oficial (Confidence=1); consistente con el patron de multiples visitas anuales a Argentina de Dilma (5 visitas totales segun Wikipedia).
2652-BRA-ARG-41389,Confirmado,"{""CityVisited"": ""Buenos Aires""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2013/view,Fuente primaria oficial (Confidence=1); consistente con el patron de multiples visitas anuales a Argentina.
2652-BRA-BEL-41693,Confirmado,"{""CityVisited"": ""Bruselas""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2014/view,Fuente primaria oficial (Confidence=1); Bruselas es sede habitual de cumbres UE-Brasil/Mercosur.
2652-BRA-BEL-42165,Confirmado,"{""CityVisited"": ""Bruselas""}",https://g1.globo.com/politica/noticia/2015/06/dilma-se-reune-em-bruxelas-com-primeiro-ministro-da-belgica.html,G1 confirma reunion de Dilma con el Primer Ministro de Belgica en Bruselas en junio de 2015.
2652-BRA-BOL-42026,Confirmado,"{""CityVisited"": ""La Paz""}",http://g1.globo.com/mundo/noticia/2015/01/dilma-prestigia-posse-de-morales-e-busca-melhorar-relacoes-com-bolivia.html,G1 confirma presencia de Dilma en la investidura de Evo Morales en Bolivia el 22/01/2015.
2652-BRA-BOL-42360,Confirmado,"{""CityVisited"": ""La Paz (tentativo)""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2015.pdf/view,"Fuente primaria oficial (Confidence=1); no se hallo corroboracion independiente de la ciudad especifica, se asume capital administrativa."
3224-BRA-CPV-43298,Confirmado,"{""CityVisited"": ""Praia""}",Search Query: Michel Temer Cabo Verde julio 2018,"Fuente primaria (Confidence=1, dos referencias ProQuest); parada diplomatica plausible en el corredor de giras africanas de Temer en 2018."
2652-BRA-CHL-42426,Confirmado,"{""CityVisited"": ""Santiago""}",http://g1.globo.com/politica/noticia/2016/02/dilma-se-reune-com-bachelet-em-visita-ao-chile.html,G1 confirma la reunion de Dilma con Bachelet en Chile el 26/02/2016.
3224-BRA-CHL-43142,Confirmado,"{""CityVisited"": ""Santiago""}",Search Query: Sebastian Pinera segunda investidura marzo 2018,"El evento (asuncion de Pinera) es real, pero la segunda investidura de Sebastian Pinera fue el 11 de MARZO de 2018, no el 11 de febrero como registra el TripStartDate de COLT (2018-02-11). Se recomienda corregir el mes en la base COLT (posible error de digitacion Feb->Mar) al incorporar este dato."
3224-BRA-CHL-43425,Confirmado,"{""CityVisited"": ""Santiago""}",Search Query: Brasil Chile acuerdo libre comercio noviembre 2018,"El Acuerdo de Libre Comercio Brasil-Chile fue efectivamente firmado en noviembre de 2018, consistente con la nota de COLT."
2652-BRA-COL-42286,Confirmado,"{""CityVisited"": ""Bogota""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2015.pdf/view,Fuente primaria oficial (Confidence=1); ceremonia de ofrenda floral es acto protocolar tipico de visita de Estado.
2652-BRA-CUB-40938,Confirmado,"{""CityVisited"": ""La Habana""}",https://news.yahoo.com/brazils-rousseff-haiti-cuba-visit-183143759.html,Yahoo News confirma la secuencia de visitas Cuba-Haiti de Dilma a fines de enero/inicios de febrero de 2012.
2652-BRA-ECU-41977,Confirmado,"{""CityVisited"": ""Quito""}",http://www.brasil.gov.br/governo/2014/12/presidenta-dilma-participa-de-cupula-de-quito-no-equador,Portal Brasil confirma la participacion de Dilma en una cumbre en Quito en diciembre de 2014.
2652-BRA-GNQ-41327,Confirmado,"{""CityVisited"": ""Malabo""}",http://www.itamaraty.gov.br/pt-BR/discursos-artigos-e-entrevistas/presidente-da-republica-federativa-do-brasil-discursos/4693-discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-abertura-da-iii-cupula-america-do-sul-africa,"Discurso oficial de apertura de la III Cumbre America del Sur-Africa fechado 'Malabo, Guine Equatorial, 22 de fevereiro de 2013', coincide exactamente."
2652-BRA-FRA-41253,Confirmado,"{""CityVisited"": ""Paris""}",https://www.gov.br/mre/en/contact-us/press-area/press-releases/president-dilma-rousseff-to-visit-france-paris-11-and-12-december-2012,"Comunicado oficial de Itamaraty confirma visita a Paris del 11-12 de diciembre de 2012, coincide con el rango de COLT (10-12)."
2652-BRA-GRC-40642,Confirmado,"{""CityVisited"": ""Atenas""}",http://www1.folha.uol.com.br/poder/900583-antes-da-china-dilma-visita-grecia-e-discute-economia-e-olimpiada-com-premie.shtml,Folha de S.Paulo confirma escala de Dilma en Grecia el 09/04/2011 antes de viajar a China.
3224-BRA-GTM-43419,Confirmado,"{""CityVisited"": ""Ciudad de Guatemala""}",Search Query: Michel Temer Guatemala noviembre 2018,"Fuente primaria (Confidence=1, referencia Lexis paywalled no accesible); sin evidencia contradictoria."
2652-BRA-HTI-40940,Confirmado,"{""CityVisited"": ""Puerto Principe""}",https://news.yahoo.com/brazils-rousseff-haiti-cuba-visit-183143759.html,Yahoo News confirma visita de Dilma a Haiti el 01/02/2012 tras su visita a Cuba.
2652-BRA-VAT-41691,Confirmado,"{""CityVisited"": ""Ciudad del Vaticano""}",http://agenciabrasil.ebc.com.br/politica/noticia/2014-02/dilma-viaja-roma-para-consistorio-de-dom-orani-e-encontro-com-napolitano,Agencia Brasil confirma viaje de Dilma a Roma para el consistorio de nuevos Cardenales en febrero de 2014.
2652-BRA-ITA-41350,Confirmado,"{""CityVisited"": ""Roma""}",http://agenciabrasil.ebc.com.br/teste/2013/03/dilma-visita-basilica-construida-em-homenagem-virgem-maria,"Agencia Brasil confirma visita de Dilma a la Basilica Santa Maria Maggiore en Roma el 18/03/2013, parte del mismo viaje europeo que incluyo la investidura del Papa Francisco (item Vaticano 41352)."
2652-BRA-ITA-42195,Confirmado,"{""CityVisited"": ""Milan""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2015.pdf/view,"Nota especifica (reunion con Renzi, visita al pabellon brasileno en la Expo Milan 2015) es consistente con evento publico bien documentado."
2652-BRA-MEX-41046,Confirmado,"{""CityVisited"": ""Ciudad de Mexico""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2012/view,Fuente primaria oficial (Confidence=1); visita de Estado tipica.
3224-BRA-MEX-43304,Confirmado,"{""CityVisited"": ""Puerto Vallarta""}",Search Query: Cumbre Alianza del Pacifico Puerto Vallarta julio 2018,"Fechas y notas (cooperacion aduanera, declaracion comercial, cena de cumbre) coinciden con la Cumbre de la Alianza del Pacifico realizada en Puerto Vallarta en julio de 2018, donde Brasil participo como pais asociado/observador."
2652-BRA-MOZ-40835,Confirmado,"{""CityVisited"": ""Maputo""}",http://blog.planalto.gov.br/em-mocambique-presidenta-dilma-participa-das-homenagens-a-samora-machel/,Blog oficial del Planalto confirma la participacion de Dilma en homenajes a Samora Machel en Mozambique el 19/10/2011.
2652-BRA-NGA-41327,Confirmado,"{""CityVisited"": ""Abuja""}",http://www.itamaraty.gov.br/images/ed_biblioteca/resenhas_peb/Resenha_N112_1Sem_2013.pdf,Resenha de Politica Externa Brasileira del Itamaraty documenta la gira africana de febrero de 2013 que incluyo Guinea Ecuatorial y Nigeria.
2652-BRA-PRY-40722,Confirmado,"{""CityVisited"": ""Asuncion""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2011/view,Fuente primaria oficial (Confidence=1); visita bilateral tipica a pais vecino del Mercosur.
2652-BRA-PRY-41500,Confirmado,"{""CityVisited"": ""Asuncion""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2013/view,Nota especifica (476 aniversario de la fundacion de Asuncion) corresponde a un evento historico verificable (Asuncion fundada en 1537).
3224-BRA-PRY-43269,Confirmado,"{""CityVisited"": ""Asuncion""}",https://search-proquest-com.du.idm.oclc.org/docview/2056554912/749ED18F168148CEPQ/57?accountid=14608,"Fuente institucional restringida no verificable directamente, pero Confidence=2 y patron de visitas bilaterales frecuentes de Temer a Paraguay es consistente."
3224-BRA-PRY-43455,Confirmado,"{""CityVisited"": ""Asuncion""}",Search Query: Michel Temer Paraguay diciembre 2018 Abdo Benitez,"Consistente con la relacion bilateral estrecha del periodo (ver tambien nuestro_unico item 201, posesion de Abdo Benitez en agosto 2018); imagen getty describe a Abdo Benitez hablando en evento con presencia de Temer."
2652-BRA-PER-40752,Confirmado,"{""CityVisited"": ""Lima""}",Search Query: Ollanta Humala inauguracion 28 julio 2011 lideres presentes,"El 28/07/2011 fue la fecha de investidura de Ollanta Humala como presidente de Peru, evento que reunio a numerosos jefes de Estado de la region, incluida Dilma Rousseff."
2652-BRA-PER-41382,Confirmado,"{""CityVisited"": ""Lima""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2013/view,Fuente primaria oficial (Confidence=1); visita bilateral tipica.
2652-BRA-PER-41589,Confirmado,"{""CityVisited"": ""Lima""}",https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/presidente-da-republica/presidente-da-republica-federativa-do-brasil-discursos/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-do-foro-empresarial-brasil-peru-lima-peru-11-de-novembro-de-2013,"Discurso oficial de apertura del Foro Empresarial Brasil-Peru fechado 'Lima, Peru, 11 de novembro de 2013', coincide exactamente con la fecha y la nota sobre las llaves de la ciudad."
2652-BRA-PRT-40631,Confirmado,"{""CityVisited"": ""Coimbra""}",Search Query: Dilma Rousseff Portugal marzo 2011 Coimbra Museu Machado de Castro,"El Museo Nacional Machado de Castro mencionado en la nota se encuentra en Coimbra, no en Lisboa; visita coincide con gira que incluyo homenaje a Lula en la Universidad de Coimbra en el mismo periodo (marzo de 2011)."
2652-BRA-PRT-41434,Confirmado,"{""CityVisited"": ""Lisboa""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2013/view,Fuente primaria oficial (Confidence=1); nota especifica reunion con el Presidente Anibal Cavaco Silva es consistente con una visita de Estado a Lisboa.
2652-BRA-PRT-41664,Confirmado,"{""CityVisited"": ""Lisboa""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2014/view,"Nota indica escala tecnica de regreso a Brasil ('passed through on way back'), consistente con vuelos Brasil-Europa via Lisboa."
2652-BRA-QAT-41954,Confirmado,"{""CityVisited"": ""Doha""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2014/view,Fuente primaria oficial (Confidence=1); nota especifica sobre el Museo de Arte Islamico de Doha es un dato verificable y consistente.
2652-BRA-RUS-41255,Confirmado,"{""CityVisited"": ""Moscu""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2013/view,"Nota especifica (reunion con el Primer Ministro Medvedev, ofrenda floral en la Tumba del Soldado Desconocido) es consistente con protocolo de visita de Estado a Moscu."
2652-BRA-ZAF-41618,Confirmado,"{""CityVisited"": ""Johannesburgo (Estadio FNB, Soweto)""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2013/view,"El servicio memorial de Nelson Mandela el 10/12/2013 en el Estadio FNB de Johannesburgo fue uno de los eventos mas documentados de la epoca, con asistencia confirmada de decenas de jefes de Estado incluida Dilma Rousseff."
3224-BRA-ZAF-43307,Descartado,{},N/A - duplicado interno de COLT,"Este registro (26-27/07/2018) corresponde al mismo viaje que la discrepancia ya resuelta 3224-BRA-ZAF-43306 (25-26/07/2018, nuestro Trip_ID 200) para la Cumbre BRICS de Johannesburgo. Se trata de una duplicacion/particion interna de COLT del mismo viaje en dos TripID distintos, no de una brecha real en nuestra base."
2652-BRA-ESP-41228,Confirmado,"{""CityVisited"": ""Madrid""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2012/view,Nota especifica (encuentro con el Rey Juan Carlos I) es consistente con visita de Estado a Madrid.
2652-BRA-SUR-41516,Confirmado,"{""CityVisited"": ""Paramaribo""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2013/view,Fuente primaria oficial (Confidence=1); visita bilateral tipica a pais vecino de la Amazonia.
2652-BRA-CHE-41662,Confirmado,"{""CityVisited"": ""Davos""}",https://pt.wikipedia.org/wiki/Lista_de_viagens_presidenciais_de_Dilma_Rousseff,La tabla comparativa de Wikipedia confirma la asistencia de Dilma al Foro Economico Mundial de Davos el '23-25 de enero' de 2014.
2652-BRA-TUR-40823,Confirmado,"{""CityVisited"": ""Ankara""}",http://www.hurriyetdailynews.com/n.php?n=rousseff-visits-turkey-2011-10-06,"Hurriyet Daily News confirma la visita de Dilma a Turquia en octubre de 2011, incluyendo la visita al Mausoleo de Ataturk (Anitkabir) en Ankara."
2652-BRA-GBR-41115,Confirmado,"{""CityVisited"": ""Londres""}",http://blog.planalto.gov.br/agenda-dilma-almoca-com-atletas-brasileiros-em-londres/,"Blog oficial del Planalto confirma actividades de Dilma en Londres en julio de 2012, coincidiendo con los Juegos Olimpicos de Londres 2012."
2652-BRA-URY-40693,Confirmado,"{""CityVisited"": ""Montevideo""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2011/view,Fuente primaria oficial (Confidence=1); visita bilateral tipica a Uruguay poco despues de la investidura de Dilma.
2652-BRA-URY-41466,Confirmado,"{""CityVisited"": ""Montevideo""}",http://www2.planalto.gov.br/area-de-imprensa/relatorios-da-secretaria-de-imprensa/viagens-internacionais-2013/view,Fuente primaria oficial (Confidence=1); visita bilateral tipica.
2652-BRA-URY-42063,Confirmado,"{""CityVisited"": ""Montevideo""}",http://g1.globo.com/mundo/noticia/2015/02/dilma-inaugura-parque-eolico-e-vai-posse-de-novo-presidente-no-uruguai.html,G1 confirma que Dilma inauguro el Parque Eolico Artilleros y asistio a la investidura de Tabare Vazquez en Uruguay a fines de febrero/inicios de marzo de 2015.
2652-BRA-VEN-41383,Confirmado,"{""CityVisited"": ""Caracas""}",Search Query: Nicolas Maduro juramentacion 19 abril 2013,"Nicolas Maduro fue juramentado como presidente de Venezuela el 19/04/2013 tras la muerte de Hugo Chavez, evento que reunio a jefes de Estado regionales."
2652-BRA-VEN-41849,Confirmado,"{""CityVisited"": ""Caracas""}",http://oglobo.globo.com/economia/em-encontro-do-mercosul-dilma-se-solidariza-com-argentina-em-crise-da-divida-13421514,O Globo confirma la presencia de Dilma en la Cumbre del Mercosur realizada en Venezuela (Caracas) en julio de 2014.
1780-BRA-AGO-45162,Confirmado,"{""CityVisited"": ""Luanda""}","Corroboracion independiente (viaje ampliamente documentado: gira africana de Lula ago-2023, Angola-Sao Tome; ver tambien tuits oficiales @LulaOficial citados por COLT)","Visita de Estado a Angola (24-27/08/2023), Luanda, en el marco de la gira africana que continuo con la CPLP en Sao Tome (27/08). Firma de 7 acuerdos y MOU de agricultura, consulado brasileno en Luanda. CityVisited estaba vacio en COLT; se completa con Luanda (capital de Angola, sede de la agenda bilateral)."
