Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status,MetHostHOGS,MetNonHostHOGS,NonHostHOGS_Name,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeader_Name,PELATAM_TripID_insertado,Source_usado_en_COLT
CHL-RL-J060,236,Ricardo Lagos,Chile,Completed,2003-05-25,2003-05-25,1,Argentina,South America,Buenos Aires,Bilateral,Inauguration/Funeral,NA,Transmisión del Mando de Néstor Kirchner,Jefe de Estado/Gobierno,Asistencia a la asunción de Néstor Kirchner.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2003,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-236,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2003
CHL-RL-J061,237,Ricardo Lagos,Chile,Completed,2003-06-18,2003-06-18,1,Paraguay,South America,Asunción,Multilateral,Regional Summit,NA,"XXIV Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile",NA,Participación en la XXIV Cumbre de Jefes de Estado del MERCOSUR en Asunción.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2003,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-237,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2003
CHL-RL-J068,245,Ricardo Lagos,Chile,Completed,2003-12-15,2003-12-16,2,Uruguay,South America,Montevideo,Multilateral,Regional Summit,NA,"XXV Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile",NA,Participación en la XXV Cumbre de Jefes de Estado del MERCOSUR en Montevideo.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2003,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-245,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2003
CHL-RL-J021,251,Ricardo Lagos,Chile,Completed,2004-04-25,2004-04-27,3,South Africa,Africa,Pretoria,Bilateral,Inauguration/Funeral,NA,Transmisión del Mando de Thabo Mbeki (segundo mandato) / 10º aniversario de la democracia,Jefe de Estado/Gobierno,Asistencia a la investidura de Thabo Mbeki y conmemoración de los 10 años del fin del apartheid; primer tramo de gira Sudáfrica-Indonesia-Singapur-Nueva Zelanda.,https://www.emol.com/noticias/nacional/2004/04/25/145881/presidente-lagos-inicia-gira-internacional.html,Medium,"Ceremonia en Union Buildings, Pretoria (27/04/2004), cruzado con SAHistory Online.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-251,https://www.emol.com/noticias/nacional/2004/04/25/145881/presidente-lagos-inicia-gira-internacional.html
CHL-RL-J074,258,Ricardo Lagos,Chile,Completed,2004-07-07,2004-07-08,2,Argentina,South America,Puerto Iguazú,Multilateral,Regional Summit,NA,"XXVI Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile",NA,Participación en la XXVI Cumbre de Jefes de Estado del MERCOSUR en Puerto Iguazú.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-258,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004
CHL-RL-J076,262,Ricardo Lagos,Chile,Completed,2004-08-31,2004-08-31,1,Argentina,South America,Buenos Aires,Bilateral,Working Visit,NA,Néstor Kirchner,Jefe de Estado/Gobierno,"Visita de trabajo a Argentina, previa a la asunción de Martín Torrijos en Panamá.",https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-262,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004
CHL-RL-J076,263,Ricardo Lagos,Chile,Completed,2004-09-01,2004-09-01,1,Panama,Central America,Panama City,Bilateral,Inauguration/Funeral,NA,Transmisión del Mando de Martín Torrijos,Jefe de Estado/Gobierno,Asistencia a la asunción de Martín Torrijos.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-263,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004
CHL-RL-J077,265,Ricardo Lagos,Chile,Completed,2004-09-22,2004-09-22,1,Mexico,North America,Mexico City,Bilateral,Working Visit,NA,Vicente Fox,Jefe de Estado/Gobierno,"Visita de trabajo a México, tras la Asamblea General de la ONU en Nueva York.",https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-265,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004
CHL-RL-J088,283,Ricardo Lagos,Chile,Completed,2005-05-14,2005-05-15,2,United States,North America,Durham,Bilateral,Working Visit,NA,Universidad de Duke,Premio/Distinción/Honor académico,"Visita a la Universidad de Duke, Carolina del Norte.",https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,"Ciudad no especificada en el programa (fuente ARLE dice 'North Carolina'); se registra Durham, sede de Duke University.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-283,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005
CHL-RL-J093,288,Ricardo Lagos,Chile,Completed,2005-09-01,2005-09-03,3,Colombia,South America,Bogotá,Bilateral,State Visit,NA,Álvaro Uribe,Jefe de Estado/Gobierno,Visita de Estado a Colombia (Bogotá y Cartagena de Indias).,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-288,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005
CHL-RL-J095,290,Ricardo Lagos,Chile,Completed,2005-09-29,2005-09-30,2,Brazil,South America,Brasília,Multilateral,Regional Summit,NA,II Cumbre Sudamericana (Comunidad Sudamericana de Naciones),NA,Participación en la II Cumbre Sudamericana en Brasilia.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,NA,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-290,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005
CHL-RL-J096,291,Ricardo Lagos,Chile,Completed,2005-10-06,2005-10-06,1,United States,North America,New York,Multilateral,Global Forum,NA,Council of the Americas,NA,Participación en foro del Council of the Americas en Nueva York.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-291,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005
CHL-RL-J098,294,Ricardo Lagos,Chile,Completed,2005-10-21,2005-10-23,3,Vatican City,Europe,Vatican City,Bilateral,State Visit,NA,Canonización del Padre Alberto Hurtado (Benedicto XVI),Otro actor no estatal,Asistencia a la canonización de San Alberto Hurtado en el Vaticano.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-294,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005
CHL-RL-J098,295,Ricardo Lagos,Chile,Completed,2005-10-24,2005-10-25,2,France,Europe,Strasbourg,Bilateral,Working Visit,NA,Parlamento Europeo / actividades en Estrasburgo,Otro actor no estatal,"Visita de trabajo a Estrasburgo, tras la canonización del Padre Hurtado en el Vaticano.",https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-295,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005
CHL-RL-J098,296,Ricardo Lagos,Chile,Completed,2005-10-25,2005-10-25,1,Spain,Europe,Salamanca,Bilateral,Working Visit,NA,Universidad de Salamanca,Premio/Distinción/Honor académico,"Actividad académica en la Universidad de Salamanca, cierre de gira Vaticano-Estrasburgo-Salamanca.",https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,Distinta de la visita a Salamanca del 14-15 de octubre por la XV Cumbre Iberoamericana (Trip_ID 26).,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-296,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005
CHL-RL-J100,299,Ricardo Lagos,Chile,Completed,2005-12-08,2005-12-09,2,Uruguay,South America,Montevideo,Multilateral,Regional Summit,NA,"XXIX Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile",NA,Participación en la XXIX Cumbre de Jefes de Estado del MERCOSUR en Montevideo; último viaje multilateral del mandato.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-299,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005
CHL-MB1-J058,308,Michelle Bachelet,Chile,Completed,2009-06-01,2009-06-01,1,El Salvador,Central America,San Salvador,Bilateral,Inauguration/Funeral,NA,Transmisión del Mando de Mauricio Funes,Jefe de Estado/Gobierno,"Asistencia a la asunción de Mauricio Funes, primer presidente del FMLN en El Salvador.",https://es.wikipedia.org/wiki/Investidura_presidencial_de_Mauricio_Funes,Medium,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-308,https://es.wikipedia.org/wiki/Investidura_presidencial_de_Mauricio_Funes
CHL-MB1-J060,310,Michelle Bachelet,Chile,Completed,2009-08-10,2009-08-10,1,Ecuador,South America,Quito,Multilateral,Regional Summit,NA,III Reunión Ordinaria de UNASUR (traspaso de presidencia pro tempore a Rafael Correa),NA,"Participación en la III Reunión Ordinaria de UNASUR en Quito, donde Bachelet traspasó la presidencia pro tempore a Rafael Correa; coincide con la segunda asunción de Correa bajo la nueva Constitución.",https://www.diariodecuyo.com.ar/argentina/Cristina-llego-a-Ecuador-para-la-asuncion-de-Rafael-Correa-20090809-0027.html,Medium,"QA-R7 2026-07-26: fuente original (archivonacional.cl) resultó ser un discurso de Bachelet en su SEGUNDO mandato, 04-12-2014, sobre el traspaso de secretaría general de UNASUR a Ernesto Samper -no correspondía al evento de agosto 2009-. Reemplazada por crónica de Diario de Cuyo (09/08/2009) que confirma fecha, sede (Quito, Convento de San Agustín) y el traspaso de presidencia pro tempore de Bachelet a Correa el 10/08/2009.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-310,https://www.diariodecuyo.com.ar/argentina/Cristina-llego-a-Ecuador-para-la-asuncion-de-Rafael-Correa-20090809-0027.html
CHL-MB1-J061,311,Michelle Bachelet,Chile,Completed,2009-12-17,2009-12-17,1,Denmark,Europe,Copenhagen,Multilateral,Global Forum,NA,COP15 - XV Conferencia de las Partes de la CMNUCC,NA,Discurso de Bachelet en el segmento de alto nivel de la COP15 sobre cambio climático y multilateralismo.,https://speechbank.un.org/sites/default/files/2023-03/sp_00015_chi_unfccc_cop15_2009.pdf,High,Fecha del discurso confirmada (17/12/2009); fechas exactas de llegada/salida de la comitiva no confirmadas con fuente adicional.,Medio Ambiente/Clima,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-311,https://speechbank.un.org/sites/default/files/2023-03/sp_00015_chi_unfccc_cop15_2009.pdf
CHL-SP1-J077,313,Sebastián Piñera,Chile,Completed,2010-05-25,2010-05-25,1,Argentina,South America,Buenos Aires,Bilateral,Inauguration/Funeral,NA,Bicentenario de la Independencia de Argentina / Cristina Fernández de Kirchner,Jefe de Estado/Gobierno,Presidió la delegación chilena en los festejos del Bicentenario argentino; participó en la inauguración de la Galería Patriotas Latinoamericanos en la Casa Rosada junto a otros jefes de Estado.,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_2010__rev_abril_2014_.pdf,High,"Fuente: Memoria MINREL 2010, capítulo Argentina, ítem b (viajó acompañado del Canciller Moreno y el Ministro de Defensa Ravinet).",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-313,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_2010__rev_abril_2014_.pdf
CHL-SP1-J078,314,Sebastián Piñera,Chile,Completed,2010-10-28,2010-10-28,1,Argentina,South America,Buenos Aires,Bilateral,Inauguration/Funeral,NA,Funeral de Néstor Kirchner,Ex-mandatario/Opositor,"Viajó junto a la Primera Dama Cecilia Morel, el Canciller Moreno y los presidentes del Senado y la Cámara de Diputados para participar en las exequias del ex Presidente Néstor Kirchner; Chile decretó tres días de duelo nacional.",https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_2010__rev_abril_2014_.pdf,High,"Fuente: Memoria MINREL 2010, capítulo Argentina, ítem c.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-314,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_2010__rev_abril_2014_.pdf
CHL-SP1-J081,323,Sebastián Piñera,Chile,Completed,2011-12-02,2011-12-03,2,Venezuela,South America,Caracas,Multilateral,Regional Summit,NA,I Cumbre de la CELAC,NA,Participó en la Cumbre fundacional de la Comunidad de Estados Latinoamericanos y Caribeños (CELAC) en Caracas; Hugo Chávez traspasó la presidencia pro tempore del organismo a Piñera para el período 2012.,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_minrel_2011_2.pdf,High,"'El único encuentro entre presidentes se realizó el 2 y 3 de diciembre, en Caracas, en el marco de la Primera Cumbre de CELAC... Chávez entregó la Presidencia de CELAC al Jefe de Estado chileno' (Memoria MINREL 2011, cap. Venezuela). Primer tramo de gira que continuó a Mérida, México (4-5 dic).",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-323,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_minrel_2011_2.pdf
CHL-SP1-J081,324,Sebastián Piñera,Chile,Completed,2011-12-04,2011-12-05,2,Mexico,North America,Mérida,Multilateral,Regional Summit,NA,II Cumbre de la Alianza del Pacífico y XIII Cumbre del Mecanismo de Tuxtla,NA,"Participó como invitado especial en la II Cumbre de la Alianza del Pacífico y en la XIII Cumbre del Mecanismo de Diálogo y Concertación de Tuxtla, en Mérida, Yucatán.",https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_minrel_2011_2.pdf,High,"Memoria MINREL 2011 (cap. México) da 4-5 de diciembre; una fuente secundaria (chile.gob.cl, cronología bilateral Chile-México) da 1-2 de diciembre; se prioriza la Memoria oficial. Segundo tramo de la gira que incluyó la Cumbre CELAC en Caracas (2-3 dic).",Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELATAM-CHL-324,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_minrel_2011_2.pdf
