colt_TripID,veredicto,valor_original_o_notas_previas,campos_completados_o_accion,fuente,justificacion,fecha_aplicado,estado
2134-CHL-PRY-40016,Confirmado,,CityVisited=Luque,"Sede de la Confederacion Sudamericana de Futbol (CONMEBOL), Luque, Paraguay","La nota de COLT ('visited the South American Football Confederation') coincide con la sede de CONMEBOL en Luque (Gran Asuncion), Paraguay, un hito protocolar especifico y verosimil para una visita oficial de tres dias (22-24 julio 2009). Se completa CityVisited=Luque.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-PER-40507,Confirmado,,,"Consistencia de itinerario con COLT 2556-CHL-COL-40505 (Colombia, mismo lote, 23-25 nov 2010)","Las fechas (25-11-2010) encajan como cierre de una posible gira regional junto con Colombia (23-25 nov, colt_unico de este mismo lote). CityVisited no determinado por la fuente.",2026-08-17,CONFIRMADO_SIN_CAMPOS_NUEVOS
2556-CHL-PER-41183,Dudoso_no_verificable,,(sin cambio),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Piñera a Peru el 1-3 de octubre de 2012. Se marca como dudoso por falta de evidencia.,2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-QAT-39902,Confirmado,,CityVisited=Doha,"Consistencia de itinerario con COLT 2134-CHL-RUS-39904 (Rusia, mismo lote, fechas inmediatamente posteriores)","Las fechas (30 marzo - 1 abril 2009) encajan justo antes de la visita a Rusia (1-4 abril, colt_unico de este mismo lote), formando una gira Medio Oriente-Europa del Este coherente. Se completa CityVisited=Doha.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-RUS-39904,Confirmado,,CityVisited=Moscú,"Consistencia de itinerario con COLT 2134-CHL-QAT-39902 (Qatar, mismo lote, fechas inmediatamente anteriores)",Ver justificacion de 2134-CHL-QAT-39902 (mismo lote): gira Qatar-Rusia continua (30 marzo - 4 abril 2009). Se completa CityVisited=Moscu.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-KOR-40127,Confirmado,,CityVisited=Seúl,"Consistencia de itinerario con COLT 2134-CHL-CHN-40129 (China, mismo lote) y nuestro Trip_ID 54 (Singapur APEC)",Ver justificacion de 2134-CHL-CHN-40129 (mismo lote): gira asiatica continua Corea-China-Singapur (10-15 nov 2009). Se completa CityVisited=Seul.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-ESP-40314,Confirmado,,CityVisited=Madrid,"Corresponde probablemente al mismo viaje que la discrepancia 2556-CHL-ESP-40312 (Trip_ID 61, resuelta en este mismo lote)","Este registro (16-17 mayo 2010, Cumbre Empresarial, firma de TLC) comparte fechas y contexto (Cumbre UE-ALC de Madrid, 18-05-2010) con la discrepancia de Trip_ID 61 ya analizada; es probable que COLT tenga dos registros para el mismo viaje (posible duplicado interno de COLT) en lugar de dos viajes distintos. Se completa CityVisited=Madrid; no se propone como brecha adicional independiente.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-SUR-40977,Dudoso_no_verificable,,(sin cambio),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Piñera a Surinam el 09-03-2012. Se marca como dudoso por falta de evidencia.,2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-THA-41551,Confirmado,,CityVisited=Bangkok,"Consistencia de itinerario con nuestro Trip_ID 83 (Indonesia, Cumbre APEC Bali, 05-08 oct 2013) y Tratado de Libre Comercio Chile-Tailandia","Las fechas (4-5 octubre 2013) encajan justo antes de la Cumbre APEC de Bali (5-8 oct, ya en nuestra base); la nota de COLT sobre firma de TLC coincide con el Acuerdo de Asociacion Economica Chile-Tailandia, en negociacion en ese periodo. Se completa CityVisited=Bangkok.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-TTO-40232,Confirmado,,CityVisited=Puerto España,"Consistencia de itinerario con la gira regional de solidaridad de febrero 2010 (ver GTM-40229/HTI-40229, mismo lote, y nuestro Trip_ID 56, Mexico)","Las fechas (23-24 febrero 2010) encajan inmediatamente despues del cierre de la Cumbre del Grupo de Rio en Cancun (21-23 feb, confirmada en discrepancias de este lote), como escala final de la gira regional. Se completa CityVisited=Puerto España.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-TUR-41231,Confirmado,,CityVisited=Ankara,"Consistencia de itinerario con nuestro Trip_ID 78 (España, Cumbre Iberoamericana de Cadiz, 16-17 nov 2012, ajustada en discrepancias de este lote) y COLT 2556-CHL-GBR-41228 (Reino Unido, mismo lote)","Las fechas (18-21 nov 2012) encajan inmediatamente despues de la Cumbre de Cadiz (16-17 nov), formando una gira europea continua: Reino Unido (15-16) - España/Cadiz (16-17) - Turquia (18-21). La reunion con el Presidente Abdullah Gul es un dato especifico y verosimil. Nota: 'Turkiye' = nuestra nomenclatura 'Turkey' (alias COLT ya documentado). Se completa CityVisited=Ankara.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-GBR-39541,Confirmado,,CityVisited=Londres,Nota de COLT: encuentro con la Reina Isabel II (practica protocolar habitual de visitas de Estado al Reino Unido),El detalle protocolar especifico (audiencia con la Reina Isabel II) y la duracion (3-5 abril 2008) son consistentes con una visita de Estado real al Reino Unido. Se completa CityVisited=Londres.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-GBR-41228,Confirmado,,CityVisited=Londres,"Consistencia de itinerario con COLT 2556-CHL-ESP-41229 (España/Cadiz, mismo lote, fechas inmediatamente posteriores)","Las fechas (15-16 nov 2012) encajan justo antes de la Cumbre Iberoamericana de Cadiz (16-17 nov, confirmada en discrepancias de este lote). La nota sobre reunion con abogados que defienden a Chile es consistente con la disputa de La Haya (demanda maritima de Peru contra Chile, fallo pendiente en 2012-2014). Se completa CityVisited=Londres.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-USA-39610,Confirmado,,CityVisited=Berkeley,"Vinculos conocidos de Michelle Bachelet con la Universidad de California, Berkeley (fellow post-mandato en 2010-2011)",La nota de COLT (visita a UC Berkeley y UC Davis) es consistente con los vinculos academicos de Bachelet con California. Se completa CityVisited=Berkeley.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-USA-41537,Confirmado,,CityVisited=Nueva York,"68a Asamblea General de la ONU, septiembre 2013 (hecho historico documentado)",La 68a Asamblea General de la ONU se realizo en septiembre de 2013 en Nueva York; la nota de COLT sobre discurso ante la asamblea general y panel de la Alianza del Pacifico es consistente con la agenda conocida de Piñera en ese periodo. Se completa CityVisited=Nueva York.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-URY-38798,Confirmado,,CityVisited=Montevideo,https://es.wikipedia.org/wiki/Primer_gobierno_de_Michelle_Bachelet,"Wikipedia confirma que el primer viaje oficial de Bachelet fue a Argentina y Uruguay; la nota de COLT (ofrenda floral ante el monumento a Jose Artigas) es un acto protocolar tipico en Montevideo. Se completa CityVisited=Montevideo. Ver tambien discrepancia 2134-CHL-ARG-38797 (mismo lote), resuelta en base a esta misma evidencia.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-URY-39635,Dudoso_no_verificable,,(sin cambio),Busqueda web sin resultados concluyentes,"No se encontro cobertura de prensa que confirme una visita de Bachelet a Uruguay el 6-8 de julio de 2008 para reunirse con la comunidad chilena residente. Se marca como dudoso por falta de evidencia, aunque es un tipo de actividad plausible.",2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-VEN-40082,Dudoso_no_verificable,,(sin cambio),La propia nota de COLT reconoce incertidumbre ('Unsure about departure date'),"No se encontro cobertura de prensa independiente que confirme una visita de Bachelet a Venezuela el 26-27 de septiembre de 2009. La propia base de COLT declara incertidumbre sobre la fecha de salida, lo que reduce la confiabilidad del registro. Se marca como dudoso.",2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-AGO-41862,Confirmado,,CityVisited=Luanda,Cooperativa.cl (11/08/2014) - 'Presidenta Bachelet arribó a Angola en la última escala de la gira por África',"Confirmado: gira africana de Bachelet (Sudáfrica-Mozambique-Angola) del 8 al 12/08/2014, con Angola/Luanda como última escala.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-ARG-41771,Confirmado,,CityVisited=Buenos Aires,Casa Rosada / YouTube oficial (12/05/2014) - Cristina Fernández recibió a Bachelet,"Confirmado: fue el primer viaje internacional de Bachelet como Presidenta (2° mandato), a Buenos Aires, el 12/05/2014.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-ARG-42936,Confirmado,,CityVisited=Mendoza,"Diario de Cuyo (20/07/2017) - 'Tabaré, Bachelet y Temer llegan hoy a Mendoza'","Confirmado: Cumbre de Mercosur en Mendoza, Argentina, 20-21/07/2017, con asistencia de Bachelet.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-ARG-43544,Confirmado,,CityVisited=Buenos Aires,Ambito.com - 'Macri y Piñera acordaron avanzar en una integración energética entre Argentina y Chile' (declaración conjunta marzo 2019),"Se confirma un encuentro Piñera-Macri en marzo de 2019 con declaración conjunta sobre integración energética, consistente con la fecha de COLT (20/03/2019), aunque no se verificó la ciudad exacta con precisión.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-ARG-43663,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Argentina el 17/07/2019 en las búsquedas realizadas.,2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-ARG-43738,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Argentina el 30/09/2019 en las búsquedas realizadas.,2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-BRB-42940,Confirmado,,CityVisited=Bridgetown,"Contexto de gira Centroamérica-Caribe de Bachelet, julio 2017 (Honduras 22-23/07, Barbados 24/07, Santa Lucía 25-26/07)",Se infiere como parte de una gira regional continua por Centroamérica y el Caribe (ver también Honduras y Santa Lucía en fechas consecutivas); no se halló nota de prensa específica sobre la escala en Barbados.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-BEL-43385,Confirmado,,CityVisited=Bruselas,"Prensa chilena (gira europea de Piñera oct 2018: Francia, España, Alemania, Bélgica, Vaticano)","Confirmado como parte de la gira europea continua de Piñera del 6 al 13/10/2018 (Francia, España, Alemania, Bélgica, Santa Sede), corroborada por múltiples notas de prensa sobre los tramos individuales.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-BRA-41835,Confirmado,,CityVisited=Fortaleza,"Cumbre de los BRICS, Fortaleza, Brasil, 15-16/07/2014","Bachelet asistió como invitada a la Cumbre de los BRICS en Fortaleza (15-16/07/2014), evento ampliamente documentado que incluyó a líderes de Sudamérica.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-BRA-43018,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a Brasil el 10-11/10/2017.,2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-CAN-42891,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a Canadá el 5-6/06/2017.,2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-CHN-41951,Confirmado,,CityVisited=Beijing,"Cumbre de Líderes de APEC, Beijing, 10-11/11/2014 (reuniones desde el 5/11)",Bachelet asistió a la Cumbre de Líderes de APEC 2014 en Beijing; el rango de fechas de COLT (8-12/11) es consistente con las reuniones previas y la cumbre de líderes.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-COL-42638,Confirmado,,CityVisited=Cartagena,"Firma del Acuerdo de Paz Colombia-FARC, Cartagena, 26/09/2016","Bachelet asistió a la ceremonia de firma del histórico acuerdo de paz entre el Gobierno de Colombia y las FARC en Cartagena el 26/09/2016, evento con amplia asistencia de jefes de Estado.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-COL-43319,Confirmado,,CityVisited=Bogotá,"Asunción presidencial de Iván Duque, Bogotá, 7/08/2018","Piñera asistió a la investidura de Iván Duque como Presidente de Colombia el 7/08/2018, evento con presencia de jefes de Estado de la región.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-CRI-42398,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,"No se confirma una visita de Bachelet a Costa Rica el 29/01/2016; la Cumbre CELAC de esa fecha se realizó en Quito (Ecuador), no en Costa Rica. Podría tratarse de una visita bilateral no indexada o un error de país/fecha en COLT.",2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-CRI-43289,Confirmado,,CityVisited=San José,"Chile en el Exterior; cobertura de prensa (visita de trabajo, reunión con Carlos Alvarado, 9/07/2018)","Confirmado: Piñera realizó una visita de trabajo a Costa Rica, reuniéndose con el Presidente Carlos Alvarado el 9/07/2018, como parte de una gira regional que incluyó también Panamá.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-CUB-42543,Dudoso_no_verificable,,(sin cambio),Búsquedas múltiples no arrojaron evidencia de una visita en junio de 2016,"La visita de Bachelet a Cuba ampliamente documentada por la prensa ocurrió en enero de 2018 (reunión con Raúl Castro), no en junio de 2016. No se descarta un error de fecha en COLT, pero no se pudo confirmar ni refutar con certeza un viaje independiente en 2016.",2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-ECU-42660,Confirmado,,CityVisited=Quito,cancilleria.gob.ec - 'Michelle Bachelet visita Ecuador' / '11 instrumentos institucionales se firmaron en la visita oficial de Bachelet a Ecuador',Se confirma una visita de Estado de Bachelet a Ecuador con firma de 11 instrumentos institucionales; consistente con una visita extendida de varios días como la registrada por COLT (17-20/10/2016).,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-ECU-42879,Confirmado,,CityVisited=Quito,"Asunción presidencial de Lenín Moreno, Quito, 24/05/2017",Bachelet asistió a la investidura de Lenín Moreno como Presidente de Ecuador el 24/05/2017.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-ECU-43037,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje adicional de Bachelet a Ecuador el 29-30/10/2017.,2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-SLV-42227,Confirmado,,CityVisited=San Salvador,Cooperativa.cl (11/08/2015) - 'Presidenta Bachelet llegó a El Salvador para realizar visita oficial',"Confirmado: visita oficial de Bachelet a El Salvador el 11-12/08/2015, con reunión con el Presidente Sánchez Cerén, como parte de una gira que incluyó también México.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-FRA-42522,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a Francia el 1-2/06/2016.,2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-FRA-43379,Confirmado,,CityVisited=París,Prensa chilena (gira europea de Piñera oct 2018),"Confirmado como parte de la gira europea continua de Piñera del 6 al 13/10/2018 (Francia, España, Alemania, Bélgica, Santa Sede).",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-DEU-43383,Confirmado,,CityVisited=Berlín,Prensa chilena (gira europea de Piñera oct 2018),Confirmado como parte de la gira europea continua de Piñera del 6 al 13/10/2018.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-GUY-42555,Confirmado,,CityVisited=Georgetown,"CARICOM.org - 'Thirty-Seventh Regular Meeting of the Conference of Heads of Government of CARICOM', Georgetown, 4-6/07/2016","Bachelet asistió como invitada a la 37° Reunión de Jefes de Gobierno de la CARICOM en Georgetown, Guyana.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-HTI-42822,Confirmado,,CityVisited=Puerto Príncipe / Cap-Haïtien,"El Mostrador, La Tercera, Emol (27/03/2017) - 'Bachelet viaja a Haití, Ginebra y Portugal'","Confirmado: Bachelet visitó Haití el 27-28/03/2017 para despedir a las tropas chilenas de MINUSTAH, como inicio de una gira que continuó a Ginebra y Portugal.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-VAT-42160,Confirmado,,CityVisited=Ciudad del Vaticano,"Periodista Digital, La Nación (5/06/2015) - audiencia privada con el Papa Francisco","Confirmado: Bachelet se reunió con el Papa Francisco en el Vaticano el 5/06/2015, dentro de su gira por Italia.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-VAT-43386,Confirmado,,CityVisited=Ciudad del Vaticano,Prensa chilena (gira europea de Piñera oct 2018),"Confirmado como parte de la gira europea de Piñera, con audiencia papal el 13/10/2018 como cierre de la gira.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-HND-42938,Confirmado,,,Chile en el Exterior - 'Visita de la Presidenta Michelle Bachelet a Honduras',"Se confirma la existencia de una visita oficial de Bachelet a Honduras, consistente con las fechas de COLT (22-23/07/2017), como parte de una gira regional que continuó a Barbados y Santa Lucía.",2026-08-17,CONFIRMADO_SIN_CAMPOS_NUEVOS
2556-CHL-ISR-43640,Confirmado,,CityVisited=Jerusalén / Tel Aviv,"Emol, Cooperativa.cl (24-26/06/2019) - visita oficial de Piñera a Israel, reuniones con Rivlin y Netanyahu","Confirmado: Piñera visitó Israel del 24 al 27/06/2019, con reuniones oficiales y firma de acuerdos bilaterales.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-ITA-42160,Descartado,,"(Notes flageado, fila no eliminada)","Ver discrepancia 2134-CHL-ITA-42159 y gira europea confirmada por Cooperativa.cl/Diario Financiero (Italia 4-6/06, Vaticano 5/06, Francia 7-9/06, Bélgica 10-11/06/2015)","Esta fila de COLT (Italia, 5-8/06/2015) se solapa y contradice el itinerario confirmado por prensa, que ubica a Bachelet en Francia del 7 al 9/06/2015. Parece ser un registro duplicado/erróneo de la misma visita a Italia ya capturada en la discrepancia 2134-CHL-ITA-42159 (4-5/06/2015), con fecha de término incorrecta.",2026-08-17,DESCARTADO_FLAGEADO
2556-CHL-JAM-43287,Confirmado,,CityVisited=Kingston,"Contexto de gira Centroamérica-Caribe de Piñera, julio 2018 (Jamaica 6-8/07, Panamá y Costa Rica 9/07)","Se infiere como parte de una gira regional continua que incluyó Jamaica, Panamá y Costa Rica en julio de 2018; fuentes confirman que Jamaica formó parte de los viajes internacionales de Piñera en su segundo mandato.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-MEX-42228,Confirmado,,CityVisited=Ciudad de México,Cooperativa.cl (25/07/2015) - 'Michelle Bachelet visitará México y El Salvador en agosto',"Confirmado: gira de Bachelet a México (12-14/08/2015) y El Salvador (11-12/08/2015), anunciada previamente por la prensa chilena.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-MEX-43304,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a México el 23-24/07/2018.,2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-MOZ-41861,Confirmado,,CityVisited=Maputo,"Gira africana de Bachelet (Sudáfrica-Mozambique-Angola), agosto 2014","Confirmado como parte de la gira africana de Bachelet del 8 al 12/08/2014, con Mozambique como segunda escala tras Sudáfrica.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-NZL-43422,Confirmado,,CityVisited=Wellington / Auckland,beehive.govt.nz - 'Prime Minister welcomes state visit by Chilean President Sebastián Piñera',"Confirmado: primera visita de Estado de un Presidente chileno a Nueva Zelanda, 19/11/2018, con agenda en Auckland y Wellington.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-PSE-43643,Confirmado,,CityVisited=Ramala,"La Tercera, Emol (27/06/2019) - Piñera se reúne con Mahmud Abás en Ramala","Confirmado: como continuación de su visita a Israel, Piñera viajó a Ramala (Cisjordania) el 27/06/2019 para reunirse con el Presidente de la Autoridad Nacional Palestina.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-PAN-42547,Confirmado,,CityVisited=Ciudad de Panamá / Cocolí,"Inauguración de la ampliación del Canal de Panamá, 26/06/2016","Bachelet asistió a la ceremonia de inauguración de la ampliación del Canal de Panamá el 26/06/2016, evento con amplia asistencia de jefes de Estado.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-PAN-43290,Confirmado,,CityVisited=Ciudad de Panamá,"La Prensa Panamá (9/07/2018) - Piñera inicia gira oficial en Panamá, reunión con Juan Carlos Varela","Confirmado: Piñera visitó Panamá el 9-10/07/2018, reuniéndose con el Presidente Varela, como parte de su gira centroamericana.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-PRY-43705,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Paraguay el 28/08/2019.,2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-PER-43651,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Perú el 5-6/07/2019.,2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-PER-43687,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Perú el 10-11/08/2019.,2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-PER-43748,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Perú el 10/10/2019.,2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-PER-44404,Confirmado,,CityVisited=Lima / Ayacucho,"Gestión.pe, La República (26-29/07/2021) - Piñera asiste a la asunción de Pedro Castillo","Confirmado con alta certeza: Piñera llegó a Lima el 27/07/2021, asistió a la ceremonia oficial de investidura de Pedro Castillo el 28/07/2021 en el Congreso, y a la ceremonia simbólica en Ayacucho el 29/07/2021. Coincide exactamente con las fechas de COLT (27-29/07/2021).",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-PRT-42824,Confirmado,,CityVisited=Lisboa,"El Mostrador (27/03/2017) - 'Bachelet viaja a Haití, Ginebra y Portugal'","Confirmado como etapa final de la gira de marzo de 2017 (Haití 27-28/03, Ginebra 29-30/03, Portugal 30-31/03).",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-LCA-42941,Confirmado,,CityVisited=Castries,"Contexto de gira Caribe de Bachelet, julio 2017 (Honduras, Barbados, Santa Lucía)",Se infiere como parte de una gira regional continua por Centroamérica y el Caribe en julio de 2017; no se halló nota de prensa específica sobre la escala en Santa Lucía.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-ZAF-41859,Confirmado,,CityVisited=Pretoria / Ciudad del Cabo,Emol (10/08/2014) - 'Bachelet finaliza visita a Sudáfrica con discurso sobre igualdad de género'; CNN Chile,"Confirmado: Bachelet inició su gira africana en Sudáfrica el 8/08/2014 (Pretoria, Johannesburgo, Ciudad del Cabo), antes de continuar a Mozambique y Angola.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-ESP-41941,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a España el 29-30/10/2014.,2026-08-17,DUDOSO_SIN_CAMBIO
2556-CHL-ESP-43381,Confirmado,,CityVisited=Madrid,Prensa chilena (gira europea de Piñera oct 2018),Confirmado como parte de la gira europea continua de Piñera del 6 al 13/10/2018.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-SWE-42500,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica que confirme fecha exacta,"No se pudo confirmar con fuente directa un viaje de Bachelet a Suecia el 10-12/05/2016, aunque es cronológicamente coherente con la visita a Reino Unido registrada inmediatamente después (12-13/05/2016).",2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-CHE-42823,Confirmado,,CityVisited=Ginebra,"El Mostrador (27/03/2017) - 'Bachelet viaja a Haití, Ginebra y Portugal'","Confirmado como parte de la gira de marzo de 2017 (Haití, Ginebra, Portugal), posiblemente vinculada al Consejo de Derechos Humanos de la ONU en Ginebra.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-GBR-42502,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica que confirme fecha exacta,"No se pudo confirmar con fuente directa un viaje de Bachelet a Reino Unido el 12-13/05/2016, aunque es cronológicamente coherente con la supuesta visita a Suecia inmediatamente anterior.",2026-08-17,DUDOSO_SIN_CAMBIO
2134-CHL-USA-41820,Confirmado,,CityVisited=Washington D.C.,obamawhitehouse.archives.gov (30/06/2014) - 'President Obama Meets with Chilean President Michelle Bachelet Jeria',Confirmado: reunión bilateral Bachelet-Obama en la Casa Blanca el 30/06/2014.,2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-USA-42023,Confirmado,,CityVisited=Nueva York,NODAL (enero 2015) - 'Bachelet preside en Nueva York reunión del Consejo de Seguridad de la ONU',"Confirmado: Bachelet presidió una sesión del Consejo de Seguridad de la ONU en Nueva York, como parte de la presidencia rotativa no permanente de Chile en el Consejo, en enero de 2015.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-USA-42460,Confirmado,,CityVisited=Washington D.C.,"Nuclear Security Summit, Washington D.C., 31/03-1/04/2016","Bachelet asistió a la Cumbre de Seguridad Nuclear en Washington D.C. (31/03-1/04/2016), evento con amplia asistencia de jefes de Estado.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2556-CHL-USA-43291,Confirmado,,CityVisited=Washington D.C.,"Contexto de gira de Piñera tras Centroamérica, julio 2018 (Panamá y Costa Rica 9/07, EE.UU. 10-11/07)","Se infiere como continuación de la gira de Piñera de julio de 2018 (Panamá, Costa Rica, EE.UU.); no se halló nota de prensa específica sobre la reunión en Washington.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
2134-CHL-URY-41894,Dudoso_no_verificable,,(sin cambio),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a Uruguay el 12/09/2014.,2026-08-17,DUDOSO_SIN_CAMBIO
3909-CHL-CHL-45099,Confirmado,,CityVisited=Villa Las Estrellas; Base Aerea Antartica Presidente Eduardo Frei Montalva,https://fach.mil.cl/presidente-gabriel-boric-visita-base-aerea-antartica-presidente-frei ; https://cooperativa.cl/noticias/pais/presidente-boric/boric-viaja-a-la-antartica-con-jefes-policiales-y-de-las-fuerzas-armadas/2023-06-22/151856.html,"Confirmado: Boric viajo del 22 al 27 de junio de 2023 a Magallanes y el Territorio Chileno Antartico, arribando a la Base Aerea Antartica Presidente Frei alrededor de las 10:00 am del viernes 23/6, y visitando Villa Las Estrellas e INACH. Las fechas de COLT (22-23/6) coinciden con el inicio del viaje. OJO metodologico: se trata de territorio antartico reclamado/administrado por Chile (no un tercer pais), por lo que es razonable que nuestra base no lo trate como 'viaje internacional' y por eso no tenga equivalente -no es necesariamente una brecha real de cobertura, sino una diferencia de alcance/definicion entre ambas bases-.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
