PELATAM_TripID,MetHostHoGS,MetNonhostHOGS,NonhostHOGSNames,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeaderName,fuente,justificacion,fecha
PELATAM-CHL-186,Yes,No,,Yes,Yes,No_verificable,No_verificable,No,,https://www.infobae.com/politica/2026/04/06/javier-milei-recibe-a-antonio-kast-con-intencion-de-reforzar-la-sintonia-e-intensificar-la-coordinacion-del-gabinete/ ; https://www.t13.cl/noticia/politica/gobierno-kast-islas-malvinas-reune-milei-su-primer-viaje-6-4-2026,"Kast fue recibido por Milei en la Casa Rosada el 6-abr-2026 en su primer viaje internacional (MetHostHoGS=Yes, confirmado explícitamente). Tras la reunión ampliada, las cancillerías de ambos países publicaron una declaración conjunta que hizo público el respaldo de Chile a la soberanía argentina sobre Malvinas, Georgias del Sur, Sandwich del Sur y espacios marítimos circundantes (SignedAgreement=Yes); esta declaración generó incluso controversia política interna en Chile por su redacción. Kast realizó declaraciones públicas sustantivas tras la reunión (prensa.presidencia.cl), calificando el encuentro como 'histórico' (PublicAddress=Yes). La visita coincidió simbólicamente con la conmemoración de la Batalla de Maipú, pero no se halló evidencia de participación en un acto conmemorativo/ceremonial específico, por lo que se marca con incertidumbre. No se halló evidencia de encuentro con otros jefes de Estado, foro empresarial o líder de organismo internacional.",2026-08-18
PELATAM-CHL-187,Yes,Yes,Lula da Silva (Brasil); Rodrigo Paz (Bolivia); Daniel Noboa (Ecuador),Yes,Yes,Yes,Yes,No_verificable,,https://www.latercera.com/politica/noticia/con-enfasis-en-coordinacional-regional-en-migracion-y-seguridad-el-estreno-de-kast-en-su-primera-cumbre-internacional/ ; https://elnacional.com.py/politica/en-marco-agenda-bilateral-kast-reunio-pena-recibio-homenaje-congreso-n108313 ; https://www.theclinic.cl/2026/07/01/presidente-kast-sostuvo-discurso-ante-el-congreso-de-paraguay-y-destaco-politicas-internas-bajando-impuestos-han-crecido/,"Kast sostuvo bilateral con el anfitrión Peña (firma de acuerdos de cooperación económica y crimen transnacional) y reuniones con Lula, con Bolivia (Paz) y se reporta agenda con Noboa. Dio un discurso de ~13 min en la Cumbre del Mercosur y otro de ~10 min ante el Congreso paraguayo en sesión de honor (ceremonia). Viajó con delegación empresarial (CPC, Sofofa, SNA). No se halló evidencia de encuentro con líder de organismo internacional.",2026-08-18
PELATAM-CHL-188,Yes,No,,Yes,Yes,No,No_verificable,No,,https://www.biobiochile.cl/noticias/internacional/america-latina/2026/07/01/kast-y-orsi-acuerdan-en-uruguay-reforzar-la-cooperacion-bilateral-contra-el-narco-y-crimen-organizado.shtml ; https://www.cronista.com/uruguay/actualidad-uy/orsi-y-kast-firman-acuerdos-bilaterales-sobre-firma-digital-y-escuelas-de-diplomacia/,"Visita bilateral estricta a Uruguay; se reunió con el anfitrión Orsi y emitieron una declaración conjunta a la prensa. Firmaron el Acuerdo de reconocimiento mutuo de firma digital y el MOU Instituto Artigas-Academia Diplomática Andrés Bello. No hay evidencia de encuentro con otros jefes de Estado, sitio cultural/ceremonia, foro empresarial ni líder de organismo internacional.",2026-08-18
PELATAM-CHL-191,Yes,No_verificable,,No_verificable,Yes,Yes,No,No_verificable,,https://www.latercera.com/politica/noticia/boric-visitara-francia-para-participar-de-ceremonia-inaugural-y-actividades-oficiales-de-los-juegos-olimpicos-2024/2JB5ZOILERBUZOBSYT56OK6ADU/ ; https://www.minrel.gob.cl/sala-de-prensa/canciller-participa-en-reunion-bilateral-entre-el-presidente-gabriel-boric ; https://www.afd.fr/en/actualites/paris-2024-groundbreaking-summit-sport-youth-and-sustainable-development,"Boric sostuvo reunión bilateral confirmada con Macron (anfitrión). Asistió a la ceremonia inaugural JJOO 2024 (ceremonia) y a la Cumbre por el Deporte y Desarrollo Sostenible en el Louvre, donde 60+ jefes de Estado/Gobierno respaldaron el 'Acuerdo de París para el Deporte y el Desarrollo Sostenible'. No se confirmaron nombres específicos de otros jefes de Estado con los que se reunió bilateralmente, ni una intervención pública específica de Boric, ni contacto puntual con el presidente del COI (Thomas Bach), pese a la coincidencia en el evento.",2026-08-18
PELATAM-CHL-206,Yes,Yes,Fernando de la Rúa (Argentina); Jorge Batlle (Uruguay); Luis González Macchi (Paraguay); Hugo Banzer/Jorge Quiroga (Bolivia),Yes,Yes,No,No,No_verificable,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2000,"XIX Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile en Florianópolis, anfitrión Fernando Henrique Cardoso (Brasil). MetNonhostHOGS, PublicAddress y SignedAgreement se infieren del formato institucional estándar de estas cumbres (foto oficial conjunta, intervención de cada mandatario, Comunicado Conjunto de los Presidentes de los Estados Partes del MERCOSUR, Bolivia y Chile), no se halló cobertura de prensa específica de esta cumbre puntual más allá del archivo de itinerarios.",2026-08-18
PELATAM-CHL-215,Yes,No_verificable,,No_verificable,No_verificable,No,No,No_verificable,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2001 ; https://backuphistorico.wordpress.com/2016/12/20/la-crisis-argentina-del-2001-y-la-renuncia-de-de-la-rua/,"La XX Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile en Montevideo (20-21 dic 2001) coincidió exactamente con el estallido de la crisis institucional argentina y la renuncia de Fernando de la Rúa (20 dic 2001). Hay evidencia de que la cumbre fue afectada/suspendida por la ausencia de la delegación argentina. El itinerario de Lagos confirma el viaje a Montevideo, por lo que se asume que se reunió con el anfitrión Jorge Batlle, pero no fue posible verificar el desarrollo efectivo de la cumbre (otros asistentes, declaración final, discursos) dado el contexto excepcional.",2026-08-18
PELATAM-CHL-220,Yes,Yes,Alejandro Toledo (Perú); otros jefes de Estado y de Gobierno latinoamericanos (13 presidentes y 4 vicepresidentes asistieron a la XVI Cumbre del Grupo de Río),Yes,Yes,No,No,No_verificable,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2002,"XVI Cumbre del Grupo de Río en San José, coincidente con el golpe de Estado contra Chávez en Venezuela (11-13 abril 2002). Los presidentes de Costa Rica (anfitrión, Miguel Ángel Rodríguez), Perú (Toledo) y Chile (Lagos) suscribieron una declaración de seis puntos condenando la interrupción del orden constitucional en Venezuela, lo que evidencia participación activa (discurso/posición pública) y firma de documento conjunto.",2026-08-18
PELATAM-CHL-229,Yes,No,,No_verificable,No_verificable,No_verificable,No_verificable,No,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2002,"Visita oficial de un día a Tegucigalpa para reunirse con Ricardo Maduro, previa a la XII Cumbre Iberoamericana en Rep. Dominicana. Se confirma el encuentro con el anfitrión (objetivo explícito del viaje), pero no se halló cobertura de prensa detallada sobre discursos, agenda cultural/ceremonial, foro empresarial o acuerdos firmados en esta escala puntual (el protocolo bilateral Chile-Honduras al TLC con Centroamérica se firmó recién en 2005).",2026-08-18
PELATAM-CHL-236,Yes,Yes,Fidel Castro (Cuba); Hugo Chávez (Venezuela); Lula da Silva (Brasil); Mireya Moscoso (Panamá); Gonzalo Sánchez de Lozada (Bolivia); Alejandro Toledo (Perú); Luis González Macchi (Paraguay); Álvaro Uribe (Colombia),No,No,Yes,No,No_verificable,,https://www.c5n.com/politica/a-20-anos-la-asuncion-nestor-kirchner-el-dia-que-empezo-cambiar-la-historia-n112481,"Asistencia a la ceremonia de transmisión de mando de Néstor Kirchner en Buenos Aires, con numerosos jefes de Estado/Gobierno presentes (nombres confirmados). Los mandatarios invitados no suelen dar discursos en la ceremonia (protagonizada por el nuevo presidente) ni se firman acuerdos en este tipo de visitas de un día.",2026-08-18
PELATAM-CHL-237,Yes,Yes,"Néstor Kirchner (Argentina); Lula da Silva (Brasil); Jorge Batlle (Uruguay); Hugo Chávez (Venezuela, invitado)",Yes,Yes,No,No,No_verificable,,https://urru.org/videosbolibananos/discursos/XXIV_Cumbre_Presidencial_MERCOSUR_18jun2003.pdf,"XXIV Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile en Asunción (anfitrión: presidente de Paraguay Luis González Macchi, quien gobernó hasta agosto 2003). Se confirma la asistencia de Kirchner (recién asumido), Lula, y de Chávez como invitado (existe registro de su discurso en la cumbre). PublicAddress y SignedAgreement siguen el patrón institucional estándar (Comunicado Conjunto de los Presidentes).",2026-08-18
PELATAM-CHL-245,Yes,Yes,Néstor Kirchner (Argentina); Lula da Silva (Brasil); Nicanor Duarte Frutos (Paraguay),Yes,Yes,No,No,No_verificable,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2003,"XXV Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile en Montevideo, anfitrión Jorge Batlle. MetNonhostHOGS, PublicAddress y SignedAgreement se basan en el patrón institucional estándar de estas cumbres (Comunicado Conjunto de los Presidentes); no se halló cobertura de prensa específica adicional a la fuente del archivo de itinerarios.",2026-08-18
PELATAM-CHL-251,Yes,No_verificable,,No_verificable,No,Yes,No,No_verificable,,https://www6.rel-uita.org/internacional/mandela2.htm ; https://www.emol.com/noticias/nacional/2004/04/25/145881/presidente-lagos-inicia-gira-internacional.html,"Investidura de Thabo Mbeki para su segundo mandato, coincidente con el 10º aniversario del fin del apartheid en Pretoria (ceremonia ante 40.000 asistentes y 6.000 invitados, incluidos numerosos jefes de Estado africanos y delegaciones internacionales). Se confirma la asistencia de Lagos y del presidente de Uruguay, pero no se identificaron encuentros bilaterales específicos documentados con otros mandatarios.",2026-08-18
PELATAM-CHL-258,Yes,Yes,Lula da Silva (Brasil); Nicanor Duarte Frutos (Paraguay); Carlos Mesa (Bolivia),Yes,Yes,No,No,No_verificable,,https://www.gettyimages.es/fotos/summit-of-the-mercosur-in-puerto-iguazu,"XXVI Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile en Puerto Iguazú, anfitrión Néstor Kirchner. Confirmada la presencia conjunta de Lagos, Lula, Duarte Frutos y Mesa (registro fotográfico). PublicAddress y SignedAgreement siguen el patrón institucional estándar de Comunicado Conjunto de los Presidentes.",2026-08-18
PELATAM-CHL-262,Yes,No,,No_verificable,No_verificable,No,No,No,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004,"Visita de trabajo de un día a Buenos Aires para reunirse con Néstor Kirchner, previa a la asunción de Martín Torrijos en Panamá. Se confirma el objetivo de reunirse con el anfitrión, pero no se encontró cobertura de prensa detallada sobre esta escala puntual.",2026-08-18
PELATAM-CHL-263,Yes,No_verificable,,No_verificable,No,Yes,No,No_verificable,,https://es.wikipedia.org/wiki/Mart%C3%ADn_Torrijos_Espino,"Transmisión de mando de Martín Torrijos en Panamá (1 sep 2004), a la que asistieron diez jefes de Estado extranjeros (sin Castro ni Chávez, que habían sido invitados originalmente), además de más de 70 delegaciones y el Secretario de Estado de EEUU Colin Powell. No se identificaron los nombres de los diez jefes de Estado asistentes ni evidencia de un discurso de Lagos en la ceremonia.",2026-08-18
PELATAM-CHL-265,Yes,No,,No_verificable,No_verificable,No,No,No,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2004,"Visita de trabajo de un día a Ciudad de México para reunirse con Vicente Fox, tras la Asamblea General de la ONU en Nueva York. Se confirma el objetivo de reunirse con el anfitrión, pero no se encontró cobertura de prensa detallada sobre acuerdos firmados, discursos u otras actividades en esta escala puntual.",2026-08-18
PELATAM-CHL-283,No,No,,Yes,No,Yes,No,No,,https://today.duke.edu/2005/05/honorary.html ; https://www.alamy.com/president-of-chile-ricardo-lagos-gives-the-commencement-address-during-duke-universitys-graduation-sunday-may-15-2005-in-durham-nc,Lagos pronunció el discurso de graduación (commencement address) en Duke University el 15 de mayo de 2005 y recibió un doctorado honoris causa en Leyes previo a su discurso (ceremonia de graduación). Visita estrictamente académica; no hay evidencia de encuentro con el jefe de Estado/Gobierno de EEUU.,2026-08-18
PELATAM-CHL-288,Yes,No,,Yes,No,Yes,No_verificable,No,,https://cooperativa.cl/noticias/pais/relaciones-exteriores/colombia/lagos-insto-a-que-los-amigos-europeos-apoyen-el-proceso-de-paz/2005-09-02/175647.html,"Visita de Estado a Colombia (1-3 sep 2005). Lagos se reunió con Uribe (anfitrión), quien lo condecoró con la Orden de San Carlos (ceremonia/honor). Lagos realizó declaraciones públicas instando a apoyo europeo al proceso de paz colombiano (discurso/declaración pública). Se discutió un futuro acuerdo de complementación económica pero no se firmó durante esta visita específica.",2026-08-18
PELATAM-CHL-290,Yes,Yes,Jefes de Estado de los países sudamericanos participantes en la I Reunión de Jefes de Estado de la Comunidad Sudamericana de Naciones (nombres no individualizados más allá del anfitrión),Yes,Yes,No,No,No_verificable,,https://www.palermo.edu/economicas/cedex/pdf/articulo_comunidad_sudamericana_de_naciones.pdf,"I Reunión de Jefes de Estado de la Comunidad Sudamericana de Naciones en Brasilia (29-30 sep 2005), anfitrión Lula da Silva. Los mandatarios aprobaron estructuras institucionales mínimas y áreas prioritarias de acción (documento conjunto). PublicAddress sigue el formato estándar de intervención de cada jefe de Estado.",2026-08-18
PELATAM-CHL-291,No_verificable,No,,Yes,No,No,Yes,No_verificable,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,"Participación en foro del Council of the Americas en Nueva York, organización empresarial líder dedicada a las relaciones económicas EEUU-América Latina (calificación directa como BusinessLeaderOrForum=Yes). El objetivo del viaje confirma la participación en el foro, lo que típicamente implica una intervención pública (discurso), aunque no se halló el texto/registro específico de esa intervención.",2026-08-18
PELATAM-CHL-294,Yes,No_verificable,,No,No,Yes,No,No,,https://es.zenit.org/2005/10/23/chile-se-reune-en-torno-a-benedicto-xvi-al-canonizar-al-padre-hurtado/,"Canonización del Padre Alberto Hurtado por el Papa Benedicto XVI en la Plaza de San Pedro (23 oct 2005), la primera del pontificado de Benedicto XVI. Lagos encabezó la delegación oficial chilena, lo que en el protocolo vaticano habitualmente conlleva una audiencia con el Sumo Pontífice (jefe de Estado de la Ciudad del Vaticano). No se halló confirmación explícita de un discurso público de Lagos en esta instancia.",2026-08-18
PELATAM-CHL-295,No_verificable,No_verificable,,No_verificable,No,No_verificable,No,No_verificable,,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,"Escala de trabajo en Estrasburgo (24-25 oct 2005) entre la canonización del Padre Hurtado en el Vaticano y la investidura honoris causa en Salamanca. Pese a búsquedas específicas sobre actividades de Lagos en el Parlamento Europeo o el Consejo de Europa en esas fechas, no se halló cobertura de prensa ni registro oficial que precise el contenido de la agenda, por lo que la mayoría de los campos se marcan como no verificables.",2026-08-18
PELATAM-CHL-296,No,No,,Yes,No,Yes,No,No,,https://gredos.usal.es/bitstream/handle/10366/56116/DHC_LagosR_2005.pdf,"Investidura de Lagos como Doctor Honoris Causa por la Universidad de Salamanca (25 oct 2005), con discurso publicado ('La necesidad de Europa'). Ceremonia solemne de investidura académica (ceremonia). Visita estrictamente académica, sin evidencia de encuentro con el jefe de Estado/Gobierno de España.",2026-08-18
PELATAM-CHL-299,Yes,Yes,Néstor Kirchner (Argentina); Lula da Silva (Brasil); Nicanor Duarte Frutos (Paraguay); Hugo Chávez (Venezuela); Alejandro Toledo (Perú); Eduardo Rodríguez Veltzé (Bolivia),Yes,Yes,No,No,No_verificable,,búsqueda web: XXIX Cumbre Mercosur Montevideo diciembre 2005 (Framework Agreement on Energy Complementation),"XXIX Cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile en Montevideo (7-9 dic 2005), anfitrión Tabaré Vázquez. Confirmado que ocho jefes de Estado llegaron (los cuatro miembros plenos más Venezuela, Chile, Bolivia y Perú como asociados; Ecuador y Colombia representados por vicepresidentes). Se firmó el Acuerdo Marco de Complementación Energética entre los Estados del MERCOSUR y Estados Asociados.",2026-08-18
PELATAM-CHL-308,Yes,Yes,Lula da Silva (Brasil) [Hugo Chávez canceló su viaje a último momento],No,No,Yes,No,No_verificable,,https://es.wikipedia.org/wiki/Investidura_presidencial_de_Mauricio_Funes,"Transmisión de mando de Mauricio Funes en El Salvador (1 jun 2009), primer presidente del FMLN. Bachelet encabezó la delegación chilena; se confirma la presencia de Lula da Silva. Ceremonia de investidura (ceremonia); los mandatarios invitados no suelen dar discursos ni firmar acuerdos en este tipo de eventos.",2026-08-18
PELATAM-CHL-310,Yes,Yes,Cristina Fernández de Kirchner (Argentina),Yes,No_verificable,Yes,No,No_verificable,,https://www.diariodecuyo.com.ar/argentina/Cristina-llego-a-Ecuador-para-la-asuncion-de-Rafael-Correa-20090809-0027.html,"III Reunión Ordinaria de UNASUR en Quito (10 ago 2009), donde Bachelet traspasó la presidencia pro tempore a Rafael Correa (anfitrión), coincidiendo con la segunda investidura de Correa bajo la nueva Constitución (ceremonia). Confirmada la participación de Cristina Fernández de Kirchner en la cumbre y en el acto de reasunción de Correa. El traspaso protocolar de la presidencia implica una intervención pública de Bachelet.",2026-08-18
PELATAM-CHL-311,No_verificable,No_verificable,,Yes,No_verificable,No,No,No_verificable,,https://speechbank.un.org/sites/default/files/2023-03/sp_00015_chi_unfccc_cop15_2009.pdf,"Segmento de alto nivel de la COP15 en Copenhague (16-18 dic 2009), con ~115 jefes de Estado/Gobierno presentes. Discurso de Bachelet confirmado por fuente primaria (speechbank.un.org). No se pudo verificar un encuentro específico con el anfitrión (Dinamarca es monarquía; jefe de Gobierno es el Primer Ministro) ni con otros mandatarios en particular. El 'Acuerdo de Copenhague' fue objeto de disputa y no fue formalmente adoptado por consenso en la propia COP15.",2026-08-18
PELATAM-CHL-313,Yes,Yes,José Mujica (Uruguay); Hugo Chávez (Venezuela); Rafael Correa (Ecuador); Lula da Silva (Brasil),No_verificable,No,Yes,No,No_verificable,,https://www.chile.gob.cl/chile/blog/argentina/buenos-aires/canciller-participa-con-el-presidente-pinera-en-bicentenario-de-argentina,"Piñera presidió la delegación chilena en los festejos del Bicentenario argentino (25 mayo 2010) e participó en la inauguración de la Galería de Patriotas Latinoamericanos en la Casa Rosada, junto a Cristina Fernández de Kirchner (anfitriona) y los presidentes de Uruguay, Venezuela, Ecuador y Brasil (confirmados). El discurso principal del acto fue de la anfitriona; no se confirmó una intervención pública específica de Piñera.",2026-08-18
PELATAM-CHL-314,Yes,Yes,Evo Morales (Bolivia); Hugo Chávez (Venezuela); Lula da Silva (Brasil); Juan Manuel Santos (Colombia); Rafael Correa (Ecuador); José Mujica (Uruguay),No,No,Yes,No,No_verificable,,https://en.wikipedia.org/wiki/Death_and_state_funeral_of_N%C3%A9stor_Kirchner,"Piñera viajó junto a la Primera Dama, el Canciller y los presidentes del Senado y la Cámara de Diputados a las exequias de Néstor Kirchner (28 oct 2010); Chile decretó tres días de duelo nacional. Confirmada la presencia de Cristina Fernández de Kirchner (anfitriona) y de Morales, Chávez, Lula, Santos, Correa y Mujica en el velatorio. Funeral de Estado (ceremonia); no hay evidencia de discursos ni acuerdos firmados por los mandatarios visitantes.",2026-08-18
PELATAM-CHL-323,Yes,Yes,Jefes de Estado y de Gobierno de la totalidad de países de América Latina y el Caribe (cumbre fundacional con asistencia regional completa; nombres no individualizados más allá del anfitrión en las fuentes consultadas),Yes,Yes,No,No,No_verificable,,https://www.elespectador.com/mundo/mas-paises/pinera-rinde-homenaje-a-chavez-al-inicio-de-la-cumbre-celac-article-399427/,"Cumbre fundacional de la CELAC en Caracas (2-3 dic 2011), con la totalidad de jefes de Estado de América Latina y el Caribe presentes. Piñera rindió homenaje al anfitrión Hugo Chávez al inicio de la cumbre y recibió de este la presidencia pro tempore del organismo (discurso/intervención pública). Se aprobaron la Declaración de Caracas, el Plan de Acción 2012, un estatuto de procedimientos y una declaración especial sobre defensa de la democracia (documentos conjuntos).",2026-08-18
PELATAM-CHL-324,Yes,Yes,Juan Manuel Santos (Colombia); Ollanta Humala (Perú),Yes,Yes,No,No_verificable,No_verificable,,"búsqueda web: Declaración de Mérida, II Cumbre de la Alianza del Pacífico, diciembre 2011","Piñera participó como invitado especial en la II Cumbre de la Alianza del Pacífico y la XIII Cumbre del Mecanismo de Tuxtla en Mérida (4-5 dic 2011), anfitrión Felipe Calderón. Confirmada la asistencia de los otros miembros fundadores de la Alianza del Pacífico (Santos de Colombia, Humala de Perú). Se emitió la Declaración de Mérida al cierre de la cumbre.",2026-08-18
