TripID,LeaderID,LeaderCountryOrIGO,LeaderCountryISO,LeaderRegion,LeaderSubregion,PriorityLeader,LeaderRole,LeaderTitle,LeaderSurname,LeaderFullName,Exiled,CountryVisited,CountryVisitedISO,RegionVisited,SubRegionVisited,CityVisited,DisputedTerritory,SemiAutoTerritory,TripYear,TripStartDate,TripEndDate,TripDuration,SubHOGSTravelWithHOGS,CotravelHOGS,MetHostHoGS,HostHOGSName,SubHOGSmetHostSubHOGS,HostSubHOGSName,AttendedMultilatEvent,NameMultilatEvent,AttendedMultilatMinisterialEvent,NameMultilatMinisterialEvent,MetNonhostHOGS,NonhostHOGSNames,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeaderName,Notes,Confidence(1-5),SourceLink1,SourceLink2,SourceLink3,SourceLink4,SourceLink5,SourceLink6,SourceLink7,SourceLink8,SourceLink9,SourceLink10,SourceLink11,SourceLink12,SourceLink13,SourceLink14,SourceLink15,SourceLink16,SourceLink17,SourceLink18,SourceLink19,SourceLink20,SourceLink21,SourceLink22,SourceLink23,SourceLink24,SourceLink25,SourceLink26,SourceLink27,SourceLink28,SourceLink29,SourceLink30,SourceLink31,SourceLink32,SourceLink33
3909-CHL-BRA-45844,3909,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Boric,Gabriel Boric,0,Brazil,BRA,Latin America and the Caribbean,South America,Rio de Janeiro,No,No,2025,2025-07-06,2025-07-07,2,No,,No,,No,,Yes,Brazil-Russia-India-China-South Africa (BRICS) Summit,No,,Yes,Prime Minister Anwar Ibrahim,No,No,No,No,No,,Attended the BRICS+ Summit;Met with Vietnamese Prime Minister Pham Minh Chinh to discuss bilateral trade and cooperation;Received backlash from other members of the Chilean government for accepting the invitation to attend the summit,1,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1519360&crid=85aa3f68-6d49-46eb-91d2-64376a66431c&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A6G6R-V3F3-RSGR-709R-00000-00&pdcontentcomponentid=443607&pdteaserkey=sr0&pditab=allpods&ecomp=hc-yk&earg=sr0&prid=09506ccd-f1ff-4d92-b5c5-9eb6df817b99,https://www.gettyimages.com/detail/news-photo/south-africas-president-cyril-ramaphosa-brazils-president-news-photo/2223324857?adppopup=true,https://en.mercopress.com/2025/07/07/boric-and-arce-advocate-for-multilateralism-and-global-south-empowerment,https://www.instagram.com/p/DLzu-_DOGfd/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909-CHL-BRA-45966,3909,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Boric,Gabriel Boric,0,Brazil,BRA,Latin America and the Caribbean,South America,Belem,No,No,2025,2025-11-05,2025-11-07,3,No,,No,,No,,Yes,United Nations Climate Change Conference,No,,Yes,Prime Minister Dick Schoof,Yes,No,No,No,Yes,European Council President Antonio Costa,Delivered a speech at the Belem Climate Summit where he called for the need to implement measures against climate change and achieve results based on scientific evidence;Participated in discussions on energy transition as well as forests and oceans,1,https://www.gob.cl/en/news/there-is-no-time-to-lose-president-boric-arrives-at-cop30-and-highlights-chiles-leadership-with-70-renewable-energy-generation/,https://x.com/GabrielBoric/status/1986234626906726699,https://x.com/GabrielBoric/status/1986445748087464175,https://x.com/GabrielBoric/status/1986468437174968511,https://x.com/GabrielBoric/status/1986809183497253161,https://x.com/GabrielBoric/status/1986823412321333686,https://www.facebook.com/gobiernodechile/posts/pfbid02dhWy9M39SeWnHAVXeymnbmHZPcaU2TPpqLoVh1ANW5RBsMMkop9Xqt2pJjHTgarl,,,,,,,,,,,,,,,,,,,,,,,,,,
1516-CHL-BRN-36845,1516,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Lagos,Ricardo Lagos Escobar,0,Brunei,BRN,Asia,Southeastern Asia,Bandar Seri Begawan,No,No,2000,2000-11-15,2000-11-16,2,No,,No,,No,,Yes,Asia-Pacific Economic Cooperation (APEC) Summit,No,,Yes,President Vladimir Putin;President Kim Dae-jung;Prime Minister Mori Yoshiro;General Secretary Jiang Zemin,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/453900130?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/453904570?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907-CHL-CAN-35386,907,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Ruiz-Tagle,Eduardo Frei Ruiz-Tagle,0,Canada,CAN,Northern America,North America,,No,No,1996,1996-11-17,1996-11-19,3,No,,Yes,Prime Minister Jean Chretien,No,,No,,No,,No,,No,Yes,No,No,No,,,1,http://infoweb.newsbank.com.du.idm.oclc.org/iw-search/we/HistArchive/?p_product=FBISX&p_theme=fbis&p_nbid=W57M4AXGMTQ4OTcwMTEzOC45Mjk1MjY6MToxNToxMzIuMTc0LjI1NC4xMTY&d_db=FBIS&p_action=doc&s_lastNonissuequeryname=2&p_queryname=2&p_docref=v2:11C33B0D5F860D98@FBISX-1218034A40973308@2450112-12180354778C7580-12180354B94CCED8&p_docnum=3,http://infoweb.newsbank.com.du.idm.oclc.org/iw-search/we/HistArchive/?p_product=FBISX&p_theme=fbis&p_nbid=W57M4AXGMTQ4OTcwMTEzOC45Mjk1MjY6MToxNToxMzIuMTc0LjI1NC4xMTY&d_db=FBIS&p_action=doc&s_lastNonissuequeryname=2&p_queryname=2&p_docref=v2:11C33B0D5F860D98@FBISX-1218064AC759E5A0@2450143-12180659B3F72D48-12180659E2E044B8&p_docnum=14,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/460954765?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/437573397?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907-CHL-CAN-35757,907,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Ruiz-Tagle,Eduardo Frei Ruiz-Tagle,0,Canada,CAN,Northern America,North America,,No,No,1997,1997-11-23,1997-11-26,4,No,,No,,No,,Yes,Asia-Pacific Economic Cooperation (APEC) Summit,No,,Yes,President Bill Clinton;President Ernesto Zedillo;General Secretary Jiang Zemin;Chief Executive Tung Chee-hwa,Yes,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/1437750186?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/195187690?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/252296813?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/257716550?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/1347468505?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516-CHL-CAN-37000,1516,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Lagos,Ricardo Lagos Escobar,0,Canada,CAN,Northern America,North America,Quebec City,No,No,2001,2001-04-19,2001-04-22,4,No,,Yes,Prime Minister Jean Chretien,No,,Yes,Summit of the Americas (SOA),No,,Yes,President Vicente Fox,Yes,No,No,No,No,,President Lagos also met with Sen. Charles Grassley from Iowa.,2,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/240448651?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/889990631?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/1125509740?accountid=14608,ttp://du.idm.oclc.org/login?url=http://search.proquest.com/docview/368322726?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/412737007?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516-CHL-CAN-37817,1516,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Lagos,Ricardo Lagos Escobar,0,Canada,CAN,Northern America,North America,Shawinigan,No,No,2003,2003-07-15,2003-07-16,2,No,,Yes,Prime Minister Jean Chretien,No,,No,,No,,No,,No,No,Yes,No,No,,"President Lagos enjoyed a boat tour in Saint-Alexis-des-Monts, Quebec",1,http://infoweb.newsbank.com/resources/doc/nb/news/0FC3555FC5FCADDB?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/14DCF6E98AE36A20?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/14EB184EAD33D2B8?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/0FE95AD2ED693BA2?p=AWNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134-CHL-CAN-39607,2134,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Bachelet,Michelle Bachelet,0,Canada,CAN,Northern America,North America,,No,No,2008,2008-06-08,2008-06-11,4,No,,Yes,Prime Minister Stephen Harper,No,,No,,No,,No,,Yes,Yes,No,No,No,,[PE-Latam 2026-09-06: RECONSTRUCCION Fase 0 (2da pasada) desde campana original de Chile -- campo(s) 'existencia_del_viaje (colt_unico)' queda(n) No_verificable -No se encontro cobertura de prensa que confirme una visita de Bachelet a Canada entre el 8 y el 11 de junio de 2008. Se marca como dudoso por falta de evidencia.-],1,http://infoweb.newsbank.com/resources/doc/nb/news/121293D7DE2ACF10?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/121390A995A1A0D0?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/1213386DF67807E0?p=AWNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556-CHL-CAN-41423,2556,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Pinera,Sebastian Pinera,0,Canada,CAN,Northern America,North America,Toronto,No,No,2013,2013-05-29,2013-05-31,3,No,,Yes,Prime Minister Stephen Harper,No,,No,,No,,No,,Yes,Yes,Yes,Yes,No,,visited in Toronto the works of the Pan American Games to be held in the Canadian city in 2015 The Chilean town of Valparaso is one of the candidates to hold the Pan American Games in 2019,1,http://infoweb.newsbank.com/resources/doc/nb/news/14632181690F4E88?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/14F2145E12291410?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/1469B47FC2A91760?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/1469CF997223EC18?p=AWNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134-CHL-CAN-42891,2134,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Bachelet,Michelle Bachelet,0,Canada,CAN,Northern America,North America,,No,No,2017,2017-06-05,2017-06-06,2,No,,Yes,Prime Minister Justin Trudeau,No,,No,,No,,No,,No,No,No,No,No,,[PE-Latam 2026-09-06: RECONSTRUCCION Fase 0 (2da pasada) desde campana original de Chile -- campo(s) 'existencia_del_viaje (colt_unico)' queda(n) No_verificable -No se encontró cobertura que confirme un viaje de Bachelet a Canadá el 5-6/06/2017.-],1,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=d87ae7fd-47a5-4a76-9824-e8b4244656a4&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A5NR0-N4D1-F0B9-C0JS-00000-00&pddocid=urn%3AcontentItem%3A5NR0-N4D1-F0B9-C0JS-00000-00&pdcontentcomponentid=318726&pdteaserkey=sr3&pditab=allpods&ecomp=5ynk&earg=sr3&prid=f7414dc3-511b-43a5-8cd2-a3541d69ee7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909-CHL-CAN-44718,3909,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Boric,Gabriel Boric,0,Canada,CAN,Northern America,North America,Ottawa,No,No,2022,2022-06-06,2022-06-06,2,No,,Yes,Prime Minister Justin Trudeau,No,,No,,No,,No,,No,No,No,No,No,,Brief trip to Canada;Met with Prime Minister Trudeau regarding general bilateral relationship;Had lunch with Canadian businesspeople;Specifics of meetings unclear,2,https://advance-lexis-com.du.idm.oclc.org/api/permalink/196bc832-2d9c-4767-9a19-508faea189fd/?context=1516831,https://advance-lexis-com.du.idm.oclc.org/api/permalink/380ca85a-f582-4f30-a8ba-2b31d89bf087/?context=1516831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516-CHL-CHL-37685,1516,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Lagos,Ricardo Lagos Escobar,0,Chile,CHL,Latin America and the Caribbean,South America,,No,Yes,2003,2003-03-05,2003-03-05,1,No,,No,,No,,No,,No,,No,,Yes,No,No,No,No,,"Antarctica;President Lagos visited the Bernardo O'Higgins army base. [PE-Latam QA 2026-08-17: verificacion independiente sugiere que este registro es posiblemente erroneo/no corresponde a un viaje internacional real - El evento en si parece haber ocurrido (Lagos visitó la Base O'Higgins en la Antártica), pero se trata de un desplazamiento a territorio reclamado por Chile (Territorio Antártico Chileno), no a un país extranjero. No corresponde agregarlo como viaje internacional en nuestra base, que registra visitas]",1,http://infoweb.newsbank.com/resources/doc/nb/news/0F99E857B99B9FF3?p=AWNB,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/452202556?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556-CHL-CHL-40932,2556,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Pinera,Sebastian Pinera,0,Chile,CHL,Latin America and the Caribbean,South America,,No,Yes,2012,2012-01-24,2012-01-25,2,No,,No,,No,,No,,No,,Yes,President Jose Mujica,No,No,No,No,No,,"Antarctica [PE-Latam QA 2026-08-17: verificacion independiente sugiere que este registro es posiblemente erroneo/no corresponde a un viaje internacional real - CountryVisited=Chile (Antartica chilena), territorio bajo soberania reclamada por el propio Chile, no constituye un 'viaje internacional' segun el alcance de nuestra base (viajes de jefes de Estado al EXTRANJERO). Se descarta por no ajustarse al esquema, sin perjuicio de que el viaje en si haya ocur]",1,http://infoweb.newsbank.com/resources/doc/nb/news/13C937AB4EE5C438?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/13C558C4E4CC41F0?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/13C937AB4EE5C438?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/13C937AB46AA7F48?p=AWNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556-CHL-CHL-41290,2556,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Pinera,Sebastian Pinera,0,Chile,CHL,Latin America and the Caribbean,South America,,No,Yes,2013,2013-01-16,2013-01-16,1,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,"Antarctica [PE-Latam QA 2026-08-17: verificacion independiente sugiere que este registro es posiblemente erroneo/no corresponde a un viaje internacional real - Mismo caso que 2556-CHL-CHL-40932: visita a la Antartica chilena (territorio reclamado por Chile), no es un viaje internacional segun el alcance de nuestra base. Se descarta por no ajustarse al esquema.]",2,http://infoweb.newsbank.com/resources/doc/nb/news/143D885C928B0260?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/143EA4D6E765B568?p=AWNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909-CHL-CHL-45099,3909,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Boric,Gabriel Boric,0,Chile,CHL,Latin America and the Caribbean,South America,Villa Las Estrellas; Base Aerea Antartica Presidente Eduardo Frei Montalva,No,Yes,2023,2023-06-22,2023-06-23,2,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,Trip to semi-autonomous Chilean territory in Antarctica,2,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=4c5cf24f-621b-4348-b5b2-5f83c98c982a&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A68JP-BX11-JDJN-617K-00000-00&pdcontentcomponentid=475523&pdteaserkey=sr1&pditab=allpods&ecomp=kmnyk&earg=sr1&prid=5b7fdee6-052f-4e9e-bd94-e34f4a128e37,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=c7aeca65-1ecc-4051-94b5-7ecd7b70b33b&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A68HW-K1C1-DYY9-02NV-00000-00&pdcontentcomponentid=443607&pdteaserkey=sr4&pditab=allpods&ecomp=kmnyk&earg=sr4&prid=5b7fdee6-052f-4e9e-bd94-e34f4a128e37,https://www.facebook.com/gabrielboric/posts/pfbid024ywvXXuE9uKqGgB5psGfoqk3YpuRLRGQ1G5ZsDqQs3Pj2MhTohQ52PRVbbvkjtr2l,https://www.facebook.com/gabrielboric/posts/pfbid0ooViMdEBe1AfKtww7oTFDXSgL9uZ5UhXKH5Jk8bnADTzDctXdj34bu2vkDmNbuJul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909-CHL-CHL-45253,3909,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Boric,Gabriel Boric,0,Chile,CHL,Latin America and the Caribbean,South America,Base Aerea Antartica Presidente Eduardo Frei Montalva; Glaciar Collins,No,Yes,2023,2023-11-23,2023-11-25,3,No,,No,,No,,No,,No,,No,,No,No,No,No,Yes,United Nations (UN) Secretary-General Antonio Guterres,Trip to semi-autonomous Chilean territory in Antarctica;accompanied by United Nations (UN) Secretary-General Antonio Guterres,1,https://www.reuters.com/business/environment/un-chief-chiles-boric-visit-antarctica-before-cop28-climate-summit-2023-11-20/,https://www.facebook.com/gabrielboric/posts/pfbid0zDqmJpFJ6utCAVs6AH1HfFVwN8haEhf4jcP4WjaxEDMMrb2fA3mwsSSowpd8LFMtl,https://www.facebook.com/gabrielboric/posts/pfbid029GVDjfdhpwLkz4ZT4seEnCbTwSn4VgWMADJMa5nxCC3XCJNsJGxTL6wjt6dzhEKMl,https://press.un.org/en/2023/sgt3371.doc.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909-CHL-CHL-45660,3909,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Boric,Gabriel Boric,0,Chile,CHL,Latin America and the Caribbean,South America,Amundsen-Scott American Base,No,Yes,2025,2025-01-03,2025-01-04,2,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,President Gabriel Boric visited semiautonomous region of Antarctica,1,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1519360&crid=dc5bb26b-4837-4161-b801-b040eb1ddd1f&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A6DTH-CV43-RRT2-X3P6-00000-00&pdcontentcomponentid=427593&pdteaserkey=sr2&pditab=allpods&ecomp=hc-yk&earg=sr2&prid=90fed930-2d09-42eb-9797-ae189c2444ca,https://twitter.com/CNNChile/status/1875565158376075789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397-CHL-CHN-33921,397,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Azocar,Patricio Aylwin Azocar,0,China,CHN,Asia,Eastern Asia,,No,No,1992,1992-11-13,1992-11-17,5,No,,Yes,President Yang Shangkun,No,,No,,No,,No,,No,No,Yes,No,No,,President Aylwin and his wife visited the Yonghe Temple and Tian Tian park,1,https://www.jstor.org/stable/654260?seq=1#page_scan_tab_contents,http://news.xinhuanet.com/english/2004-11/18/content_2234202.htm,http://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=FBISX&p_theme=fbis&p_nbid=R65P51FOMTQ4NzM3NzAwOS42NzY1MDQ6MToxNDoxMzAuMjUzLjI3LjIyNg&d_db=FBIS&p_action=doc&s_lastNonissuequeryname=1&p_queryname=1&p_docref=v2:11C33B0D5F860D98@FBISX-11EE3A3E8E8B86A8@2448943-11EE3A44A5BF1218@20-11EE3A44E43EEA58@Tours%20Beijing%2015%20nov&p_docnum=66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907-CHL-CHN-35026,907,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Ruiz-Tagle,Eduardo Frei Ruiz-Tagle,0,China,CHN,Asia,Eastern Asia,,No,No,1995,1995-11-23,1995-11-28,6,No,,Yes,General Secretary Jiang Zemin,No,,No,,No,,No,,No,Yes,Yes,No,No,,President Frei visited the Great Wall of China;the Forbidden City;and Shanghai,1,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/257754636?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516-CHL-CHN-37185,1516,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Lagos,Ricardo Lagos Escobar,0,China,CHN,Asia,Eastern Asia,Shanghai,No,No,2001,2001-10-22,2001-10-21,4,No,,Yes,General Secretary Jiang Zemin,No,,Yes,Asia-Pacific Economic Cooperation (APEC) Summit,No,,Yes,President Kim Dae-jung,Yes,Yes,No,Yes,No,,President Lagos attended a copper industry seminar held by China Non-ferrous Metals Industry;Association (CNMIA).  Economic Leaders Meeting,1,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/449975190?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/452184577?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/281472740?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/452211996?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/452520507?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134-CHL-CHN-39549,2134,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Bachelet,Michelle Bachelet,0,China,CHN,Asia,Eastern Asia,Beijing,No,No,2008,2008-04-11,2008-04-15,5,No,,Yes,General Secretary Hu Jintao,No,,No,,No,,No,,Yes,Yes,No,Yes,No,,,1,http://infoweb.newsbank.com/resources/doc/nb/news/11FFD1335120B460?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/120149E2D19D3760?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/11FEBF442E94F128?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/1201CC58E7498690?p=AWNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134-CHL-CHN-40129,2134,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Bachelet,Michelle Bachelet,0,China,CHN,Asia,Eastern Asia,,No,No,2009,2009-11-12,2009-11-13,2,No,,No,,No,,No,,No,,No,,Yes,No,Yes,Yes,No,,President Bachelet attended completion ceremony for buildings of the Chile Pavilion at the Expo 2010 Shanghai;and was the first Latin American leader to confirm their country's attendance at the Expo,1,http://infoweb.newsbank.com/resources/doc/nb/news/148E217246CBAF60?p=AWNB,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/433774309?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/433805359?accountid=14608,http://du.idm.oclc.org/login?url=http://search.proquest.com/docview/433805074?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556-CHL-CHN-40497,2556,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Pinera,Sebastian Pinera,0,China,CHN,Asia,Eastern Asia,Beijing,No,No,2010,2010-11-15,2010-11-17,3,No,,Yes,General Secretary Hu Jintao,No,,No,,No,,No,,No,Yes,Yes,No,No,,President Pinera attended celebrations marking the 40th anniversary of bilateral ties between Chile and China,2,http://infoweb.newsbank.com/resources/doc/nb/news/13389D74CAE69A88?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/1338F7770B0486B0?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/1338F1D6A10D74D0?p=AWNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134-CHL-CHN-41951,2134,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Bachelet,Michelle Bachelet,0,China,CHN,Asia,Eastern Asia,Beijing,No,No,2014,2014-11-08,2014-11-12,5,No,,Yes,General Secretary Xi Jinping,No,,Yes,Asia-Pacific Economic Cooperation (APEC) Summit,No,,No,,Yes,No,Yes,Yes,No,,Chilean President Michelle Bachelet participated in the opening ceremony of a bust of the famous Chilean contemporary poet Pablo Neruda Wednesday in Beijing's Chaoyang Park;Economic Leaders' Meeting,2,http://infoweb.newsbank.com/resources/doc/nb/news/1516370C9B14B188?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/151830B2879C41E8?p=AWNB,http://infoweb.newsbank.com/resources/doc/nb/news/1518DD75D66225F8?p=AWNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134-CHL-CHN-42869,2134,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Bachelet,Michelle Bachelet,0,China,CHN,Asia,Eastern Asia,Beijing,No,No,2017,2017-05-13,2017-05-15,2,No,,Yes,General Secretary Xi Jinping,No,,Yes,Belt and Road Forum for International Cooperation,No,,No,,Yes,No,No,No,No,,also met Premier Li Keqiang,1,https://wwwgettyimagesfr/detail/photo-d'actualit%C3%A9/chinese-president-xi-jinping-shakes-hands-with-photo-dactualit%C3%A9/683145408,https://www.gettyimages.fr/detail/photo-d'actualit%C3%A9/chilean-president-michelle-bachelet-meets-chinese-photo-dactualit%C3%A9/682874890,https://www.gettyimages.fr/detail/photo-d'actualit%C3%A9/chilean-president-michelle-bachelet-speaks-during-photo-dactualit%C3%A9/682837036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556-CHL-CHN-43579,2556,Chile,CHL,Latin America and the Caribbean,South America,Yes,GS,President,Pinera,Sebastian Pinera,0,China,CHN,Asia,Eastern Asia,Beijing,No,No,2019,2019-04-24,2019-04-28,5,No,,Yes,General Secretary Xi Jinping,No,,Yes,Belt and Road Forum for International Cooperation,No,,Yes,Prime Minister Lee Hsien Loong,Yes,Yes,Yes,Yes,No,,met with Premier Li Keqiang;met with Chairman of the National People's Congress Li Zhanshu;participated in forum on digital economy and innovation;met with Chinese business representatives;laid a wreath at the memorial to Deng Xiaoping and Monument to the Heroes of the People;signed an Action Plan 2019-2022 in 14 matters to deepen the relationship between both countries as well as trade defense agreements and to promote exports;gave speeches at Forum,1,https://prensa.presidencia.cl/comunicado.aspx?id=94462,https://search-proquest-com.du.idm.oclc.org/central/docview/2213012150/7C3B53F2EE1F4D19PQ/50?accountid=14608,https://minrel.gob.cl/chile-and-china-sign-agreements-to-strengthen-their-bilateral-relationship/minrel/2019-04-24/124528.html,https://www.gettyimages.com/detail/news-photo/chiles-president-sebastian-pinera-2nd-right-talks-with-news-photo/1139001188?adppopup=true,https://search-proquest-com.du.idm.oclc.org/central/docview/2215811014/7C3B53F2EE1F4D19PQ/246?accountid=14608,https://prensa.presidencia.cl/agenda.aspx?page=45,https://prensa.presidencia.cl/agenda.aspx?page=46,https://twitter.com/presidencia_cl/status/1122257022630748160,,,,,,,,,,,,,,,,,,,,,,,,,
