Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status
CHL-MB1-J046,50,Michelle Bachelet,Chile,Completed,2009-02-11,2009-02-13,3,Cuba,Caribbean,Havana,Bilateral,Working Visit,NA,Raúl Castro / Fidel Castro,Jefe de Estado/Gobierno,Visita oficial a Cuba; primer jefe de Estado chileno alli desde Allende. Hito diplomatico.,https://www.publico.es/actualidad/aticulo-fidel-castro-marca-final-historica-visita-bachelet-cuba.html,Medium,"11-13/02/2009. Hito del mandato. Confirmada visita de 72 horas (11-13/02/2009), primera de un jefe de Estado chileno a Cuba desde 1972.",NA,Verificada-URL
CHL-MB1-J047,51,Michelle Bachelet,Chile,Completed,2009-04-17,2009-04-19,3,Trinidad and Tobago,Caribbean,Port of Spain,Multilateral,Regional Summit,TRUE,V Cumbre de las Américas,NA,V Cumbre de las Americas; debut de Obama en la region.,https://es.wikipedia.org/wiki/V_Cumbre_de_las_Am%C3%A9ricas,Medium,"17-19/04/2009. Confirmada asistencia de Bachelet a la V Cumbre de las Americas, Puerto Espana, 17-19/04/2009.",Cooperación Política General,Verificada-URL
CHL-MB1-J048,52,Michelle Bachelet,Chile,Completed,2009-06-23,2009-06-24,2,United States,North America,Washington D.C.,Bilateral,Working Visit,NA,Barack Obama (Casa Blanca),Jefe de Estado/Gobierno,Reunion con Obama en la Casa Blanca; agenda hemisferica y energia.,https://cl.usembassy.gov/es/president-barack-obama-welcomes-president-michelle-bachelet-at-the-white-house-es/,High,Fecha a confirmar. Confirmado por la Embajada de EE.UU. en Chile.,NA,Verificada-URL
CHL-MB1-J049,53,Michelle Bachelet,Chile,Completed,2009-09-23,2009-09-24,2,United States,North America,New York,Multilateral,Global Forum,NA,64ª AGNU,NA,Asamblea General de la ONU.,https://gadebate.un.org/en/64/chile,High,Fecha estimada.,Cooperación Política General,Verificada-URL
CHL-MB1-J050,54,Michelle Bachelet,Chile,Completed,2009-11-14,2009-11-15,2,Singapore,Asia-Pacific,Singapore,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Singapur.,https://en.wikipedia.org/wiki/APEC_Singapore_2009,Medium,14-15/11/2009. Confirmada Cumbre de Lideres APEC Singapur 14-15/11/2009; Bachelet sostuvo bilateral con PM Lee Hsien Loong.,Comercio/Integración Económica,Verificada-URL
CHL-MB1-J051,55,Michelle Bachelet,Chile,Completed,2009-11-30,2009-12-01,2,Portugal,Europe,Estoril,Multilateral,Regional Summit,TRUE,XIX Cumbre Iberoamericana,NA,Cumbre Iberoamericana de Estoril; innovacion y conocimiento.,https://www.segib.org/es/cumbres-iberoamericanas/,Medium,30/11-1/12/2009.,Cooperación Política General,Verificada-URL
CHL-MB1-J052,56,Michelle Bachelet,Chile,Completed,2010-02-22,2010-02-23,2,Mexico,North America,Playa del Carmen,Multilateral,Regional Summit,TRUE,Cumbre de la Unidad de América Latina y el Caribe,NA,Cumbre de la Unidad ALC (creacion de la CELAC); ULTIMO viaje completado (5 dias antes del terremoto 27F).,https://es.wikipedia.org/wiki/Cumbre_de_la_unidad_de_Am%C3%A9rica_Latina_y_el_Caribe,Medium,"22-23/02/2010. Ultimo viaje completado del mandato. Confirmada Cumbre de la Unidad, Riviera Maya/Cancun, 22-23/02/2010; germen de la CELAC. QA-R2 2026-07-22: ciudad corregida de 'Cancun' a 'Playa del Carmen' (sede oficial confirmada por es.wikipedia.org/wiki/Cumbre_de_la_unidad_de_America_Latina_y_el_Caribe: 'celebrada los dias 22 y 23 de febrero de 2010...sede la Ciudad de Playa del Carmen, Mexico'; ambas localidades estan en la Riviera Maya, Quintana Roo, y suelen confundirse en prensa). Fechas 22-23/02/2010 confirmadas, sin cambio.",Cooperación Política General,Verificada-URL
CHL-MB1-J053,57,Michelle Bachelet,Chile,Canceled,2010-03-01,NA,NA,Uruguay,South America,Montevideo,Bilateral,Inauguration/Funeral,NA,Asunción de José Mujica,Jefe de Estado/Gobierno,Asuncion de Jose Mujica. CANCELADA por el terremoto del 27 de febrero de 2010 en Chile; Bachelet permanecio gestionando la emergencia.,https://www.diariodecuyo.com.ar/noticias/no-viaja-a-uruguay-926813.html,High,Cancelado por el terremoto; sin duracion. Confirmada cancelacion por el terremoto del 27F; Chile representado por el embajador Eduardo Araya.,NA,Verificada-URL
CHL-SP1-J054,58,Sebastián Piñera,Chile,Completed,2010-04-08,2010-04-08,1,Argentina,South America,Buenos Aires,Bilateral,Working Visit,NA,Cristina Fernández de Kirchner,Jefe de Estado/Gobierno,Primera gira del mandato: bilateral con CFK; integracion y post-terremoto. Tramo 1.,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_2010__rev_abril_2014_.pdf,High,"Fecha CORREGIDA de 2010-04-05 a 2010-04-08 segun Memoria MINREL 2010 (p.9): ""Primera gira oficial como Presidente de la Republica. 8 de abril"". NOTA para el usuario: el Trip_ID 59 (Brasilia, ya verificado en tanda previa) queda fechado 2010-04-06, ANTES de esta fecha oficial para Argentina -- posible inconsistencia en el orden de los tramos de la gira inaugural (?Brasil antes que Argentina?). Reportado, no corregido por no tocar filas ya verificadas.",NA,Verificada-URL
CHL-SP1-J054,59,Sebastián Piñera,Chile,Completed,2010-04-08,2010-04-08,1,Brazil,South America,Brasília,Bilateral,Working Visit,NA,Luiz Inácio Lula da Silva,Jefe de Estado/Gobierno,Bilateral con Lula. Tramo 2.,https://www.elcolombiano.com/historico/lula_y_pinera_se_reunen_en_brasilia-CWEC_84996,Medium,"QA-R3 2026-07-22: fecha CORREGIDA de 2010-04-06 a 2010-04-08 (discrepancia menor). El propio Trip_ID 58 (nota metodologica) ya senalaba que la fecha previa de esta fila era anterior a la gira inaugural en Argentina (08/04), lo cual era cronologicamente imposible para un Tramo 2. Fuente cruzada (Perfil.com, 'Sebastian Pinera inicia su primera gira internacional en Argentina'): Pinera llego a Argentina el 08/04 y esa misma tarde viajo a Brasil para reunirse con Lula. URL original (El Colombiano) sigue respaldando el hecho del encuentro Lula-Pinera por la reconstruccion post-terremoto.",NA,Verificada-URL
CHL-SP1-J054,60,Sebastián Piñera,Chile,Completed,2010-04-11,2010-04-13,3,United States,North America,Washington D.C.,Multilateral,Global Forum,TRUE,Cumbre de Seguridad Nuclear + Obama,NA,Cumbre de Seguridad Nuclear de Washington convocada por Obama. Tramo 3 (final).,https://www.cooperativa.cl/noticias/pais/presidente-pinera/viajes-al-exterior/pinera-le-mostro-a-obama-su-toywatch-al-llegar-a-la-cumbre-nuclear/2010-04-13/095043.html,Medium,12-13/04/2010.,Seguridad,Verificada-URL
CHL-SP1-J055,61,Sebastián Piñera,Chile,Completed,2010-05-18,2010-05-19,2,Spain,Europe,Madrid,Multilateral,Regional Summit,TRUE,VI Cumbre UE-América Latina y el Caribe,NA,Cumbre UE-ALC de Madrid.,https://prnoticias.com/2010/05/17/la-ue-y-chile-inauguran-la-vi-cumbre-ue-america-latina-y-caribe-2010/,Medium,18-19/05/2010.,Cooperación Política General,Verificada-URL
CHL-SP1-J056,62,Sebastián Piñera,Chile,Completed,2010-09-20,2010-09-23,4,United States,North America,New York,Multilateral,Global Forum,TRUE,Cumbre ODM + 65ª AGNU,NA,Cumbre de los Objetivos del Milenio y Asamblea General de la ONU.,https://news.un.org/en/story/2010/09/352702,High,Fecha de termino CORREGIDA de 2010-09-22 a 2010-09-23: discurso de Piñera ante el debate general de la 65a AGNU fue el 23/09/2010 segun UN News (fuente oficial ONU); reunion con el Secretario General Ban Ki-moon fue el 22/09/2010 segun readout oficial de un.org/sg.,Cooperación Política General,Verificada-URL
CHL-SP1-J057,63,Sebastián Piñera,Chile,Completed,2010-10-17,2010-10-18,2,United Kingdom,Europe,London,Bilateral,Working Visit,NA,David Cameron,Jefe de Estado/Gobierno,Gira europea post-rescate de los 33 mineros; con la camiseta y el gesto internacional. Tramo 1.,https://cooperativa.cl/noticias/pais/sebastian-pinera/viajes-al-exterior/cameron-anuncio-visita-a-chile-tras-reunirse-con-pinera-en-londres/2010-10-18/133954.html,Medium,Gira Reino Unido-Francia-Alemania oct 2010.,NA,Verificada-URL
CHL-SP1-J057,64,Sebastián Piñera,Chile,Completed,2010-10-19,2010-10-20,2,France,Europe,Paris,Bilateral,Working Visit,NA,Nicolas Sarkozy,Jefe de Estado/Gobierno,Relaciones bilaterales; inversiones. Tramo 2.,https://archivo.eluniversal.com.mx/notas/717938.html,Medium,Fechas estimadas.,NA,Verificada-URL
CHL-SP1-J057,65,Sebastián Piñera,Chile,Completed,2010-10-21,2010-10-22,2,Germany,Europe,Berlin,Bilateral,Working Visit,NA,Angela Merkel,Jefe de Estado/Gobierno,Relaciones bilaterales; ciencia y tecnologia. Tramo 3 (final).,https://archivo.eluniversal.com.mx/notas/717938.html,Medium,Fechas estimadas.,NA,Verificada-URL
CHL-SP1-J058,66,Sebastián Piñera,Chile,Completed,2010-11-13,2010-11-14,2,Japan,Asia-Pacific,Yokohama,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Yokohama.,https://www.bcn.cl/observatorio/asiapacifico/noticias/apec-japon-2010,High,13-14/11/2010.,Comercio/Integración Económica,Verificada-URL
CHL-SP1-J059,67,Sebastián Piñera,Chile,Completed,2010-12-03,2010-12-04,2,Argentina,South America,Mar del Plata,Multilateral,Regional Summit,TRUE,XX Cumbre Iberoamericana,NA,Cumbre Iberoamericana de Mar del Plata; homenaje a Nestor Kirchner (fallecido en oct).,https://segib.org/es/inaugurada-la-xx-cumbre-iberoamericana-de-mar-del-plata/,High,3-4/12/2010.,Cooperación Política General,Verificada-URL
CHL-SP1-J061,69,Sebastián Piñera,Chile,Completed,2011-04-28,2011-04-28,1,Peru,South America,Lima,Multilateral,Regional Summit,TRUE,Cumbre fundacional de la Alianza del Pacífico,NA,"Creacion de la Alianza del Pacifico (Chile, Peru, Colombia, Mexico). HITO de su politica exterior.",https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_minrel_2011_2.pdf,High,28/04/2011.,Comercio/Integración Económica,Verificada-URL
CHL-SP1-J062,70,Sebastián Piñera,Chile,Completed,2011-07-28,2011-07-28,1,Peru,South America,Lima,Bilateral,Inauguration/Funeral,NA,Asunción de Ollanta Humala,Jefe de Estado/Gobierno,Asuncion de Ollanta Humala en Peru.,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_minrel_2011_2.pdf,High,28/07/2011.,NA,Verificada-URL
CHL-SP1-J063,71,Sebastián Piñera,Chile,Completed,2011-09-21,2011-09-22,2,United States,North America,New York,Multilateral,Global Forum,NA,66ª AGNU,NA,Asamblea General de la ONU.,https://www.chile.gob.cl/chile/blog/onu/nueva-york/presidente-pinera-interviene-en-asamblea-general-de-la-onu,High,"QA-R3 2026-07-22: URL reemplazada. La fuente previa (ask.un.org/faq, pagina generica 'Where can I find information about Chile and the UN?') no respaldaba el hecho especifico (discrepancia grave de sourcing, aunque la fecha resulto correcta). Fuente de reemplazo (chile.gob.cl, cronica oficial) confirma que Piñera discurso ante el debate general de la 66a AGNU el jueves 22-09-2011, coincidiendo con el End_Date ya cargado. Fecha deja de ser estimada.",Cooperación Política General,Verificada-URL
CHL-SP1-J064,72,Sebastián Piñera,Chile,Completed,2011-10-28,2011-10-29,2,Paraguay,South America,Asunción,Multilateral,Regional Summit,TRUE,XXI Cumbre Iberoamericana,NA,Cumbre Iberoamericana de Asuncion; transformacion del Estado.,https://www.chile.gob.cl/chile/blog/paraguay/asuncion/presidente-pinera-interviene-en-cumbre-iberoamericana-de-paraguay,High,28-29/10/2011.,Cooperación Política General,Verificada-URL
CHL-SP1-J065,73,Sebastián Piñera,Chile,Completed,2011-11-12,2011-11-13,2,United States,North America,Honolulu,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Honolulu.,https://obamawhitehouse.archives.gov/blog/2011/11/13/president-obama-asia-pacific-economic-cooperation-apec,High,12-13/11/2011.,Comercio/Integración Económica,Verificada-URL
CHL-SP1-J067,75,Sebastián Piñera,Chile,Completed,2012-04-14,2012-04-15,2,Colombia,South America,Cartagena,Multilateral,Regional Summit,TRUE,VI Cumbre de las Américas,NA,VI Cumbre de las Americas de Cartagena.,https://www.minrel.gob.cl/minrel/site/docs/20250624/20250624125818/memoria_2012.pdf,High,14-15/04/2012.,Cooperación Política General,Verificada-URL
CHL-SP1-J068,76,Sebastián Piñera,Chile,Completed,2012-06-20,2012-06-21,2,Brazil,South America,Rio de Janeiro,Multilateral,Global Forum,NA,Conferencia Río+20,NA,Conferencia de la ONU sobre Desarrollo Sostenible (Rio+20).,Search Query: Pinera Rio+20 junio 2012,Medium,"20-21/06/2012. NOTA 2026-07-21: segundo intento de verificacion, tambien sin exito en obtener URL consultable directa. La plataforma oficial de la ONU (Sustainable Development Knowledge Platform / sdgs.un.org, ex sustainabledevelopment.un.org/rio20/statements) lista a 'H.E. Sebastian Pinera Echenique, President of the Republic of Chile' entre los oradores de la sesion plenaria de Rio+20 (20-22 jun 2012) segun snippets de busqueda, pero la pagina de indice fue reestructurada (redirige a sdgs.un.org/) y no se pudo abrir el documento/discurso especifico de Chile para esa fecha (el unico PDF de Chile localizable y verificado, chile-14720, corresponde a una reunion preparatoria de dic-2011, no al discurso de Piñera en la cumbre). Wayback Machine no accesible desde este entorno. Se mantiene Solo-Query.",Medio Ambiente/Clima,Solo-Query
CHL-SP1-J069,77,Sebastián Piñera,Chile,Completed,2012-09-08,2012-09-09,2,Russia,Europe,Vladivostok,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Vladivostok.,https://www.emol.com/noticias/nacional/2012/09/08/559557/presidente-pinera-invita-a-vladimir-putin-a-visitar-chile.html,Medium,8-9/09/2012.,Comercio/Integración Económica,Verificada-URL
CHL-SP1-J070,78,Sebastián Piñera,Chile,Completed,2012-11-16,2012-11-17,2,Spain,Europe,Cádiz,Multilateral,Regional Summit,TRUE,XXII Cumbre Iberoamericana,NA,Cumbre Iberoamericana de Cadiz.,https://segib.org/es/xxii-cumbre-iberoamericana-una-relacion-renovada-en-el-bicentenario-de-la-constitucion-de-cadiz/,High,16-17/11/2012.,Cooperación Política General,Verificada-URL
CHL-SP1-J071,79,Sebastián Piñera,Chile,Completed,2013-03-08,2013-03-08,1,Venezuela,South America,Caracas,Bilateral,Inauguration/Funeral,NA,Funeral de Hugo Chávez,Jefe de Estado/Gobierno,Exequias del presidente venezolano Hugo Chavez.,https://www.chile.gob.cl/chile/blog/venezuela/venezuela/presidente-pinera-asiste-al-funeral-de-estado-de-hugo-chavez,High,"Fecha CORREGIDA de 2013-03-05/06 a 2013-03-08 (fila unica): fuente oficial MINREL confirma que Piñera asistio a los actos oficiales de exequias el 08/03/2013 en Fuerte Tiuna, Caracas.",NA,Verificada-URL
CHL-SP1-J072,80,Sebastián Piñera,Chile,Completed,2013-05-23,2013-05-23,1,Colombia,South America,Cali,Multilateral,Regional Summit,TRUE,VII Cumbre de la Alianza del Pacífico,NA,Cumbre de la Alianza del Pacifico en Cali; profundizacion de la integracion.,https://www.chile.gob.cl/chile/blog/colombia/santa-fe-de-bogota/presidente-pinera-entrega-presidencia-pro-tempore-de-alianza-del,High,23/05/2013.,Comercio/Integración Económica,Verificada-URL
CHL-SP1-J073,81,Sebastián Piñera,Chile,Completed,2013-06-04,2013-06-04,1,United States,North America,Washington D.C.,Bilateral,Working Visit,NA,Barack Obama (Casa Blanca / Oficina Oval),Jefe de Estado/Gobierno,"Visita oficial a la Casa Blanca; TPP, exencion de visas e inversiones. La anecdota del escritorio de la Oficina Oval.",https://www.chile.gob.cl/chile/blog/estados-unidos/washington/presidentes-pinera-y-obama-se-reunen-en-la-casa-blanca,High,CORREGIDO: originalmente mal fechado en mar-2011 (cuando en realidad Obama visito Chile el 21/3/2011). El viaje de Pinera a Washington fue el 4/6/2013.,NA,Verificada-URL
CHL-SP1-J074,82,Sebastián Piñera,Chile,Completed,2013-08-15,2013-08-15,1,Paraguay,South America,Asunción,Bilateral,Inauguration/Funeral,NA,Asunción de Horacio Cartes,Jefe de Estado/Gobierno,Asuncion de Horacio Cartes en Paraguay.,https://www.chile.gob.cl/chile/blog/paraguay/asuncion/presidente-pinera-en-paraguay-tenemos-la-firme-voluntad-e-intencion-de,High,15/08/2013. Confirmar asistencia.,NA,Verificada-URL
CHL-SP1-J075,83,Sebastián Piñera,Chile,Completed,2013-10-05,2013-10-08,4,Indonesia,Asia-Pacific,Bali,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Bali.,https://www.chile.gob.cl/chile/blog/indonesia/yakarta/presidente-pinera-llega-a-bali-indonesia-para-participar-de-apec,High,"Fecha de inicio CORREGIDA de 2013-10-07 a 2013-10-05: fuente oficial MINREL confirma llegada a Bali el sabado 05/10/2013, con actividad bilateral confirmada tambien el 07/10/2013 (saludo a Presidente de Indonesia, bilateral con PM de Nueva Zelandia); Cumbre de Lideres APEC formal 7-8/10.",Comercio/Integración Económica,Verificada-URL
CHL-SP1-J076,84,Sebastián Piñera,Chile,Completed,2014-02-10,2014-02-10,1,Colombia,South America,Cartagena,Multilateral,Regional Summit,TRUE,VIII Cumbre de la Alianza del Pacífico,NA,Cumbre de la Alianza del Pacifico en Cartagena; ULTIMO viaje del mandato.,https://www.cancilleria.gov.co/newsroom/news/presidente-chile-sebastian-pinera-primer-mandatario-llegar-cartagena-asistir-viii,High,10/02/2014. Ultimo viaje del mandato. Fuente (Cancilleria de Colombia) confirma que Piñera fue el primer mandatario en llegar a Cartagena para la VIII Cumbre.,Comercio/Integración Económica,Verificada-URL
CHL-MB2-J077,85,Michelle Bachelet,Chile,Completed,2014-06-12,2014-06-12,1,Brazil,South America,São Paulo,Other,Working Visit,NA,Inauguración del Mundial de Fútbol 2014,NA,Apertura de la Copa del Mundo (Chile clasificado); primer viaje del segundo mandato.,https://www.prensafutbol.cl/mundial-2014-en-brasil-como-fue-la-ultima-participacion-de-chile/,Medium,"CONFIRMADO 2026-07-22: busqueda dedicada (prensa chilena y brasilena sobre la apertura del Mundial 2014) no hallo evidencia de agenda bilateral ni encuentro con Dilma Rousseff durante la breve estancia de Bachelet en Sao Paulo (12-06-2014); se trato de asistencia protocolar al partido inaugural sin agenda intergubernamental. Se confirma la clasificacion Other/Working Visit (regla 5.6 del CODEBOOK: evento deportivo sin agenda intergubernamental) como correcta; caracter oficial del viaje QUEDA como visita presidencial de acompañamiento a la seleccion, sin componente diplomatico verificable.",NA,Verificada-URL
CHL-MB2-J078,86,Michelle Bachelet,Chile,Completed,2014-06-19,2014-06-20,2,Mexico,North America,Punta Mita,Multilateral,Regional Summit,TRUE,IX Cumbre de la Alianza del Pacífico,NA,Cumbre de la Alianza del Pacifico en Punta Mita.,https://www.gob.mx/se/prensa/se-realizara-la-ix-cumbre-de-la-alianza-del-pacifico-nayarit,Medium,"19-20/06/2014. Confirmada IX Cumbre de la Alianza del Pacifico, Punta Mita, 19-20/06/2014.",Comercio/Integración Económica,Verificada-URL
CHL-MB2-J079,87,Michelle Bachelet,Chile,Completed,2014-09-24,2014-09-25,2,United States,North America,New York,Multilateral,Global Forum,TRUE,69ª AGNU + Cumbre del Clima,NA,Asamblea General de la ONU y Cumbre del Clima; agenda de genero y desarrollo.,https://www.un.org/es/ga/69/meetings/gadebate/pdf/CL_es.pdf,High,"QA-R3 2026-07-22: URL reemplazada por fuente oficial primaria. El texto oficial del discurso de Bachelet (un.org, PDF 'Intervencion de S.E. Michelle Bachelet...Nueva York, 24 de septiembre de 2014') confirma el discurso ante el debate general de la 69a AGNU el 24-09-2014, consistente con el Start_Date ya cargado; menciona explicitamente el cambio climatico como tema de su intervencion, aunque no se hallo confirmacion independiente de asistencia presencial de Bachelet a la Cumbre del Clima del 23-09-2014 (evento separado, un dia antes del rango cargado). Source_Reliability sube de Medium a High.",Cooperación Política General,Verificada-URL
CHL-MB2-J080,88,Michelle Bachelet,Chile,Completed,2014-12-08,2014-12-09,2,Mexico,North America,Veracruz,Multilateral,Regional Summit,TRUE,XXIV Cumbre Iberoamericana,NA,Cumbre Iberoamericana de Veracruz.,https://es.wikipedia.org/wiki/XXIV_Cumbre_Iberoamericana,Medium,"8-9/12/2014. Confirmada XXIV Cumbre Iberoamericana, Veracruz, 08-09/12/2014, con presencia de Bachelet.",Cooperación Política General,Verificada-URL
CHL-MB2-J081,89,Michelle Bachelet,Chile,Completed,2015-03-01,2015-03-01,1,Uruguay,South America,Montevideo,Bilateral,Inauguration/Funeral,NA,Asunción de Tabaré Vázquez,Jefe de Estado/Gobierno,Asuncion de Tabare Vazquez en Uruguay.,https://www.lr21.com.uy/politica/1219289-tabare-vazquez-asuncion-presidente-uruguay-2015-2020,Medium,1/03/2015. Confirmada asuncion de Tabare Vazquez el 01/03/2015 con presencia de Bachelet.,NA,Verificada-URL
CHL-MB2-J082,90,Michelle Bachelet,Chile,Canceled,2015-04-10,2015-04-11,NA,Panama,Central America,Panama City,Multilateral,Regional Summit,TRUE,VII Cumbre de las Américas,NA,Objetivo original: asistir a la VII Cumbre de las Americas en Panama. CANCELADO por aluvion/temporal de Atacama (marzo 2015); delego en el canciller Heraldo Munoz.,https://cdn.com.do/nacionales/politica/michelle-bachelet-no-asistira-a-la-cumbre-de-las-americas-en-panama/,Medium,"CORREGIDO (2026-07-20): Trip_Status Completed->Canceled. Bachelet no asistio a la VII Cumbre de las Americas; delego en el canciller Heraldo Munoz por el aluvion/temporal de Atacama (marzo 2015). Fechas = las previstas del viaje (10-11/04/2015), Duration_Days=NA por regla de cancelados. Fuente verificada: CDN.com.do (01-abr-2015).",Cooperación Política General,Verificada-URL
CHL-MB2-J083,91,Michelle Bachelet,Chile,Completed,2015-06-08,2015-06-09,2,France,Europe,Paris,Bilateral,State Visit,NA,François Hollande,Jefe de Estado/Gobierno,Visita de Estado a Francia; clima (rumbo a COP21) e inversiones. Tramo 1.,https://www.chile.gob.cl/chile/blog/francia/paris/presidenta-bachelet-realizo-visita-oficial-a-francia-los-dias-8-y-9-de,High,"Gira europea may-jun 2015; fechas a confirmar. CORREGIDO: fechas de 27-28/05 a 08-09/06/2015 segun fuente oficial chile.gob.cl (gira europea: Roma/Vaticano ~4-5/06, Milan FAO 5-6/06, Francia 8-9/06, Bruselas 10-11/06). El rotulo 'Tramo 1' puede ser impreciso ya que Milan (Trip_ID 92) ocurrio cronologicamente antes; no se modifico ese campo.",NA,Verificada-URL
CHL-MB2-J083,92,Michelle Bachelet,Chile,Completed,2015-06-05,2015-06-06,2,Italy,Europe,Milan,Bilateral,Working Visit,NA,Expo Milán 2015,Otro actor no estatal,Dia de Chile en la Expo Milan. Tramo 2 (final).,https://www.gob.cl/2015/06/06/presidenta-bachelet-en-expo-milan-2015-estamos-aqui-mostrando-una-vez-mas-al-mundo-lo-mejor-de-nuestro-pais/,High,"CONFIRMADO 2026-07-22: fuente oficial ESO (European Southern Observatory, anuncio ann15039, 8-jun-2015) confirma que Bachelet visito el pabellon chileno el 6-jun-2015 (videoconferencia con Observatorio Paranal), consistente con el tramo Milan FAO 5-6/06 ya citado en Trip_ID 91 (fuente chile.gob.cl). End_Date corregido de 05 a 06/06/2015; Duration_Days de 1 a 2.",NA,Verificada-URL
CHL-MB2-J084,93,Michelle Bachelet,Chile,Completed,2015-06-10,2015-06-11,2,Belgium,Europe,Brussels,Multilateral,Regional Summit,TRUE,II Cumbre UE-CELAC,NA,Cumbre UE-CELAC de Bruselas.,https://www.consilium.europa.eu/en/meetings/international-summit/2015/06/10-11/,High,"10-11/06/2015. Confirmada II Cumbre UE-CELAC, Bruselas, 10-11/06/2015 (Consejo Europeo).",Cooperación Política General,Verificada-URL
CHL-MB2-J085,94,Michelle Bachelet,Chile,Completed,2015-07-02,2015-07-03,2,Peru,South America,Paracas,Multilateral,Regional Summit,TRUE,X Cumbre de la Alianza del Pacífico,NA,Cumbre de la Alianza del Pacifico en Paracas.,https://elcomercio.pe/politica/gobierno/presidentes-alianza-pacifico-llegan-hoy-paracas-171066-noticia/,Medium,"2-3/07/2015. Confirmada X Cumbre de la Alianza del Pacifico, Paracas, con presencia de Bachelet; declaracion firmada 03/07/2015.",Comercio/Integración Económica,Verificada-URL
CHL-MB2-J086,95,Michelle Bachelet,Chile,Completed,2015-09-26,2015-09-28,3,United States,North America,New York,Multilateral,Global Forum,TRUE,Cumbre de la Agenda 2030 + 70ª AGNU,NA,Cumbre de Desarrollo Sostenible (Agenda 2030/ODS) y Asamblea General de la ONU.,https://www.un.org/es/conferences/environment/newyork2015,Medium,"26-28/09/2015. Cumbre ONU Desarrollo Sostenible 25-27/09/2015 confirmada; no se hallo cita especifica de la agenda puntual de Bachelet, fechas de la fila (26-28/09) se mantienen sin cambio.",Cooperación Política General,Verificada-URL
CHL-MB2-J087,96,Michelle Bachelet,Chile,Completed,2015-11-18,2015-11-19,2,Philippines,Asia-Pacific,Manila,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Manila.,https://en.wikipedia.org/wiki/APEC_Philippines_2015,Medium,18-19/11/2015. Confirmada Cumbre de Lideres APEC Manila 18-19/11/2015; Bachelet tuvo visita de Estado previa a Filipinas el 16/11.,Comercio/Integración Económica,Verificada-URL
CHL-MB2-J088,97,Michelle Bachelet,Chile,Completed,2015-11-30,2015-12-01,2,France,Europe,Paris,Multilateral,Global Forum,TRUE,COP21 (Conferencia del Clima),NA,Segmento de lideres de la COP21 que adopto el Acuerdo de Paris.,https://cooperativa.cl/noticias/sociedad/medioambiente/clima/bachelet-entrego-su-solidaridad-a-francia-en-inicio-de-cumbre-del-clima/2015-11-30/105436.html,Medium,"30/11-1/12/2015. Confirmada participacion de Bachelet en segmento de lideres de la COP21, Paris, 30/11/2015.",Medio Ambiente/Clima,Verificada-URL
CHL-MB2-J089,98,Michelle Bachelet,Chile,Completed,2016-01-27,2016-01-27,1,Ecuador,South America,Quito,Multilateral,Regional Summit,NA,IV Cumbre CELAC,NA,Cumbre CELAC en Quito.,https://es.wikipedia.org/wiki/IV_Cumbre_de_la_CELAC_de_2016,Medium,"27/01/2016. Confirmar asistencia. Confirmada IV Cumbre CELAC, Quito, 26-27/01/2016, con presencia de Bachelet.",Cooperación Política General,Verificada-URL
CHL-MB2-J090,99,Michelle Bachelet,Chile,Completed,2016-05-13,2016-05-14,2,China,Asia-Pacific,Beijing,Bilateral,State Visit,NA,Xi Jinping,Jefe de Estado/Gobierno,"Visita de Estado a China; profundizacion del TLC y asociacion estrategica. Viaje independiente (ver QA 2026-07-22: separado del tramo Jakarta 2017, que era un viaje distinto).",https://www.chile.gob.cl/chile/blog/china/beijing/visita-de-estado-de-presidenta-bachelet-profundiza-la-relacion-con-china,High,Gira asiatica may 2016; fechas a confirmar. CORREGIDO: End_Date de 16/05 a 14/05/2016 segun fuente oficial chile.gob.cl (las actividades de la Visita de Estado concluyeron el 14/05).,NA,Verificada-URL
